,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0.0,2881.7292435778177,3799.0781300861117,2994.0323730117866,3170.8027070178505,3011.9058604232837,2964.357284479414,3268.9350353294303,3357.7176433508935,3304.6481964590275,3380.694014733912,3340.3157355053704,3286.939206417513,3957.645103525152,3444.8249378529663,3809.7591505961354,3486.8945306431474,3594.3890177912645,3554.7102256505927,3023.0740371291236,2694.1279126131576,2586.147353321502,2557.7801803254897,3610.9493366894153,3140.03574692518
1,2881.7292435778177,0.0,937.8721269243658,450.7934900625666,392.3643002663172,157.7675966752583,91.28743189857691,450.8045468185642,585.306467272785,495.77829774109375,558.9044669348111,482.5175608901153,409.99887101388356,1154.5070586449676,705.8654528111923,1053.456261536206,651.1197235937775,715.2789648855425,712.5623784410703,141.61519829907172,538.1398092571637,573.8169211969464,628.6381206505292,754.2764106526568,258.7648266140597
2,3799.0781300861117,937.8721269243658,0.0,1066.425216641545,808.567324831364,843.0301632997395,869.2158921263377,533.2282989674253,476.8838308934517,502.227412009789,425.5605997172435,460.31574753119435,530.0628684864574,297.97422317568817,448.860863529637,348.5955326336367,581.2065703883208,252.4300763511697,543.3904109963096,798.8823337296058,1344.9340147945752,1425.3256543111909,1477.4291767412155,188.15180816469015,684.791505564931
3,2994.0323730117866,450.7934900625666,1066.425216641545,0.0,257.93517239885125,356.1286508287491,404.42921446949566,751.4150208760817,894.0910208319605,793.421396834249,824.7050696937064,712.2846390512051,605.3372561726873,1343.5277734771537,1014.548573731765,1296.1744895225181,546.3044303970987,814.0195966612454,612.4797428808331,456.9740972178948,313.78509382058513,417.2768126086431,457.66134387280675,921.4540504265199,493.4679042976253
4,3170.8027070178505,392.3643002663172,808.567324831364,257.93517239885125,0.0,238.45009317310007,307.8789180471054,533.4004496866902,669.5157373632408,570.8919904485111,589.6286265892388,474.1552982069109,367.6324148335156,1086.3795600448268,784.8448202621186,1044.7753422758724,318.5913673571494,556.1425254599874,387.0282775966911,317.3767203965397,549.3627593222242,641.9518717009724,689.6110807251556,665.297010858482,294.6814793125942
5,3011.9058604232837,157.7675966752583,843.0301632997395,356.1286508287491,238.45009317310007,0.0,69.52994357616804,418.9619232263968,562.9794478514426,463.87322233158346,511.1042052599319,412.3401598279656,317.71522722179407,1085.2177397137323,686.14280154534,1005.4200284506003,497.4044145782736,604.6063693180294,560.6826400018512,100.85433465250279,534.486628772744,597.1181625907163,651.5079601266784,668.5436012238576,168.07711326228173
6,2964.357284479414,91.28743189857691,869.2158921263377,404.42921446949566,307.8789180471054,69.52994357616804,0.0,410.6546170410002,552.0151299302671,456.2495685872107,511.6402679004269,423.04921093306876,339.18280132444465,1098.8809803945285,674.9416244120122,1008.6244009774956,559.8742175294841,638.7813267028907,621.5490645069154,76.2329998671967,545.77600026255,597.225369959033,652.2451651055318,689.3350389646619,184.42511404534437
7,3268.9350353294303,450.8045468185642,533.2282989674253,751.4150208760817,533.4004496866902,418.9619232263968,410.6546170410002,0.0,144.2543691071934,45.6006523748093,113.22465837738102,113.89762083078563,180.94272689563945,710.7387722112635,267.2282004571961,602.6551077339858,554.1547468355541,378.2396689495214,580.6665926560677,334.7268255154245,952.1919596443975,1007.8113524950492,1062.8016789005187,346.1136155949259,258.9595097756462
8,3357.7176433508935,585.306467272785,476.8838308934517,894.0910208319605,669.5157373632408,562.9794478514426,552.0151299302671,144.2543691071934,0.0,100.70094729576039,99.90035913874013,205.59792512427168,304.7462116592683,602.2514373341307,123.25472157781608,475.27800871437324,646.4173365970092,393.5845258964955,660.514875805101,476.6613648424182,1095.4770802534495,1149.0479377864774,1204.1025122924175,306.86120519624524,402.8389560317542
9,3304.6481964590275,495.77829774109375,502.227412009789,793.421396834249,570.8919904485111,463.87322233158346,456.2495685872107,45.6006523748093,100.70094729576039,0.0,76.77790557185712,123.17492211725158,210.1932046930855,668.9767820331274,222.80242818268218,557.8447395114171,571.3107848946025,365.9258177325125,593.0136272458427,380.3028298244838,997.4514687265388,1053.3913919220067,1108.3773708017557,317.3999971949768,302.33625106767255
10,3380.694014733912,558.9044669348111,425.5605997172435,824.7050696937064,589.6286265892388,511.1042052599319,511.6402679004269,113.22465837738102,99.90035913874013,76.77790557185712,0.0,115.87653392243703,222.06057251817003,598.347850827891,196.70490085673697,496.9963034494179,547.2305230826732,303.15618155797114,560.6177753359739,435.45022602651534,1045.3935844083219,1106.3363653421745,1161.0900693624444,241.57945462563643,344.27766467634115
11,3340.3157355053704,482.5175608901153,460.31574753119435,712.2846390512051,474.1552982069109,412.3401598279656,423.04921093306876,113.89762083078563,205.59792512427168,123.17492211725158,115.87653392243703,0.0,107.24449599966991,675.8512575140738,312.4162171939159,594.3442991525164,448.2173835495434,273.69902000969006,470.3277183642363,348.5152868020809,943.426914492272,1009.4306578648409,1063.7418944621145,273.51491374010135,244.4086576697871
12,3286.939206417513,409.99887101388356,530.0628684864574,605.3372561726873,367.6324148335156,317.71522722179407,339.18280132444465,180.94272689563945,304.7462116592683,210.1932046930855,222.06057251817003,107.24449599966991,0.0,767.9541887192817,417.4119721862941,696.8795092640104,381.82295838205243,307.4822642897058,416.8267882737722,269.4659474973373,842.6172847964054,912.3560123199837,966.191405112441,351.3896883472452,154.79100633925688
13,3957.645103525152,1154.5070586449676,297.97422317568817,1343.5277734771537,1086.3795600448268,1085.2177397137323,1098.8809803945285,710.7387722112635,602.2514373341307,668.9767820331274,598.347850827891,675.8512575140738,767.9541887192817,0.0,514.4673322987471,180.2608947656524,878.101096456196,537.4031263213633,841.3636755552684,1024.0322490668561,1607.0906780874593,1680.016063372897,1733.611505635567,423.3482329494106,918.7346919859083
14,3444.8249378529663,705.8654528111923,448.860863529637,1014.548573731765,784.8448202621186,686.14280154534,674.9416244120122,267.2282004571961,123.25472157781608,222.80242818268218,196.70490085673697,312.4162171939159,417.4119721862941,514.4673322987471,0.0,369.1763033272285,731.1817443927582,435.1439655360477,736.1244116303335,599.7501250721889,1218.717342081628,1271.7489820235598,1326.81708029077,313.5575595955988,525.0365506243564
15,3809.7591505961354,1053.456261536206,348.5955326336367,1296.1744895225181,1044.7753422758724,1005.4200284506003,1008.6244009774956,602.6551077339858,475.27800871437324,557.8447395114171,496.9963034494179,594.3442991525164,696.8795092640104,180.2608947656524,369.1763033272285,0.0,884.5043989361313,532.156256862028,860.4856022638321,932.4442779152043,1537.765912602764,1602.156751788173,1656.7357889569996,391.05859740554047,837.4228386439004
16,3486.8945306431474,651.1197235937775,581.2065703883208,546.3044303970987,318.5913673571494,497.4044145782736,559.8742175294841,554.1547468355541,646.4173365970092,571.3107848946025,547.2305230826732,448.2173835495434,381.82295838205243,878.101096456196,731.1817443927582,884.5043989361313,0.0,352.3535756244104,68.4456355987365,529.6392613446657,856.0617031467444,953.8860537149845,998.9489174863652,496.5150098055298,438.1688377566241
17,3594.3890177912645,715.2789648855425,252.4300763511697,814.0195966612454,556.1425254599874,604.6063693180294,638.7813267028907,378.2396689495214,393.5845258964955,365.9258177325125,303.15618155797114,273.69902000969006,307.4822642897058,537.4031263213633,435.1439655360477,532.156256862028,352.3535756244104,0.0,331.7884805532025,573.7559917803914,1094.3334015808832,1176.841728879164,1228.3406269971701,147.8154358457418,456.7414119673597
18,3554.7102256505927,712.5623784410703,543.3904109963096,612.4797428808331,387.0282775966911,560.6826400018512,621.5490645069154,580.6665926560677,660.514875805101,593.0136272458427,560.6177753359739,470.3277183642363,416.8267882737722,841.3636755552684,736.1244116303335,860.4856022638321,68.4456355987365,331.7884805532025,0.0,587.2990303674339,923.2364730683286,1021.6156018054292,1066.3323891752198,479.32409750010413,490.2627316860095
19,3023.0740371291236,141.61519829907172,798.8823337296058,456.9740972178948,317.3767203965397,100.85433465250279,76.2329998671967,334.7268255154245,476.6613648424182,380.3028298244838,435.45022602651534,348.5152868020809,269.4659474973373,1024.0322490668561,599.7501250721889,932.4442779152043,529.6392613446657,573.7559917803914,587.2990303674339,0.0,619.5617342654069,673.0891757340105,728.0752399296651,617.1076596631807,117.14984089666142
20,2694.1279126131576,538.1398092571637,1344.9340147945752,313.78509382058513,549.3627593222242,534.486628772744,545.77600026255,952.1919596443975,1095.4770802534495,997.4514687265388,1045.3935844083219,943.426914492272,842.6172847964054,1607.0906780874593,1218.717342081628,1537.765912602764,856.0617031467444,1094.3334015808832,923.2364730683286,619.5617342654069,0.0,108.0044430074698,143.87630610376723,1184.5101047936407,701.3306591331358
21,2586.147353321502,573.8169211969464,1425.3256543111909,417.2768126086431,641.9518717009724,597.1181625907163,597.225369959033,1007.8113524950492,1149.0479377864774,1053.3913919220067,1106.3363653421745,1009.4306578648409,912.3560123199837,1680.016063372897,1271.7489820235598,1602.156751788173,953.8860537149845,1176.841728879164,1021.6156018054292,673.0891757340105,108.0044430074698,0.0,55.0808037295553,1259.5027191336787,765.1763630771492
