,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0.0,1593.063307284405,1957.6798311167634,1841.936785957443,2320.6294480924134,2279.251427184111,2461.771060527724,930.9190095988372,1517.4622200102717,1505.553042011747,1699.42868082999,1953.6157599848932,1700.5025427294695,1695.198340299792,31.73967007502763,171.8693244627975,1019.1576835071093,1134.2321406611063,3938.9015216210228
1,1593.063307284405,0.0,394.04715865949186,251.62161021831176,727.6204943707843,901.8260077102966,1050.0813218418575,1265.1007341184823,1555.4757040248978,1544.0325491590932,1014.4766628535589,1092.2277611729883,697.1342125606557,394.21003864737975,1561.461361755123,1506.7501642902928,650.3263386367704,793.1364569807436,3637.0448184728684
2,1957.6798311167634,394.04715865949186,0.0,232.5844198542846,409.7651327655189,570.7244992962867,977.1265965797238,1653.71342775169,1898.803436352232,1888.2739454739246,1290.4033830166184,1300.1478683946264,949.3522934094435,375.5544824385134,1926.44357867467,1883.0963398711606,1044.0583178844174,1175.513191119101,3826.6524462843972
3,1841.936785957443,251.62161021831176,232.5844198542846,0.0,479.9850343086005,802.6285945839429,854.8556117851138,1454.3360350021067,1670.946954431016,1660.65339133271,1057.950421291027,1075.087196298536,717.2287315275169,470.8367414770627,1810.2775894161286,1751.3793887804075,875.569646445788,971.2776241765464,3611.1711795313313
4,2320.6294480924134,727.6204943707843,409.7651327655189,479.9850343086005,0.0,717.9817825644917,715.1436166433209,1899.5317212343882,2033.0039971826438,2024.3948203164925,1359.1822065728638,1288.319461922817,1029.9683095470195,781.5370081207765,2289.0132628071774,2231.364215344056,1350.9066013919812,1416.2993227813904,3714.0403127568093
5,2279.251427184111,901.8260077102966,570.7244992962867,802.6285945839429,717.9817825644917,0.0,1428.3022953658533,2150.4563511894435,2452.3722453433943,2441.2974633415824,1860.408278713613,1866.9515512663077,1519.8453218263855,602.897504545422,2250.0584417353584,2240.3621785475534,1506.7939891027247,1690.6796362553287,4377.502843645062
6,2461.771060527724,1050.0813218418575,977.1265965797238,854.8556117851138,715.1436166433209,1428.3022953658533,0.0,1786.3963051337223,1697.8668079994416,1693.3329927162126,1008.4751523961937,819.218961832803,801.4860352072138,1318.2752229847274,2430.716046419053,2332.752391884981,1445.5728452926364,1363.732521237798,3029.316278587017
7,930.9190095988372,1265.1007341184823,1653.71342775169,1454.3360350021067,1899.5317212343882,2150.4563511894435,1786.3963051337223,0.0,606.3279850050504,593.3272039653286,852.1605773956056,1111.3334862119611,986.3310454073558,1564.8461176341755,909.6741267035183,759.7294664237083,652.308851472034,484.1493124814844,3048.433160981743
8,1517.4622200102717,1555.4757040248978,1898.803436352232,1670.946954431016,2033.0039971826438,2452.3722453433943,1697.8668079994416,606.3279850050504,0.0,13.679826060623613,698.5599226608172,888.2141825477896,1004.1205159004152,1922.0122421333547,1499.3286593173812,1345.8254525208938,1095.0349485569818,820.4688103039252,2442.134872578767
9,1505.553042011747,1544.0325491590932,1888.2739454739246,1660.65339133271,2024.3948203164925,2441.2974633415824,1693.3329927162126,593.3272039653286,13.679826060623613,0.0,692.5177946549966,885.0632455123898,995.8986450949046,1909.9762059768354,1487.3047377680655,1333.8761226687004,1081.7004964892922,807.464288105474,2455.199724112667
10,1699.42868082999,1014.4766628535589,1290.4033830166184,1057.950421291027,1359.1822065728638,1860.408278713613,1008.4751523961937,852.1605773956056,698.5599226608172,692.5177946549966,0.0,260.04573310712544,342.1074618043749,1408.0406698942966,1672.1357293863825,1540.7299848214252,844.5001131852385,596.3585934974211,2647.7577541777177
