,courier_id,gps_lng,gps_lat,ds,depot,order_id,gps_time
0,435,126.566,43.871,816,1,,
1,435,126.53182,43.88215,816,0,114926.0,08-16 14:57:00
2,435,126.56159,43.8612,816,0,934346.0,08-16 13:38:00
3,435,126.55045,43.87351,816,0,1127051.0,08-16 10:39:00
4,435,126.54976,43.86158,816,0,1032353.0,08-16 12:38:00
5,435,126.56224,43.86174,816,0,2219235.0,08-16 13:47:00
6,435,126.55362,43.87476,816,0,714861.0,08-16 09:58:00
7,435,126.55264,43.87387,816,0,4474417.0,08-16 10:31:00
8,435,126.55369,43.87156,816,0,1911364.0,08-16 10:52:00
9,435,126.55586,43.87257,816,0,2593530.0,08-16 11:20:00
10,435,126.5653,43.8612,816,0,2213659.0,08-16 13:58:00
11,435,126.56231,43.86732,816,0,798252.0,08-16 14:12:00
12,435,126.56035,43.8692,816,0,59026.0,08-16 09:13:00
13,435,126.55815,43.86612,816,0,3109247.0,08-16 11:31:00
14,435,126.56072,43.87103,816,0,1901512.0,08-16 09:42:00
15,435,126.55918,43.85863,816,0,2402190.0,08-16 13:02:00
16,435,126.55386,43.87388,816,0,2004613.0,08-16 10:11:00
17,435,126.55128,43.87443,816,0,3359904.0,08-16 10:21:00
18,435,126.55418,43.8699,816,0,2091529.0,08-16 11:14:00
19,435,126.54968,43.86162,816,0,2067170.0,08-16 11:51:00
