,courier_id,gps_lng,gps_lat,ds,depot,order_id,gps_time
0,4849,126.566,43.871,608,1,,
1,4849,126.56876,43.84255,608,0,3943659.0,06-08 10:35:00
2,4849,126.57383,43.84192,608,0,1167796.0,06-08 11:16:00
3,4849,126.57823,43.84208,608,0,975593.0,06-08 12:14:00
4,4849,126.57495,43.83919,608,0,3405148.0,06-08 15:06:00
5,4849,126.57678,43.84267,608,0,1486085.0,06-08 11:43:00
6,4849,126.57848,43.8411,608,0,4488996.0,06-08 11:55:00
7,4849,126.58296,43.83969,608,0,2465544.0,06-08 13:51:00
8,4849,126.58149,43.83909,608,0,1952884.0,06-08 14:16:00
9,4849,126.5805,43.84105,608,0,509345.0,06-08 12:06:00
10,4849,126.57834,43.8428,608,0,841859.0,06-08 12:28:00
11,4849,126.57813,43.84488,608,0,4496484.0,06-08 12:43:00
12,4849,126.58543,43.84483,608,0,1013277.0,06-08 13:00:00
13,4849,126.5825,43.83708,608,0,2672364.0,06-08 14:08:00
14,4849,126.57507,43.85114,608,0,1124069.0,06-08 16:25:00
15,4849,126.57517,43.84917,608,0,3312244.0,06-08 17:33:00
16,4849,126.57103,43.85078,608,0,2547350.0,06-08 17:04:00
17,4849,126.57628,43.84771,608,0,36226.0,06-08 17:24:00
18,4849,126.56668,43.84897,608,0,252703.0,06-08 17:53:00
19,4849,126.57231,43.85221,608,0,549109.0,06-08 16:56:00
20,4849,126.56788,43.84657,608,0,3449346.0,06-08 17:41:00
