,courier_id,gps_time,gps_lng,gps_lat,ds,depot,order_id
0,435,08-07 08:10:00,126.566,43.871,807,1,
1,435,08-07 12:27:00,126.557,43.859,807,1,
2,435,08-07 11:29:00,126.56282,43.86662,807,0,4358233.0
3,435,08-07 12:57:00,126.54982,43.86168,807,0,691981.0
4,435,08-07 13:14:00,126.5596,43.86478,807,0,3484599.0
5,435,08-07 11:09:00,126.55313,43.87192,807,0,3368259.0
6,435,08-07 12:45:00,126.5507,43.85998,807,0,4451740.0
7,435,08-07 10:25:00,126.5554,43.87251,807,0,1218504.0
8,435,08-07 09:32:00,126.56176,43.87081,807,0,1102059.0
9,435,08-07 09:58:00,126.55763,43.87189,807,0,3202187.0
10,435,08-07 12:28:00,126.55742,43.85894,807,0,1066711.0
