,courier_id,gps_lng,gps_lat,ds,depot,order_id,gps_time
0,161,126.5445,43.85,617,1,,
1,161,126.56552,43.85563,617,0,988592.0,06-17 16:40:00
2,161,126.56105,43.85335,617,0,647370.0,06-17 15:50:00
3,161,126.56335,43.85196,617,0,3428782.0,06-17 17:32:00
4,161,126.56488,43.85566,617,0,2200799.0,06-17 16:04:00
5,161,126.56378,43.8539,617,0,484074.0,06-17 17:13:00
6,161,126.56015,43.85337,617,0,4346618.0,06-17 15:32:00
7,161,126.56004,43.85352,617,0,510315.0,06-17 15:26:00
8,161,126.55848,43.85393,617,0,1911919.0,06-17 15:16:00
9,161,126.54319,43.85092,617,0,383161.0,06-17 20:59:00
10,161,126.55431,43.85112,617,0,3565200.0,06-17 14:09:00
11,161,126.55267,43.85341,617,0,2209031.0,06-17 14:53:00
12,161,126.55235,43.8534,617,0,1002533.0,06-17 15:05:00
13,161,126.55252,43.8525,617,0,1358189.0,06-17 14:46:00
14,161,126.54828,43.852,617,0,1201962.0,06-17 13:49:00
15,161,126.54902,43.85042,617,0,3068024.0,06-17 13:41:00
16,161,126.54653,43.84968,617,0,4117395.0,06-17 20:13:00
17,161,126.54779,43.85023,617,0,441271.0,06-17 20:02:00
18,161,126.54555,43.84941,617,0,2378850.0,06-17 19:35:00
19,161,126.54715,43.85188,617,0,1973910.0,06-17 19:50:00
20,161,126.54324,43.85019,617,0,4158509.0,06-17 19:03:00
21,161,126.54365,43.8507,617,0,2142456.0,06-17 19:24:00
