,courier_id,gps_time,gps_lng,gps_lat,ds,depot,order_id
0,638,06-11 10:07:00,126.544,43.85,611,1,
1,638,06-11 13:55:00,126.562,43.841,611,1,
2,638,06-11 14:25:00,126.558,43.84,611,1,
3,638,06-11 16:23:00,126.545,43.837,611,1,
4,638,06-11 16:42:00,126.54496,43.83815,611,0,2864831.0
5,638,06-11 17:02:00,126.54675,43.83703,611,0,3978250.0
6,638,06-11 12:30:00,126.5645,43.84139,611,0,1058756.0
7,638,06-11 14:13:00,126.55873,43.84313,611,0,3188944.0
8,638,06-11 14:32:00,126.55812,43.83951,611,0,3292077.0
9,638,06-11 13:03:00,126.56338,43.8447,611,0,3039016.0
10,638,06-11 17:34:00,126.55576,43.84784,611,0,2444625.0
11,638,06-11 15:43:00,126.54859,43.8412,611,0,2459034.0
12,638,06-11 15:48:00,126.54779,43.8415,611,0,44364.0
13,638,06-11 11:35:00,126.55126,43.83995,611,0,2847774.0
14,638,06-11 15:36:00,126.55272,43.84103,611,0,1547617.0
15,638,06-11 16:05:00,126.549,43.83985,611,0,2317126.0
16,638,06-11 11:29:00,126.55235,43.83846,611,0,827073.0
17,638,06-11 19:17:00,126.59214,43.77721,611,0,3012884.0
18,638,06-11 14:00:00,126.56057,43.8405,611,0,744297.0
19,638,06-11 17:24:00,126.56325,43.844,611,0,4109803.0
20,638,06-11 16:31:00,126.54511,43.83671,611,0,3874477.0
