,courier_id,gps_time,gps_lng,gps_lat,ds,depot,order_id
0,1656,08-31 08:53:00,126.585,43.895,831,1,
1,1656,08-31 14:29:00,126.558,43.916,831,1,
2,1656,08-31 13:20:00,126.56342,43.9272,831,0,3082752.0
3,1656,08-31 10:26:00,126.55479,43.91019,831,0,1956758.0
4,1656,08-31 11:41:00,126.5478,43.91471,831,0,1111403.0
5,1656,08-31 12:29:00,126.5518,43.91355,831,0,4042641.0
6,1656,08-31 13:58:00,126.57238,43.91944,831,0,91052.0
7,1656,08-31 10:11:00,126.55502,43.90888,831,0,3538380.0
8,1656,08-31 11:30:00,126.54801,43.91163,831,0,1553308.0
9,1656,08-31 13:09:00,126.55872,43.93317,831,0,908500.0
10,1656,08-31 13:53:00,126.5662,43.92674,831,0,4434245.0
11,1656,08-31 11:52:00,126.54552,43.91445,831,0,4234297.0
12,1656,08-31 11:59:00,126.54582,43.91617,831,0,1870832.0
13,1656,08-31 14:08:00,126.56701,43.92006,831,0,1856038.0
14,1656,08-31 15:20:00,126.58465,43.89468,831,0,93904.0
15,1656,08-31 11:22:00,126.54561,43.91028,831,0,512990.0
16,1656,08-31 13:29:00,126.56254,43.92937,831,0,32133.0
17,1656,08-31 13:44:00,126.56511,43.92781,831,0,3775836.0
18,1656,08-31 10:58:00,126.5457,43.90634,831,0,802005.0
19,1656,08-31 11:16:00,126.54781,43.90964,831,0,479591.0
20,1656,08-31 12:48:00,126.54891,43.91517,831,0,2554734.0
21,1656,08-31 10:02:00,126.55358,43.90012,831,0,414327.0
22,1656,08-31 11:10:00,126.54567,43.91027,831,0,4358179.0
23,1656,08-31 12:20:00,126.54905,43.91486,831,0,1465444.0
24,1656,08-31 13:34:00,126.56335,43.92833,831,0,4429874.0
25,1656,08-31 14:20:00,126.57768,43.91748,831,0,1741080.0
26,1656,08-31 10:34:00,126.55052,43.9048,831,0,252423.0
27,1656,08-31 19:35:00,126.53352,43.86314,831,0,2745656.0
28,1656,08-31 13:14:00,126.55854,43.93293,831,0,3080576.0
29,1656,08-31 14:36:00,126.55772,43.91587,831,0,3781405.0
