,0,1,2,3,4,5,6,7,8,9
0,0.0,4500.315618210693,3546.317696514669,3670.3543066910624,2886.2354762118903,3302.7183728726995,3511.7739268166424,3731.186316254214,2623.625255770642,2798.4305574421896
1,4500.315618210693,0.0,4992.30271859102,5046.508126721897,5018.445523176381,1381.5394119456948,1490.4290771867343,1735.1505289108993,2319.6049895754786,2974.7004826566
2,3546.317696514669,4992.30271859102,0.0,124.32034067977246,762.0586387589392,4670.454397623998,5068.150112874911,5474.52108564063,2864.0271583198087,2058.7470816098516
3,3670.3543066910624,5046.508126721897,124.32034067977246,0.0,877.9829429645026,4753.268637708383,5152.524373542504,5560.914653280767,2944.2149607051083,2130.8122573371325
4,2886.2354762118903,5018.445523176381,762.0586387589392,877.9829429645026,0.0,4488.582265582713,4868.112655632807,5253.106449966857,2747.681936749346,2051.451678413417
5,3302.7183728726995,1381.5394119456948,4670.454397623998,4753.268637708383,4488.582265582713,0.0,407.08400880399745,830.4267197727376,1810.845785792776,2640.3665414640614
6,3511.7739268166424,1490.4290771867343,5068.150112874911,5152.524373542504,4868.112655632807,407.08400880399745,0.0,424.3267505108728,2213.1556013493278,3044.6186120359434
7,3731.186316254214,1735.1505289108993,5474.52108564063,5560.914653280767,5253.106449966857,830.4267197727376,424.3267505108728,0.0,2627.603283222246,3460.9697303318153
8,2623.625255770642,2319.6049895754786,2864.0271583198087,2944.2149607051083,2747.681936749346,1810.845785792776,2213.1556013493278,2627.603283222246,0.0,834.7897934282348
9,2798.4305574421896,2974.7004826566,2058.7470816098516,2130.8122573371325,2051.451678413417,2640.3665414640614,3044.6186120359434,3460.9697303318153,834.7897934282348,0.0
