,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0.0,4032.8445699096064,2123.068319747448,2392.194434232361,2288.5155090012063,3956.505935138192,3375.148461870916,3205.2249852950786,2928.5043023030344,2274.3633619877232,3748.5887203865636,3956.854180549054,3796.3609521752933,3954.2606382551626,4001.230354250909,4096.026860638432,3688.147082233059,3046.214880689224,2941.6733656147776,52.14745952990985,3382.2778425688894,3306.2262539888993,3527.245936078918,3582.4301220771636,3592.576748300125,3946.856370218729,3280.352568807773,3075.759393209973,3285.55075969924,2967.146657964687,4069.2475722372637
1,4032.8445699096064,0.0,2344.0141025456173,2465.1765818536605,2562.6182107891573,196.23508740190286,955.7617318360212,1161.4616777737588,1397.0298318121695,2104.1434686806015,462.2865121153296,207.7298229788017,237.48897188405533,78.65952391509441,39.09312947957951,65.20465370310275,525.4278506349483,1216.8018438433862,1384.8035699809298,3980.7461141547437,651.7528789728784,832.4542647190382,583.2111395737129,452.59644512076375,478.1201133167094,450.9518396162485,759.9614634362304,957.5290847503218,749.0123793980674,1094.7237920208615,56.53340942465709
2,2123.068319747448,2344.0141025456173,0.0,402.0634177496264,388.17612008012213,2201.279566802854,1458.7188514881307,1251.5560099826605,972.6668355058825,240.1057439301967,2257.2564126665775,2357.949907154752,2140.0002753318463,2271.0977710044626,2305.7488223020364,2395.3353804003937,1867.105369124498,1142.132273961278,986.2633982673486,2075.686347424341,1751.1329742508437,1512.3638135121107,1762.3413350965243,1962.592867504632,2039.3040413273322,2094.567551016031,1740.9702903977768,1538.0649697039107,1664.2256792202006,1299.6852852165625,2394.9255521316495
3,2392.194434232361,2465.1765818536605,402.0634177496264,0.0,121.20647723884035,2302.11823898471,1524.7663852679448,1312.450925951279,1070.3364098822262,519.8895504256556,2449.891498837195,2511.2259755956525,2283.877424389063,2397.9597190287855,2426.1232994001302,2509.504620445495,1956.3217320625115,1251.4518295485382,1082.0131075360064,2348.1284195712983,1929.4644197784003,1642.3993100375274,1885.5294135729196,2130.2904941539728,2224.8432908663035,2154.6098949880957,1951.2820749664695,1765.9376437900655,1852.9685660275288,1506.9624232492267,2519.3164563636765
4,2288.5155090012063,2562.6182107891573,388.17612008012213,121.20647723884035,0.0,2402.7625785565215,1628.5285129243932,1415.8645837966644,1165.6915083204128,556.2569474579113,2532.428606266125,2602.5798639165296,2376.647370872091,2494.2297662384817,2523.632191158892,2608.2708272035325,2058.028334114809,1346.3751214676925,1177.833651987462,2245.228869399124,2013.9506763775184,1735.7934624835657,1981.1511415407153,2217.739020461519,2308.537999722487,2261.199736455247,2028.1729420760191,1837.5405446317468,1934.7873534812043,1582.6932020874979,2616.2721875407065
5,3956.505935138192,196.23508740190286,2201.279566802854,2302.11823898471,2402.7625785565215,0.0,781.3607857441383,991.3517330837312,1240.5765782077874,1962.5528421719737,574.0782711106191,370.45836646722506,253.8905760355537,175.60817954855455,163.5304389820207,217.02334772560752,347.03303395243665,1062.9783250239504,1227.818533605214,3904.358601864057,588.0255224544198,692.744701086659,445.427706647259,431.129646832154,508.53996234542154,259.9701012411196,727.4304092494108,900.3263030070445,680.3962645887221,993.721550248749,251.14766964597456
6,3375.148461870916,955.7617318360212,1458.7188514881307,1524.7663852679448,1628.5285129243932,781.3607857441383,0.0,212.6935677178371,486.53916996328314,1226.6227131239764,1067.3584967850325,1040.5780103784532,810.7290238174933,895.8869133703631,916.8559701548038,993.8894515397359,434.33430838914614,332.5672171107865,472.831029639011,3323.558090039146,599.3243494329622,266.04956660697655,412.38459894485936,724.3189813252409,852.3499787227896,637.3901945482583,728.3789257153969,699.4839569012886,586.6223840335758,548.3568523924182,1011.6583955482006
7,3205.2249852950786,1161.4616777737588,1251.5560099826605,1312.450925951279,1415.8645837966644,991.3517330837312,212.6935677178371,0.0,285.1670027449198,1022.369497007725,1233.7886352135579,1233.6065805102344,1002.7388404243825,1098.7424339145502,1122.4087371861763,1201.968723247698,644.6239949744908,175.28444369165115,271.3621818675324,3153.9728664801933,733.1456979986082,390.1841730531245,598.124970956243,891.1106526454016,1011.1719966446591,848.7777346760411,832.4039193226217,748.74592137716,695.2422024255618,532.8512190910262,1216.855412017433
8,2928.5043023030344,1397.0298318121695,972.6668355058825,1070.3364098822262,1165.6915083204128,1240.5765782077874,486.53916996328314,285.1670027449198,0.0,740.1194788517013,1398.0670657955454,1441.923129612386,1213.8159211303448,1328.5719720664615,1358.0707518666256,1443.395188155822,899.5909785168034,181.11991918874912,13.826705541682374,2877.4851778250445,876.8912209888282,572.3979665339969,815.6064082543323,1067.6589371893003,1171.4105304926807,1121.9461200144672,930.565767947073,785.8089835544147,812.1122042220866,523.1485968211333,1450.5897786165028
9,2274.3633619877232,2104.1434686806015,240.1057439301967,519.8895504256556,556.2569474579113,1962.5528421719737,1226.6227131239764,1022.369497007725,740.1194788517013,0.0,2020.4022517539463,2118.1301126571725,1899.9151780549041,2031.106027415643,2065.918888203923,2155.692416605183,1629.9844845998355,905.810077813385,753.8587925438889,2225.2834821306014,1512.1978728089664,1272.7950509572277,1522.7827398701263,1723.1903860911104,1801.3815051559156,1860.5051947611846,1505.7384323056338,1305.5086119203224,1426.0523274435288,1062.7277723867753,2154.952668374127
