,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.0,3685.646207725413,3539.1793085993695,2179.977643538404,2317.2851940306573,3373.242864182827,3031.5368588623874,3554.936952034295,3573.6637399321025,3171.9228125492723,3012.902867643744,3241.8843222636774,3020.724124319211,3829.712935874935
1,3685.646207725413,0.0,527.5670616953682,1657.3316768503114,1529.4633507039405,635.591129876928,984.4017635667828,926.8877596628623,827.0670422223827,731.6097501949816,991.4980233485386,751.8147308264606,701.3714618922227,351.35904162797584
2,3539.1793085993695,527.5670616953682,0.0,1389.8296855487592,1251.105703729117,175.6798319200058,571.3787030043745,403.5541160156239,307.08849171735153,369.4692959670936,585.4419712772567,320.49840629824416,571.4950851729114,878.8399801039825
3,2179.977643538404,1657.3316768503114,1389.8296855487592,0.0,139.36882304407095,1216.7796913015945,853.871772001294,1375.1995530638746,1394.6614180212835,1021.2877754295913,835.5765760790562,1077.7012411725855,956.6079461997982,1903.7096631263478
4,2317.2851940306573,1529.4633507039405,1251.105703729117,139.36882304407095,0.0,1077.7745817781267,715.188150409573,1238.963481479531,1256.5925592793549,882.9521912165925,696.7956970634835,938.4134596914669,831.0339749024818,1785.0918107877642
5,3373.242864182827,635.591129876928,175.6798319200058,1216.7796913015945,1077.7745817781267,0.0,397.28461652711053,381.92547346999646,312.6613568973402,201.89305011949287,410.7632019886962,145.11707083867157,455.20110543843924,981.9071933755114
6,3031.5368588623874,984.4017635667828,571.3787030043745,853.871772001294,715.188150409573,397.28461652711053,0.0,534.9382698409398,542.4566266773493,253.37128148509248,19.194462387283643,252.80500919807142,464.5889167743436,1309.4695521593737
7,3554.936952034295,926.8877596628623,403.5541160156239,1375.1995530638746,1238.963481479531,381.92547346999646,534.9382698409398,0.0,101.24973334189207,513.0453093039832,554.1303851953969,410.8516567662445,813.0174343750226,1276.6502357284844
8,3573.6637399321025,827.0670422223827,307.08849171735153,1394.6614180212835,1256.5925592793549,312.6613568973402,542.4566266773493,101.24973334189207,0.0,472.30136348616855,561.2679320220982,373.6228375518943,761.1711366344597,1176.3004645585106
9,3171.9228125492723,731.6097501949816,369.4692959670936,1021.2877754295913,882.9521912165925,201.89305011949287,253.37128148509248,513.0453093039832,472.30136348616855,0.0,259.89457523854315,102.35132388211822,305.0084840875202,1056.6491044638733
10,3012.902867643744,991.4980233485386,585.4419712772567,835.5765760790562,696.7956970634835,410.7632019886962,19.194462387283643,554.1303851953969,561.2679320220982,259.89457523854315,0.0,265.8338058151169,458.51722594512233,1314.3892275607625
11,3241.8843222636774,751.8147308264606,320.49840629824416,1077.7012411725855,938.4134596914669,145.11707083867157,252.80500919807142,410.8516567662445,373.6228375518943,102.35132388211822,265.8338058151169,0.0,406.1204561232997,1089.618495051074
12,3020.724124319211,701.3714618922227,571.4950851729114,956.6079461997982,831.0339749024818,455.20110543843924,464.5889167743436,813.0174343750226,761.1711366344597,305.0084840875202,458.51722594512233,406.1204561232997,0.0,960.2041284580004
13,3829.712935874935,351.35904162797584,878.8399801039825,1903.7096631263478,1785.0918107877642,981.9071933755114,1309.4695521593737,1276.6502357284844,1176.3004645585106,1056.6491044638733,1314.3892275607625,1089.618495051074,960.2041284580004,0.0
