,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,1254.190848901927,1497.7446709172134,1460.4216751134472,1409.0694579736191,1502.700791987216,1997.8344850793399,1555.2339838532157,1478.2935570076027,1420.7368367610366,1001.2887968035553,1589.8487649098288,1505.1363098712648,1370.7542072086558,1372.1515271684486,9021.561824897084,1646.0187654485728,1382.3469761936014,1253.9111938133283,1178.039941129562
1,1254.190848901927,0.0,343.46654802217444,1353.0685971994901,1335.1077940330201,1407.3086539898857,783.2455730625303,363.1073369647598,332.9117461997026,538.0133648436837,821.5644213785724,448.6020862682957,425.56543547685845,510.64332717662364,755.683035777085,8076.20124481244,496.44084183697066,877.5749558409414,46.54324828623149,572.640642525703
2,1497.7446709172134,343.46654802217444,0.0,1228.984787273774,1224.2033839816304,1278.93622739393,501.46152932051314,74.87473789426785,20.393767045550103,313.49509378741095,816.3640947901207,106.1726730960639,111.15360275868385,318.9485426977207,583.3266262643956,7734.835902614059,158.47605178918275,714.3594781949765,310.0116737102335,503.9581750421374
3,1460.4216751134472,1353.0685971994901,1228.984787273774,0.0,53.67154952789137,55.37530718886234,1548.2318254684812,1298.175324169992,1215.038811032004,917.7932228850116,600.1304563747558,1224.8542185019749,1131.862737965896,910.6549199776437,646.6968964242103,7674.092201163338,1251.175438605104,516.8509453382312,1309.5990422544046,780.5981776247759
4,1409.0694579736191,1335.1077940330201,1224.2033839816304,53.67154952789137,0.0,95.59906325635401,1558.2258062864682,1294.545610172103,1209.61899409433,915.3238826762905,565.8892373809009,1224.7164307692767,1129.639545800262,905.2765219963088,645.064049287811,7727.231543158115,1253.1649090473495,517.4768423801927,1292.307756724286,764.0458742567336
5,1502.700791987216,1407.3086539898857,1278.93622739393,55.37530718886234,95.59906325635401,0.0,1589.6652249814372,1347.5705652719541,1265.2743992622104,966.9632501889595,654.8585700085878,1272.6021576004453,1180.7127354944005,961.1087473474182,695.9238555032875,7651.40258960304,1297.7749780924803,565.4085723574807,1363.6999949626254,834.7205767083902
6,1997.8344850793399,783.2455730625303,501.46152932051314,1548.2318254684812,1558.2258062864682,1589.6652249814372,0.0,442.9516910973872,521.3924913121933,694.7672809858468,1264.0617506331553,419.8673528125203,519.6612660199543,729.7135697304125,933.3975288492236,7348.511381470744,366.711727285701,1048.3764201002464,767.1317614064136,951.2053810954193
7,1555.2339838532157,363.1073369647598,74.87473789426785,1298.175324169992,1294.545610172103,1347.5705652719541,442.9516910973872,0.0,93.94318220210951,380.64927088344973,891.1970262499178,108.8784528969401,168.6700389499626,390.1288208526573,651.6512156647058,7714.86837370725,140.53732510525427,782.3151726091239,337.1655309188105,578.7952384328763
8,1478.2935570076027,332.9117461997026,20.393767045550103,1215.038811032004,1209.61899409433,1265.2743992622104,521.3924913121933,93.94318220210951,0.0,301.5173171857086,797.4084404946447,120.727465120704,107.45209287050588,304.4628750733879,570.1514916293646,7747.7180462945,174.77922500423136,701.2692527768445,297.79687813320135,485.6032845742719
9,1420.7368367610366,538.0133648436837,313.49509378741095,917.7932228850116,915.3238826762905,966.9632501889595,694.7672809858468,380.64927088344973,301.5173171857086,0.0,571.4736651664527,311.74410132104407,214.317862895875,50.317509311837284,271.1083463610044,7668.28051271603,347.3136858487152,401.6659231746634,491.971562788038,266.7755594429472
10,1001.2887968035553,821.5644213785724,816.3640947901207,600.1304563747558,565.8892373809009,654.8585700085878,1264.0617506331553,891.1970262499178,797.4084404946447,571.4736651664527,0.0,859.1926169014977,754.6131260896965,534.3529902194466,403.41705908944937,8021.286951902766,905.0470909013594,384.03851927718006,784.2739061697533,315.5165108957236
11,1589.8487649098288,448.6020862682957,106.1726730960639,1224.8542185019749,1224.7164307692767,1272.6021576004453,419.8673528125203,108.8784528969401,120.727465120704,311.74410132104407,859.1926169014977,0.0,104.5890467556568,333.27153627545806,579.6982584800751,7628.781641245112,56.21577663014387,708.1146589660407,416.0381920051574,543.684649068493
12,1505.1363098712648,425.56543547685845,111.15360275868385,1131.862737965896,1129.639545800262,1180.7127354944005,519.6612660199543,168.6700389499626,107.45209287050588,214.317862895875,754.6131260896965,104.5890467556568,0.0,230.72500512844093,485.2007864929726,7671.288509878936,153.20869597349392,615.3059482683752,385.97270771128836,439.1123141730109
13,1370.7542072086558,510.64332717662364,318.9485426977207,910.6549199776437,905.2765219963088,961.1087473474182,729.7135697304125,390.1288208526573,304.4628750733879,50.317509311837284,534.3529902194466,333.27153627545806,230.72500512844093,0.0,267.6582726787706,7717.359315290478,374.16333568703305,398.5570854991461,464.1918325017639,223.94106601631006
14,1372.1515271684486,755.683035777085,583.3266262643956,646.6968964242103,645.064049287811,695.9238555032875,933.3975288492236,651.6512156647058,570.1514916293646,271.1083463610044,403.41705908944937,579.6982584800751,485.2007864929726,267.6582726787706,0.0,7656.417687080263,609.5886701929874,131.13118071977883,709.4599586346384,236.04141574468034
15,9021.561824897084,8076.20124481244,7734.835902614059,7674.092201163338,7727.231543158115,7651.40258960304,7348.511381470744,7714.86837370725,7747.7180462945,7668.28051271603,8021.286951902766,7628.781641245112,7671.288509878936,7717.359315290478,7656.417687080263,0.0,7579.7773605026005,7639.217627449879,8044.818818301838,7870.162669662921
16,1646.0187654485728,496.44084183697066,158.47605178918275,1251.175438605104,1253.1649090473495,1297.7749780924803,366.711727285701,140.53732510525427,174.77922500423136,347.3136858487152,905.0470909013594,56.21577663014387,153.20869597349392,374.16333568703305,609.5886701929874,7579.7773605026005,0.0,735.6993974056812,465.9575033321283,589.9726465779404
17,1382.3469761936014,877.5749558409414,714.3594781949765,516.8509453382312,517.4768423801927,565.4085723574807,1048.3764201002464,782.3151726091239,701.2692527768445,401.6659231746634,384.03851927718006,708.1146589660407,615.3059482683752,398.5570854991461,131.13118071977883,7639.217627449879,735.6993974056812,0.0,831.7657365206011,327.2280722477933
18,1253.9111938133283,46.54324828623149,310.0116737102335,1309.5990422544046,1292.307756724286,1363.6999949626254,767.1317614064136,337.1655309188105,297.79687813320135,491.971562788038,784.2739061697533,416.0381920051574,385.97270771128836,464.1918325017639,709.4599586346384,8044.818818301838,465.9575033321283,831.7657365206011,0.0,529.0020115880386
19,1178.039941129562,572.640642525703,503.9581750421374,780.5981776247759,764.0458742567336,834.7205767083902,951.2053810954193,578.7952384328763,485.6032845742719,266.7755594429472,315.5165108957236,543.684649068493,439.1123141730109,223.94106601631006,236.04141574468034,7870.162669662921,589.9726465779404,327.2280722477933,529.0020115880386,0.0
