,0,1,2,3,4,5,6,7,8,9,10,11
0,0.0,80.27698816619879,1482.1942406052922,1029.402170156977,1128.406677538793,1424.9847507923935,1428.2209549987356,1456.2835210434978,1518.9314166109002,1582.1234634324792,1419.5479280741213,1421.9416964164236
1,80.27698816619879,0.0,1518.7088329224714,1048.0176890673354,1123.5409674115042,1423.8987208327237,1430.9262851337735,1459.9967983187482,1576.7710263850372,1645.3102643497546,1456.1723853557341,1465.603474096702
2,1482.1942406052922,1518.7088329224714,0.0,548.9914113136151,780.2558452107431,707.2552525518144,641.0137430475771,626.6906546033136,506.267529442748,679.3058156385758,62.650612751567195,161.5748751715046
3,1029.402170156977,1048.0176890673354,548.9914113136151,0.0,329.3096432154612,489.03370172063103,460.7812575616929,478.88896450876825,876.652756901459,1029.4080788106237,494.8540426325563,580.459636087604
4,1128.406677538793,1123.5409674115042,780.2558452107431,329.3096432154612,0.0,304.5207546692272,326.47350181936866,359.4359549895207,1184.5381555785534,1344.538925597402,740.8073842015121,858.012934278347
5,1424.9847507923935,1423.8987208327237,707.2552525518144,489.03370172063103,304.5207546692272,0.0,67.59396883585725,92.53176387635814,1187.479005426236,1358.837754141445,690.5990005861665,832.1550400764115
6,1428.2209549987356,1430.9262851337735,641.0137430475771,460.7812575616929,326.47350181936866,67.59396883585725,0.0,33.85006554757819,1124.6160937464454,1296.490646922376,625.8563367495863,768.3873860983274
7,1456.2835210434978,1459.9967983187482,626.6906546033136,478.88896450876825,359.4359549895207,92.53176387635814,33.85006554757819,0.0,1115.59429457281,1288.0388061431613,614.5891507517417,758.4464297082304
8,1518.9314166109002,1576.7710263850372,506.267529442748,876.652756901459,1184.5381555785534,1187.479005426236,1124.6160937464454,1115.59429457281,0.0,173.44750662234176,503.3238352219828,357.7009637896693
9,1582.1234634324792,1645.3102643497546,679.3058156385758,1029.4080788106237,1344.538925597402,1358.837754141445,1296.490646922376,1288.0388061431613,173.44750662234176,0.0,676.6439146373876,530.8640100153048
10,1419.5479280741213,1456.1723853557341,62.650612751567195,494.8540426325563,740.8073842015121,690.5990005861665,625.8563367495863,614.5891507517417,503.3238352219828,676.6439146373876,0.0,146.01937186068676
11,1421.9416964164236,1465.603474096702,161.5748751715046,580.459636087604,858.012934278347,832.1550400764115,768.3873860983274,758.4464297082304,357.7009637896693,530.8640100153048,146.01937186068676,0.0
