,courier_id,gps_lng,gps_lat,ds,depot,order_id,gps_time
0,2925,126.5445,43.85,822,1,,
1,2925,126.51964,43.83182,822,0,3088865.0,08-22 11:00:00
2,2925,126.5227,43.8236,822,0,1932348.0,08-22 11:57:00
3,2925,126.51313,43.81508,822,0,3530180.0,08-22 13:14:00
4,2925,126.51828,43.82051,822,0,646943.0,08-22 12:35:00
5,2925,126.51839,43.82212,822,0,1896255.0,08-22 12:27:00
6,2925,126.51274,43.81255,822,0,2245441.0,08-22 13:26:00
7,2925,126.52159,43.82288,822,0,3259297.0,08-22 11:50:00
8,2925,126.51692,43.83334,822,0,609989.0,08-22 10:50:00
9,2925,126.51679,43.81518,822,0,960979.0,08-22 13:06:00
10,2925,126.51943,43.82402,822,0,586193.0,08-22 12:04:00
11,2925,126.51795,43.82746,822,0,1502914.0,08-22 18:48:00
12,2925,126.51504,43.81851,822,0,2366898.0,08-22 12:44:00
13,2925,126.52074,43.82853,822,0,2829079.0,08-22 11:34:00
14,2925,126.51336,43.83418,822,0,4043501.0,08-22 11:13:00
15,2925,126.51608,43.8189,822,0,1497703.0,08-22 12:50:00
16,2925,126.5242,43.83755,822,0,1812880.0,08-22 10:09:00
17,2925,126.52124,43.82232,822,0,3510564.0,08-22 12:13:00
18,2925,126.52061,43.83539,822,0,2910651.0,08-22 10:28:00
