,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.0,1638.658767633236,2244.8482109143465,2274.324499626268,2018.3194901934344,1433.5969392959048,1333.5679247936057,1639.6117832230884,1808.63289508627,1667.6118687078372,1819.9977594914376,3916.819008850472,340.94772024176854,1299.905587078896,1101.8831061387427,1363.451547832928,1457.2107162926454,1812.2980783974322
1,1638.658767633236,0.0,1734.5312494025125,1821.548845018825,1618.73978237667,673.1556456651666,949.0431295673967,887.635147962101,602.7877049980223,306.79586352066815,245.02475911087805,2306.0605450077296,1301.7551007321053,340.958803441858,896.9608526389984,586.9362135476794,375.273529607817,607.8436705730355
2,2244.8482109143465,1734.5312494025125,0.0,97.08293374061195,230.43188881374942,2313.1381423201665,2520.022255704005,2578.030814917746,2337.317593648072,2039.6405445208648,1593.7368742282054,3334.874727304894,2005.6950674021855,1694.2692295638963,2343.6158759480177,2194.377272958322,2031.0674941380905,2342.3749106982505
3,2274.324499626268,1821.548845018825,97.08293374061195,0.0,259.96538437635644,2391.507786278331,2593.356408619576,2658.5911350144147,2424.1753015881895,2125.8467227343594,1685.2323589851364,3429.403028640855,2045.678712069344,1771.421503288074,2412.2802451963585,2271.916408276965,2112.2063026924648,2429.2610944957805
4,2018.3194901934344,1618.73978237667,230.43188881374942,259.96538437635644,0.0,2161.408093806076,2353.3993740872047,2433.0469488248946,2218.290699391333,1918.5682507351576,1504.732625484961,3370.2149547849876,1786.0452203518175,1540.446294036783,2165.854087821196,2040.2964066593192,1889.4251134896213,2223.46846084289
5,1433.5969392959048,673.1556456651666,2313.1381423201665,2391.507786278331,2161.408093806076,0.0,288.80660361560155,283.31336912717404,398.6131195817068,433.3033932445787,911.5998139853253,2569.8672466081853,1158.6767299397022,620.982959617681,364.32663186293735,123.64124083487346,301.6679344727811,400.9740545402303
6,1333.5679247936057,949.0431295673967,2520.022255704005,2593.356408619576,2353.3993740872047,288.80660361560155,0.0,322.74807047400884,643.2446637262767,722.1095822496281,1191.448576694912,2799.36864041326,1110.1239703129954,834.2919107892632,249.4622615110115,363.0048122282303,573.8149437424858,644.0627198585175
7,1639.6117832230884,887.635147962101,2578.030814917746,2658.5911350144147,2433.0469488248946,283.31336912717404,322.74807047400884,0.0,399.87774968691394,598.1653146838146,1107.8528890581913,2497.06425532033,1392.5508103373165,894.7870725321783,537.8107790858021,406.44012230225667,547.2847791521375,398.49260838324165
8,1808.63289508627,602.7877049980223,2337.317593648072,2424.1753015881895,2218.290699391333,398.6131195817068,643.2446637262767,399.87774968691394,0.0,299.83435041845183,779.5342580610235,2171.7310471735873,1513.4494555720235,752.9883661915292,762.9026839754727,445.5197913826518,405.37819409117674,5.307919489765983
9,1667.6118687078372,306.79586352066815,2039.6405445208648,2125.8467227343594,1918.5682507351576,433.3033932445787,722.1095822496281,598.1653146838146,299.83435041845183,0.0,510.32054939479434,2251.983539709386,1348.5516898132512,481.5254303304186,742.2476641317212,391.4160781096104,214.86601732589983,305.0416127740481
10,1819.9977594914376,245.02475911087805,1593.7368742282054,1685.2323589851364,1504.732625484961,911.5998139853253,1191.448576694912,1107.8528890581913,779.5342580610235,510.32054939479434,0.0,2189.5922702031785,1479.416886389703,530.782835321052,1141.0026245269887,830.5029541311652,617.9990255280505,784.0396233620521
11,3916.819008850472,2306.0605450077296,3334.874727304894,3429.403028640855,3370.2149547849876,2569.8672466081853,2799.36864041326,2497.06425532033,2171.7310471735873,2251.983539709386,2189.5922702031785,0.0,3590.238363238363,2644.103121577222,2933.52606405794,2597.7638220633016,2465.563102731847,2169.6608983533342
12,340.94772024176854,1301.7551007321053,2005.6950674021855,2045.678712069344,1786.0452203518175,1158.6767299397022,1110.1239703129954,1392.5508103373165,1513.4494555720235,1348.5516898132512,1479.416886389703,3590.238363238363,0.0,961.7851072258463,863.4318398234366,1073.8307305936073,1142.9675155476048,1517.4908237207146
13,1299.905587078896,340.958803441858,1694.2692295638963,1771.421503288074,1540.446294036783,620.982959617681,834.2919107892632,894.7870725321783,752.9883661915292,481.5254303304186,530.782835321052,2644.103121577222,961.7851072258463,0.0,699.2082069221608,500.52515299468206,364.5410304802572,758.2389338239279
14,1101.8831061387427,896.9608526389984,2343.6158759480177,2412.2802451963585,2165.854087821196,364.32663186293735,249.4622615110115,537.8107790858021,762.9026839754727,742.2476641317212,1141.0026245269887,2933.52606405794,863.4318398234366,699.2082069221608,0.0,352.2570098149241,545.7774563550505,765.2948141312206
15,1363.451547832928,586.9362135476794,2194.377272958322,2271.916408276965,2040.2964066593192,123.64124083487346,363.0048122282303,406.44012230225667,445.5197913826518,391.4160781096104,830.5029541311652,2597.7638220633016,1073.8307305936073,500.52515299468206,352.2570098149241,0.0,212.77387134985054,449.0662675899768
16,1457.2107162926454,375.273529607817,2031.0674941380905,2112.2063026924648,1889.4251134896213,301.6679344727811,573.8149437424858,547.2847791521375,405.37819409117674,214.86601732589983,617.9990255280505,2465.563102731847,1142.9675155476048,364.5410304802572,545.7774563550505,212.77387134985054,0.0,410.3742023488667
17,1812.2980783974322,607.8436705730355,2342.3749106982505,2429.2610944957805,2223.46846084289,400.9740545402303,644.0627198585175,398.49260838324165,5.307919489765983,305.0416127740481,784.0396233620521,2169.6608983533342,1517.4908237207146,758.2389338239279,765.2948141312206,449.0662675899768,410.3742023488667,0.0
