,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,0.0,4558.953586655799,5253.0308734058,5312.224570820217,5438.342148547188,4793.627696350533,5036.369734945961,4663.887998206328,2900.3712487243674,2939.9607855412883,3006.1046574139655,4044.184061775235,4295.680984815102,4334.144320364695,2688.170985514708,3256.3054419309765,3256.144406389431,3274.6168088271393,2833.114432294336,2705.319103164958,3303.044277367396,3783.8442700573537,3269.2901513732486,5993.282557924837,4349.297967709264,3370.766342906137,3124.7433402811967,3928.909752639801
1,4558.953586655799,0.0,695.1554739694666,787.9944327792339,947.9766473534298,237.30075462503592,529.8726526185745,105.18805648845289,1679.5293862521594,1630.7439877841932,1602.6146811757887,556.2744529539683,272.7306273801128,226.2506869455202,1887.8450672809029,1349.2138408987146,1361.1642977718866,1285.1485452994455,1728.2990860097625,1853.77002944109,1284.7172474366573,815.6791686209384,1289.8226484979416,1621.4372829025294,969.9890626832565,1362.794940464589,1534.1411031465227,740.3014046442042
2,5253.0308734058,695.1554739694666,0.0,214.8727765662085,385.2699277695007,465.8910015498399,299.01471963684804,591.0131802230375,2373.613169310948,2325.573938646454,2292.8800572178043,1237.074640607058,958.1383040124194,918.9450121999371,2582.523739750776,2038.3605957456764,2048.265913815867,1980.1053942660583,2420.884044292572,2548.2813615497757,1976.6094199251286,1488.2516381080757,1984.4899749451854,1066.2466789099717,1332.3599467207307,2002.4327352150237,2198.874155626074,1377.9426086317926
3,5312.224570820217,787.9944327792339,214.8727765662085,0.0,180.79592892565253,587.0992571986923,275.899819597398,691.9820014633799,2457.175632180998,2405.1869732157893,2386.775054993352,1343.9737715165143,1027.2200457959702,997.9294490565034,2662.4970896701816,2134.6880257186594,2147.7406062961436,2052.325601956909,2480.495070670544,2614.750709007956,2067.7712782934987,1529.6986029811133,2054.508774846438,876.3214238025737,1250.1995807409671,2010.4167583942378,2223.1655184670108,1398.4135285740142
4,5438.342148547188,947.9766473534298,385.2699277695007,180.79592892565253,0.0,759.4879378753416,419.81635318709795,856.6035749115813,2601.370948921738,2547.4327137489136,2536.455980768126,1503.7221508146902,1173.1970328349396,1148.898266542393,2804.2545113856045,2286.269251299143,2300.796754151405,2191.8324178563134,2611.332082005168,2749.1332846115106,2217.0369834853905,1655.1121821042896,2192.8105462670587,696.2524391721824,1289.1731444267853,2110.836041301247,2333.2443077839093,1512.4798612644697
5,4793.627696350533,237.30075462503592,465.8910015498399,587.0992571986923,759.4879378753416,0.0,365.0905790998108,132.75348769405434,1908.7980101306662,1861.6406294137514,1827.0102749289226,771.4734109869765,509.3523694913715,463.4462010589262,2118.272228178571,1572.469762535818,1582.4553861808056,1519.1059128286965,1964.3226272614863,2088.312689363014,1510.9847258997522,1051.310584419438,1524.3643260101803,1450.659855224897,1099.1330674492576,1592.1919431800561,1769.2904971823875,966.2805020632715
6,5036.369734945961,529.8726526185745,299.01471963684804,275.899819597398,419.81635318709795,365.0905790998108,0.0,443.1968742936023,2185.195838991033,2132.3517825055133,2117.8568939669312,1084.553436965772,755.3909756920085,729.4253813972747,2389.5262165212494,1867.068857154004,1881.2851780689682,1778.4054218750214,2204.868785385285,2339.668431120198,1798.5086718461391,1253.8500568797238,1780.22609781316,1094.6880969215824,1033.377471448849,1740.283842282191,1949.5125801361428,1124.5425533537941
7,4663.887998206328,105.18805648845289,591.0131802230375,691.9820014633799,856.6035749115813,132.75348769405434,443.1968742936023,0.0,1782.819525522293,1734.5633196748029,1704.1665841495544,653.1655588074382,376.60785832780994,331.38172650590315,1991.538785884849,1450.26663709857,1461.471893353078,1389.847092884037,1833.447713742259,1958.6431051621323,1386.870700449535,918.6734906505056,1394.671315408301,1537.8714871920176,1014.9718572450523,1461.6155881090026,1636.7960970298993,836.7381527973126
8,2900.3712487243674,1679.5293862521594,2373.613169310948,2457.175632180998,2601.370948921738,1908.7980101306662,2185.195838991033,1782.819525522293,0.0,68.99589847748153,146.53216520818066,1146.6716972856593,1430.0789040207533,1460.5046119348308,212.20292546797367,360.44603220518025,367.2498140382914,418.678375118642,289.82400118133137,269.4028729050892,402.78043067140044,988.4475211513267,423.4036140572592,3222.627181877616,1767.1835041350678,892.543585965862,689.9752863612085,1168.7492100653483
9,2939.9607855412883,1630.7439877841932,2325.573938646454,2405.1869732157893,2547.4327137489136,1861.6406294137514,2132.3517825055133,1734.5633196748029,68.99589847748153,0.0,172.81432160472747,1104.3217373807192,1378.008849682024,1410.0609183334693,257.37579655993363,337.32523198815284,350.6378713660533,358.64177518182026,251.82592899827915,269.487735746755,366.6393216339656,926.2692218630322,361.5568660610916,3164.247630179796,1699.653512963795,824.6566359507111,626.4473118545513,1105.1342423469525
10,3006.1046574139655,1602.6146811757887,2292.8800572178043,2386.775054993352,2536.455980768126,1827.0102749289226,2117.8568939669312,1704.1665841495544,146.53216520818066,172.81432160472747,0.0,1057.5806058848384,1363.3455066537065,1389.0224321541368,332.91659850032005,255.07358349790778,250.47477693371656,401.7295976035858,424.00264710269136,415.79936946920856,319.4272310814433,962.3886567001067,413.6647549991548,3171.7852274138986,1770.0583265052471,953.1878725398911,777.9436511427365,1147.872129141076
11,4044.184061775235,556.2744529539683,1237.074640607058,1343.9737715165143,1503.7221508146902,771.4734109869765,1084.553436965772,653.1655588074382,1146.6716972856593,1104.3217373807192,1057.5806058848384,0.0,370.2285256232853,369.84541241098293,1358.177685428145,802.5716395433689,811.3982882254526,781.4372562238182,1237.2115020163228,1346.3014035527547,744.9626753983601,503.68957699832026,791.1314930228395,2169.6395151972188,1138.1494046240505,1052.6322011806537,1147.701660113958,573.2252467773242
12,4295.680984815102,272.7306273801128,958.1383040124194,1027.2200457959702,1173.1970328349396,509.3523694913715,755.3909756920085,376.60785832780994,1430.0789040207533,1378.008849682024,1363.3455066537065,370.2285256232853,0.0,58.949477181748016,1635.3468396106255,1114.123085754651,1129.9181997252379,1026.4154276119252,1462.9467537757218,1592.2058810651508,1043.9184641412648,543.1498841783704,1029.501138074466,1818.698470676056,851.8175943210293,1095.364990995724,1261.693486207968,481.05329832847127
13,4334.144320364695,226.2506869455202,918.9450121999371,997.9294490565034,1148.898266542393,463.4462010589262,729.4253813972747,331.38172650590315,1460.5046119348308,1410.0609183334693,1389.0224321541368,369.84541241098293,58.949477181748016,0.0,1667.405921388049,1137.6939264725952,1151.9041800628904,1061.5898834275586,1502.6508862464755,1629.3537924325312,1069.8885381306604,594.3245523140129,1065.656787608667,1803.9275102595677,898.7746490106477,1150.4765149687698,1312.5290214452975,538.9711107206992
14,2688.170985514708,1887.8450672809029,2582.523739750776,2662.4970896701816,2804.2545113856045,2118.272228178571,2389.5262165212494,1991.538785884849,212.20292546797367,257.37579655993363,332.91659850032005,1358.177685428145,1635.3468396106255,1667.405921388049,0.0,570.8739171304248,574.8768387851109,613.3238478318783,306.75725253372286,178.7010087225544,614.9230160154104,1175.4124990026323,614.2154242867098,3417.6609118354068,1924.966900836783,998.7710588378608,764.0644699154724,1350.429347788383
15,3256.3054419309765,1349.2138408987146,2038.3605957456764,2134.6880257186594,2286.269251299143,1572.469762535818,1867.068857154004,1450.26663709857,360.44603220518025,337.32523198815284,255.07358349790778,802.5716395433689,1114.123085754651,1137.6939264725952,570.8739171304248,0.0,36.284905140971546,259.9040378358122,552.2560760338546,605.7841956985033,84.60698338968544,750.970864136689,280.76927682625654,2927.9939637977213,1579.9293369359045,872.0701006235392,761.4374223857719,938.1749196351132
16,3256.144406389431,1361.1642977718866,2048.265913815867,2147.7406062961436,2300.796754151405,1582.4553861808056,1881.2851780689682,1461.471893353078,367.2498140382914,350.6378713660533,250.47477693371656,811.3982882254526,1129.9181997252379,1151.9041800628904,574.8768387851109,36.284905140971546,0.0,296.18209534117835,574.4192161649443,620.098029668174,116.88620532334699,779.3023675141366,317.0534429673141,2945.8495422339215,1610.1907576640667,908.3531378866932,796.1710881193927,966.3563726417319
17,3274.6168088271393,1285.1485452994455,1980.1053942660583,2052.325601956909,2191.8324178563134,1519.1059128286965,1778.4054218750214,1389.847092884037,418.678375118642,358.64177518182026,401.7295976035858,781.4372562238182,1026.4154276119252,1061.5898834275586,613.3238478318783,259.9040378358122,296.18209534117835,0.0,456.01327230472106,569.5276691502324,192.53960651970044,570.3552842963919,22.15014363100302,2805.6158181550118,1368.3315280262584,612.345025868356,521.3014458452775,752.5421328816572
18,2833.114432294336,1728.2990860097625,2420.884044292572,2480.495070670544,2611.332082005168,1964.3226272614863,2204.868785385285,1833.447713742259,289.82400118133137,251.82592899827915,424.00264710269136,1237.2115020163228,1462.9467537757218,1502.6508862464755,306.75725253372286,552.2560760338546,574.4192161649443,456.01327230472106,0.0,155.54880759486394,553.0841973816823,957.8180698544705,446.1967522593064,3198.026132111037,1652.4092724828106,699.2642964639863,458.03273577974846,1117.8417564481335
19,2705.319103164958,1853.77002944109,2548.2813615497757,2614.750709007956,2749.1332846115106,2088.312689363014,2339.668431120198,1958.6431051621323,269.4028729050892,269.487735746755,415.79936946920856,1346.3014035527547,1592.2058810651508,1629.3537924325312,178.7010087225544,605.7841956985033,620.098029668174,569.5276691502324,155.54880759486394,0.0,626.9944342761906,1099.963530661064,563.9811303734294,3343.7266697292594,1807.5239619435597,852.7898409481737,606.4752390205975,1264.7977096425052
20,3303.044277367396,1284.7172474366573,1976.6094199251286,2067.7712782934987,2217.0369834853905,1510.9847258997522,1798.5086718461391,1386.870700449535,402.78043067140044,366.6393216339656,319.4272310814433,744.9626753983601,1043.9184641412648,1069.8885381306604,614.9230160154104,84.60698338968544,116.88620532334699,192.53960651970044,553.0841973816823,626.9944342761906,0.0,667.1112982379258,214.52976756580347,2853.9172612403895,1495.3533293417197,802.3800981649864,709.4685799345405,854.3409278885573
21,3783.8442700573537,815.6791686209384,1488.2516381080757,1529.6986029811133,1655.1121821042896,1051.310584419438,1253.8500568797238,918.6734906505056,988.4475211513267,926.2692218630322,962.3886567001067,503.68957699832026,543.1498841783704,594.3245523140129,1175.4124990026323,750.970864136689,779.3023675141366,570.3552842963919,957.8180698544705,1099.963530661064,667.1112982379258,0.0,565.0904946294302,2245.0059715290217,835.9374990630032,568.155949401923,718.5483232791063,187.23021546951207
22,3269.2901513732486,1289.8226484979416,1984.4899749451854,2054.508774846438,2192.8105462670587,1524.3643260101803,1780.22609781316,1394.671315408301,423.4036140572592,361.5568660610916,413.6647549991548,791.1314930228395,1029.501138074466,1065.656787608667,614.2154242867098,280.76927682625654,317.0534429673141,22.15014363100302,446.1967522593064,563.9811303734294,214.52976756580347,565.0904946294302,0.0,2803.6341345257497,1357.0429130996688,591.3034678297767,499.3251283222453,745.7694017903186
23,5993.282557924837,1621.4372829025294,1066.2466789099717,876.3214238025737,696.2524391721824,1450.659855224897,1094.6880969215824,1537.8714871920176,3222.627181877616,3164.247630179796,3171.7852274138986,2169.6395151972188,1818.698470676056,1803.9275102595677,3417.6609118354068,2927.9939637977213,2945.8495422339215,2805.6158181550118,3198.026132111037,3343.7266697292594,2853.9172612403895,2245.0059715290217,2803.6341345257497,0.0,1680.5495300214116,2625.053406235818,2868.539636519473,2080.272508134954
24,4349.297967709264,969.9890626832565,1332.3599467207307,1250.1995807409671,1289.1731444267853,1099.1330674492576,1033.377471448849,1014.9718572450523,1767.1835041350678,1699.653512963795,1770.0583265052471,1138.1494046240505,851.8175943210293,898.7746490106477,1924.966900836783,1579.9293369359045,1610.1907576640667,1368.3315280262584,1652.4092724828106,1807.5239619435597,1495.3533293417197,835.9374990630032,1357.0429130996688,1680.5495300214116,0.0,992.0500723952586,1250.4316428000245,653.8177282886319
25,3370.766342906137,1362.794940464589,2002.4327352150237,2010.4167583942378,2110.836041301247,1592.1919431800561,1740.283842282191,1461.6155881090026,892.543585965862,824.6566359507111,953.1878725398911,1052.6322011806537,1095.364990995724,1150.4765149687698,998.7710588378608,872.0701006235392,908.3531378866932,612.345025868356,699.2642964639863,852.7898409481737,802.3800981649864,568.155949401923,591.3034678297767,2625.053406235818,992.0500723952586,0.0,260.1230458389368,627.1036140811652
26,3124.7433402811967,1534.1411031465227,2198.874155626074,2223.1655184670108,2333.2443077839093,1769.2904971823875,1949.5125801361428,1636.7960970298993,689.9752863612085,626.4473118545513,777.9436511427365,1147.701660113958,1261.693486207968,1312.5290214452975,764.0644699154724,761.4374223857719,796.1710881193927,521.3014458452775,458.03273577974846,606.4752390205975,709.4685799345405,718.5483232791063,499.3251283222453,2868.539636519473,1250.4316428000245,260.1230458389368,0.0,824.9714576258675
27,3928.909752639801,740.3014046442042,1377.9426086317926,1398.4135285740142,1512.4798612644697,966.2805020632715,1124.5425533537941,836.7381527973126,1168.7492100653483,1105.1342423469525,1147.872129141076,573.2252467773242,481.05329832847127,538.9711107206992,1350.429347788383,938.1749196351132,966.3563726417319,752.5421328816572,1117.8417564481335,1264.7977096425052,854.3409278885573,187.23021546951207,745.7694017903186,2080.272508134954,653.8177282886319,627.1036140811652,824.9714576258675,0.0
