,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,0.0,3458.1354779187427,3671.7263196212557,3702.5678768291464,2203.5714088110008,2246.147938086679,2311.3190311983303,2324.0407170005255,2266.0824849412725,1926.8798114295364,2233.619313860997,2171.9583320482247,2203.5281088010315,335.7147856105175,490.9741311779633,1144.3463507258605,545.4212276643077,630.1463378876202,547.4139537599956,323.27567236687753,419.6784553629274,4192.33999278239
1,3458.1354779187427,0.0,598.6884457928055,1310.5876294321781,1715.4274369313987,2312.883852367537,2451.923528140624,2696.7268558781575,2846.297792885354,1950.1259312247148,1611.446573199863,2808.1132696890777,2832.808498136657,3651.6085534910762,3765.0242248416184,4206.157574294503,3601.760685315102,3465.862667532179,3363.9722992141724,3442.611285346252,3201.781731279214,6888.010952255152
2,3671.7263196212557,598.6884457928055,0.0,1892.195667506859,2199.7611764513886,2830.445807141155,2977.5109536284826,3222.292757702243,3364.3867803174785,2398.9717294383013,2090.686896573067,3317.2503643758605,3344.87927365745,3820.3259976571435,3916.072561850129,4282.479495906705,3730.298414626607,3577.223842118792,3490.571868423105,3604.767437436369,3363.8746739363696,7323.1076136072215
3,3702.5678768291464,1310.5876294321781,1892.195667506859,0.0,1510.5341269598198,1786.3330473348467,1859.4057968151205,2065.472493360133,2230.3867747297563,1799.9709441936302,1469.7979546916745,2237.704640659755,2246.028834870706,3978.028045966277,4120.084997747505,4683.524125365959,4015.9155083046985,3925.3809233720904,3801.981365778904,3800.676716952783,3582.75891656735,6370.061639760093
4,2203.5714088110008,1715.4274369313987,2199.7611764513886,1510.5341269598198,0.0,656.1122041546087,814.4206067741695,1050.4331336787377,1177.9111387461282,291.8960346656516,110.37171330933097,1122.38118549492,1152.1849627925328,2493.0123433201866,2640.370360445849,3234.6583156321494,2558.5657831643157,2490.0265520001494,2361.532909453229,2329.1518648580527,2126.595701362911,5176.958366552091
5,2246.147938086679,2312.883852367537,2830.445807141155,1786.3330473348467,656.1122041546087,0.0,160.26676583099882,395.5392580489687,534.4625239552682,609.5415573564558,765.1486227000559,497.6705840095824,520.3968047633656,2570.9986743826366,2726.727504615397,3365.830735345799,2698.58860352213,2672.2189293855276,2541.7817026417906,2449.996327523006,2291.740481993787,4642.765067852638
6,2311.3190311983303,2451.923528140624,2977.5109536284826,1859.4057968151205,814.4206067741695,160.26676583099882,0.0,245.10904519847603,398.0503346343395,764.6651206206236,922.8056016506292,382.17206753365406,396.7376594209846,2640.644291339042,2796.9101327767944,3441.713057547985,2780.3761178125205,2762.8089892953635,2632.9654549559523,2529.8454180219646,2382.1214810763213,4536.619439773482
7,2324.0407170005255,2696.7268558781575,3222.292757702243,2065.472493360133,1050.4331336787377,395.5392580489687,245.10904519847603,0.0,165.05076920679784,967.8694703319863,1159.950282788625,193.6014642440954,187.91492615993994,2658.1888115375236,2814.345075191289,3465.593220664842,2817.564268361273,2815.4215757417114,2687.408843704603,2565.3500145000085,2436.9083439344768,4312.767771614607
8,2266.0824849412725,2846.297792885354,3364.3867803174785,2230.3867747297563,1177.9111387461282,534.4625239552682,398.0503346343395,165.05076920679784,0.0,1064.1896033799308,1288.2152719990756,99.13323980968778,63.07795525944332,2601.607503323243,2757.0369894144646,3410.3053873692456,2773.0353492700833,2781.1563245730576,2654.933106259243,2520.8458405300153,2405.9259427314714,4148.090369557538
9,1926.8798114295364,1950.1259312247148,2398.9717294383013,1799.9709441936302,291.8960346656516,609.5415573564558,764.6651206206236,967.8694703319863,1064.1896033799308,0.0,362.3368199498395,990.4461403532521,1025.4271189659328,2223.9671885735074,2373.6547831998355,2980.0632920390735,2303.1528261825815,2245.1150997780537,2115.274220708541,2067.957560385943,1874.5954481950453,4939.366822293661
10,2233.619313860997,1611.446573199863,2090.686896573067,1469.7979546916745,110.37171330933097,765.1486227000559,922.8056016506292,1159.950282788625,1288.2152719990756,362.3368199498395,0.0,1232.691922569652,1262.5483683196294,2515.0228540262437,2660.04930085562,3243.754170316804,2569.4236982906236,2493.7408665856738,2366.4726009874234,2344.939520579958,2136.148620095039,5278.217511941485
11,2171.9583320482247,2808.1132696890777,3317.2503643758605,2237.704640659755,1122.38118549492,497.6705840095824,382.17206753365406,193.6014642440954,99.13323980968778,990.4461403532521,1232.691922569652,0.0,38.907588348668874,2507.3089222149138,2662.9289951893907,3315.9199039106134,2676.655705860949,2683.4627861296003,2557.0351449264813,2424.405607275682,2307.8425585994423,4154.817842662407
12,2203.5281088010315,2832.808498136657,3344.87927365745,2246.028834870706,1152.1849627925328,520.3968047633656,396.7376594209846,187.91492615993994,63.07795525944332,1025.4271189659328,1262.5483683196294,38.907588348668874,0.0,2539.01381057264,2694.494440049427,3347.697955660039,2710.0282065278516,2718.088362892277,2591.884448344658,2457.8300609979697,2342.906579422194,4140.437035606904
13,335.7147856105175,3651.6085534910762,3820.3259976571435,3978.028045966277,2493.0123433201866,2570.9986743826366,2640.644291339042,2658.1888115375236,2601.607503323243,2223.9671885735074,2515.0228540262437,2507.3089222149138,2539.01381057264,0.0,156.37308190955898,808.708605645328,265.7842031865507,417.11738902999423,404.1952758233722,216.92890515757784,456.45996984503955,4312.814647249255
14,490.9741311779633,3765.0242248416184,3916.072561850129,4120.084997747505,2640.370360445849,2726.727504615397,2796.9101327767944,2814.345075191289,2757.0369894144646,2373.6547831998355,2660.04930085562,2662.9289951893907,2694.494440049427,156.37308190955898,0.0,653.7063730499862,227.34810026269454,405.9856930997889,441.69554333093737,325.6093398742915,563.6750536570969,4355.502455462007
15,1144.3463507258605,4206.157574294503,4282.479495906705,4683.524125365959,3234.6583156321494,3365.830735345799,3441.713057547985,3465.593220664842,3410.3053873692456,2980.0632920390735,3243.754170316804,3315.9199039106134,3347.697955660039,808.708605645328,653.7063730499862,0.0,676.9126078671513,760.2337164456853,881.5819872362503,917.8250041056812,1108.1305735137782,4672.2395217759195
16,545.4212276643077,3601.760685315102,3730.298414626607,4015.9155083046985,2558.5657831643157,2698.58860352213,2780.3761178125205,2817.564268361273,2773.0353492700833,2303.1528261825815,2569.4236982906236,2676.655705860949,2710.0282065278516,265.7842031865507,227.34810026269454,676.9126078671513,0.0,179.12135828372973,239.86226315030632,252.31432685569965,433.631551797015,4568.109498158223
17,630.1463378876202,3465.862667532179,3577.223842118792,3925.3809233720904,2490.0265520001494,2672.2189293855276,2762.8089892953635,2815.4215757417114,2781.1563245730576,2245.1150997780537,2493.7408665856738,2683.4627861296003,2718.088362892277,417.11738902999423,405.9856930997889,760.2337164456853,179.12135828372973,0.0,130.72569182012685,306.95435985456436,380.7349907580208,4729.9315946363595
18,547.4139537599956,3363.9722992141724,3490.571868423105,3801.981365778904,2361.532909453229,2541.7817026417906,2632.9654549559523,2687.408843704603,2654.933106259243,2115.274220708541,2366.4726009874234,2557.0351449264813,2591.884448344658,404.1952758233722,441.69554333093737,881.5819872362503,239.86226315030632,130.72569182012685,0.0,233.6077632801886,250.97823269396486,4698.603222478511
19,323.27567236687753,3442.611285346252,3604.767437436369,3800.676716952783,2329.1518648580527,2449.996327523006,2529.8454180219646,2565.3500145000085,2520.8458405300153,2067.957560385943,2344.939520579958,2424.405607275682,2457.8300609979697,216.92890515757784,325.6093398742915,917.8250041056812,252.31432685569965,306.95435985456436,233.6077632801886,0.0,241.7311175080999,4467.747479368769
20,419.6784553629274,3201.781731279214,3363.8746739363696,3582.75891656735,2126.595701362911,2291.740481993787,2382.1214810763213,2436.9083439344768,2405.9259427314714,1874.5954481950453,2136.148620095039,2307.8425585994423,2342.906579422194,456.45996984503955,563.6750536570969,1108.1305735137782,433.631551797015,380.7349907580208,250.97823269396486,241.7311175080999,0.0,4611.7087826694615
21,4192.33999278239,6888.010952255152,7323.1076136072215,6370.061639760093,5176.958366552091,4642.765067852638,4536.619439773482,4312.767771614607,4148.090369557538,4939.366822293661,5278.217511941485,4154.817842662407,4140.437035606904,4312.814647249255,4355.502455462007,4672.2395217759195,4568.109498158223,4729.9315946363595,4698.603222478511,4467.747479368769,4611.7087826694615,0.0
