,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.0,1092.385027623093,1087.79592021573,617.7063012378059,824.541648019057,591.4287324469194,510.9586554975896,961.0109792440988,760.5175255954867,1039.6215753544648,826.3090288565762,1005.0610773440005,1133.3076452964785,1014.782247413504,193.24624749385902,12.658627949775752
1,1092.385027623093,0.0,5.220814344373731,728.3574934508382,329.6471378995818,511.3827850856577,1204.2041704545857,1181.3007973167041,1144.8364689024477,1220.200444191421,1252.9073028453502,1491.8038177587616,1507.653907289418,1139.47455637728,909.4118625193303,1104.9467281010848
2,1087.79592021573,5.220814344373731,0.0,725.8328693724967,324.429067451575,507.2172367993192,1201.107464892597,1180.2469120452056,1142.8970127397445,1219.4390005205546,1251.0415887237546,1490.0919881846132,1506.481627730082,1138.8004490570988,904.6766390841914,1100.3611429392422
3,617.7063012378059,728.3574934508382,725.8328693724967,0.0,647.5006954085062,333.93187905446104,490.88634589702923,532.2246229612115,431.8518863360735,596.2084385395625,541.4167450257407,784.2012855360375,832.260446938651,533.8965810721235,535.3939498447801,626.4976638912103
4,824.541648019057,329.6471378995818,324.429067451575,647.5006954085062,0.0,327.41220349225665,1052.3874814219928,1170.4164552270925,1077.0821726340098,1226.4541843286402,1186.0421155837987,1428.339547148967,1479.2287262910925,1154.2867368003676,632.431094725559,837.1620933465732
5,591.4287324469194,511.3827850856577,507.2172367993192,333.93187905446104,327.41220349225665,0.0,729.0244919513251,865.9030787646785,755.221070329175,928.3073660785743,863.2612603160677,1104.59294749056,1163.554089416274,862.4770678243684,423.02224539648347,603.6944104984811
6,510.9586554975896,1204.2041704545857,1201.107464892597,490.88634589702923,1052.3874814219928,729.0244919513251,0.0,510.92711230033706,303.2772482487296,586.1676144676454,333.38757613247196,494.2022603682809,625.2387997837208,588.8045664365808,596.353796315736,509.58928285738017
7,961.0109792440988,1181.3007973167041,1180.2469120452056,532.2246229612115,1170.4164552270925,865.9030787646785,510.92711230033706,0.0,209.12337080620466,78.64340031549354,209.44657144930622,355.3691214222993,327.76031504788,95.1407588774991,970.1678167271436,963.9287395386982
8,760.5175255954867,1144.8364689024477,1142.8970127397445,431.8518863360735,1077.0821726340098,755.221070329175,303.2772482487296,209.12337080620466,0.0,286.31626217051456,109.6211222737428,352.3629448302388,415.6817037003281,285.94856220782174,787.7885404567467,762.5945752066186
9,1039.6215753544648,1220.200444191421,1219.4390005205546,596.2084385395625,1226.4541843286402,928.3073660785743,586.1676144676454,78.64340031549354,286.31626217051456,0.0,272.09155602778304,370.66694986520895,307.0839234749408,83.10232792671442,1046.8890052650952,1042.5613286422952
10,826.3090288565762,1252.9073028453502,1251.0415887237546,541.4167450257407,1186.0421155837987,863.2612603160677,333.38757613247196,209.44657144930622,109.6211222737428,272.09155602778304,0.0,242.7878769100833,318.51767020096446,302.9347333087231,872.1613654915326,826.987273292419
11,1005.0610773440005,1491.8038177587616,1490.0919881846132,784.2012855360375,1428.339547148967,1104.59294749056,494.2022603682809,355.3691214222993,352.3629448302388,370.66694986520895,242.7878769100833,0.0,162.00803865928557,441.14504732582657,1079.4336116286968,1003.4411088145428
12,1133.3076452964785,1507.653907289418,1506.481627730082,832.260446938651,1479.2287262910925,1163.554089416274,625.2387997837208,327.76031504788,415.6817037003281,307.0839234749408,318.51767020096446,162.00803865928557,0.0,389.2430281409513,1189.6154352437509,1132.8494383836683
13,1014.782247413504,1139.47455637728,1138.8004490570988,533.8965810721235,1154.2867368003676,862.4770678243684,588.8045664365808,95.1407588774991,285.94856220782174,83.10232792671442,302.9347333087231,441.14504732582657,389.2430281409513,0.0,1007.6348723076056,1018.6633305926805
14,193.24624749385902,909.4118625193303,904.6766390841914,535.3939498447801,632.431094725559,423.02224539648347,596.353796315736,970.1678167271436,787.7885404567467,1046.8890052650952,872.1613654915326,1079.4336116286968,1189.6154352437509,1007.6348723076056,0.0,205.72699628707278
15,12.658627949775752,1104.9467281010848,1100.3611429392422,626.4976638912103,837.1620933465732,603.6944104984811,509.58928285738017,963.9287395386982,762.5945752066186,1042.5613286422952,826.987273292419,1003.4411088145428,1132.8494383836683,1018.6633305926805,205.72699628707278,0.0
