,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,0.0,2317.519345127299,2225.260835354962,2444.9287885200847,2492.5041384700853,2113.5862355600016,3842.781236036241,3204.746771062072,2823.91147273951,2878.947420171654,2572.8062845825225,3942.861813965464,4122.002335056513,4107.053663766263,2954.253910010196,3012.233866742824,3850.133367007136,4172.763338663005,3254.2344707619113,3506.909195695621,3406.5967619787434,3558.77668221525,3666.679358016736,3064.5639636234523,3183.6374633753776,3090.883293648384,3385.1531833102204,2943.0304635886496,3243.7372556149908,3539.7517143717305,4033.7474803886134,4038.517507069825,3935.5135994570137,4103.01430617468,4030.7870737506937,3902.4025025586548
1,2317.519345127299,0.0,290.90185551313084,488.37427799223235,776.7955557345462,567.5334359746503,1746.064573619505,907.2863641784079,515.6128131979493,652.6284387256383,268.49808481161597,1936.7205090510695,2069.351998377668,2028.7877463075858,835.5499345157966,787.6569712089024,1810.0647911184476,2178.6368476899643,1132.5900340702256,1405.5693995800063,1454.6530202900747,1660.5950063635787,1765.8546852675058,1109.7797557632518,1218.7277681084613,1106.3677641594295,1148.2998362913654,828.3067218126694,1161.5759384357343,1563.1303870795368,2039.9347243406085,2040.939123272068,2080.634667064598,2216.323600266499,2032.0847003720125,1950.881621487522
2,2225.260835354962,290.90185551313084,0.0,283.4620020294729,530.0090703718491,279.70696988845623,2003.902225975818,1104.2118565862754,719.6717170277617,909.4623123158458,509.0912304962216,2206.080979522194,2330.267880461977,2285.8527791086494,1111.4560801860778,1037.9699018038523,2076.467725576175,2446.670996644089,1398.7063182514771,1668.9480054178555,1736.478739006259,1943.9446673803682,2047.8588752339522,1396.519826239683,1503.078049626876,1391.0793396227982,1379.0828255037734,1105.1160270901255,1433.8936702414157,1841.0827641869873,2309.589746571067,2310.108682183203,2362.8847863466867,2495.037918117346,2301.2173119613994,2226.351256512224
3,2444.9287885200847,488.37427799223235,283.4620020294729,0.0,294.5633330104679,344.50324159561393,2028.2015279382738,1066.213110400216,726.2728678350234,967.3125215089257,595.5899910743302,2252.2822151578325,2356.58354741038,2304.9687644420997,1196.2640881052862,1077.0611715102252,2117.4767749816288,2487.322887552078,1452.0595871242685,1710.147500615415,1823.0161531045176,2033.0837123381525,2131.0381216767887,1507.704004931404,1602.4114336601144,1493.9934662404685,1372.8135170922321,1192.3973316199906,1500.0381436882758,1914.1343898940454,2355.3823935945106,2354.7453610708926,2443.9579284664,2563.4215627017225,2345.8583655714033,2287.776822566361
4,2492.5041384700853,776.7955557345462,530.0090703718491,294.5633330104679,0.0,417.4460211680086,2278.286817371022,1296.8452050396124,991.7143859943835,1244.10389587737,886.1485653658362,2511.7147518733427,2605.5189221567416,2550.35195316228,1477.9841076705231,1345.2963929755558,2375.243373501819,2742.893197009566,1720.6008490451982,1971.0601017090391,2100.8590699474084,2310.8369697573366,2406.327427934366,1794.0691747951744,1885.2758747319044,1778.3916719813674,1614.327193206573,1474.8319282882646,1772.9600540820363,2186.741739516145,2614.085377218433,2612.901831154048,2717.322617148609,2831.3294945835514,2604.062144235609,2553.848248291091
5,2113.5862355600016,567.5334359746503,279.70696988845623,344.50324159561393,417.4460211680086,0.0,2276.6295956498416,1354.3799594004145,980.9728122958514,1184.9137709245158,785.1306709228551,2482.8575747918276,2603.848023899144,2557.882957304631,1390.6115980028674,1310.7861169465875,2352.343839287612,2722.8586618745394,1675.2912332529409,1944.242266211134,2016.1326254652242,2223.650555571852,2327.5057091925933,1675.8484549540572,1782.7523734759843,1670.72036195564,1642.1570340679975,1384.402817032666,1712.0797622232528,2120.2374977102195,2586.4025719151514,2586.7613304172073,2642.5347979952476,2774.205261748584,2577.862793851161,2504.8725927736114
6,3842.781236036241,1746.064573619505,2003.902225975818,2028.2015279382738,2278.286817371022,2276.6295956498416,0.0,990.0174025484316,1304.2708210205851,1095.7214261038603,1495.2826578145334,269.95380432093987,328.4335352028673,282.7296381538367,927.160058382221,966.0761690041977,146.51452201001925,470.0384713920672,618.1081503114389,345.68652107359554,485.8385140482603,468.3507289729944,440.43860910717905,782.3555750398288,668.1239119642719,752.8414096827076,667.0855559500228,936.699901898756,607.967608762186,366.9431636251716,357.78103825770376,353.6710424396225,593.3189603794829,625.3669562774169,345.5902990916671,371.7825029093645
7,3204.746771062072,907.2863641784079,1104.2118565862754,1066.213110400216,1296.8452050396124,1354.3799594004145,990.0174025484316,0.0,392.5801153764369,372.2328875602292,640.1372471430553,1238.0976137309701,1313.9728226254474,1256.0291592792419,491.4077130203673,292.6796617962653,1099.727720333317,1459.321054818701,527.2306011721344,715.7675108648293,928.8861427704926,1122.9445183732703,1197.5707910881963,761.9356825513994,788.3403688585106,722.1428670327311,323.2523191109571,499.52957826024937,602.4607937280239,973.5752497988951,1337.5715676047992,1335.2449856571925,1487.7843321183975,1577.2537117897662,1326.5973737164675,1298.4990836227807
8,2823.91147273951,515.6128131979493,719.6717170277617,726.2728678350234,991.7143859943835,980.9728122958514,1304.2708210205851,392.5801153764369,0.0,265.0479861116915,251.3229094106376,1526.0290646036935,1632.66758354129,1583.0867891131911,505.2015839070552,353.58298821147724,1391.2421507744268,1761.2458242665537,728.9586772067844,983.9186255433484,1113.0464276128218,1322.3921007798,1415.8078157491939,831.0724557631248,908.2064915703135,807.7087793049091,661.2344784098096,504.7229730203602,781.9950950681704,1195.283055285488,1629.1113535019504,1628.4750726934583,1725.8609325580703,1840.195118229507,1619.58754550349,1563.3704402899887
9,2878.947420171654,652.6284387256383,909.4623123158458,967.3125215089257,1244.10389587737,1184.9137709245158,1095.7214261038603,372.2328875602292,265.0479861116915,0.0,400.3735424385879,1298.2443652933634,1421.1736462487822,1378.2055647936184,240.19331195875256,137.6600363344304,1167.4393617321027,1537.9505986646589,490.91103514296327,759.541801805627,856.8616762775852,1066.910618408294,1163.8208960793208,566.0371856273962,645.0285554262025,542.9938242808005,510.9188738918219,239.7103612905107,533.4545256790144,947.1656066972816,1401.797045778983,1402.034276637964,1476.6703251145668,1598.3731723062067,1393.1324364366646,1324.841346741383
