,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,0.0,1915.3439913655568,2459.1481665205415,2460.8077250075085,2430.183911793564,2461.1327719350984,2023.3200490934425,2318.955870774366,2348.274825662303,2289.8932767300785,1545.2953642006055,1269.6132247120495,1433.6028868085782,1471.9153010936927,1647.2023678536962,2049.2675198336765,1425.2252396169395,1412.139934457076,1397.5082455576403,1155.3883560251654,1726.0564359908374,1431.6362621728535,1783.4557556135828,1936.1985268753442,1995.6435470974245,1784.437357959489,117.368905042072,159.05487131075498,567.6096639455487,1295.7027574852473,1013.6888102044414,982.764051727613,1550.982838245313,1746.9123357216258,1491.4141704755255,329.97491704806345,386.12330589477784,573.37690902322,3958.8115405077924
1,1915.3439913655568,0.0,779.663879498315,1419.4062911558624,1453.536187501157,1538.2569604209464,1680.372430635359,1960.553844748403,1907.4212459894072,1859.7215187048214,481.9348779005178,678.6257094174543,511.7356413725947,483.572117047675,284.30461332748104,134.2762986802798,770.9621503681013,1252.3534914515674,1227.709755695741,1430.351168512167,909.9932385870193,1072.258907944924,639.8424847863811,374.26274611880115,358.8428875348528,379.13008152950505,1801.2412131489427,1870.9145763890974,1349.1653996680182,620.0383256417165,901.7718645146583,988.4161582710956,1210.4081678128498,1121.1177978036076,1051.1270855109692,1596.6783209051368,1606.279681740664,1349.5379484446116,2631.5708803295624
2,2459.1481665205415,779.663879498315,0.0,868.7257317321406,930.5793079806068,1018.4633307050899,1432.642691399959,1614.5510546024975,1535.2443370413769,1506.3448272962842,1245.837330850693,1374.3654399030006,1228.6742655937899,1024.073008647154,910.3856130681896,699.6181777741853,1541.0923500962024,2029.2409762908173,2003.9285869115986,2188.6414489790923,1682.5242587452424,1849.4372198495046,1407.647867975675,1109.9055455730938,1066.9471987875293,1154.3130881270772,2341.830992285991,2453.9452567610037,1905.9826885885116,1241.9624177918317,1497.1871028822413,1662.9743878073155,1990.064336638355,1893.0653992760579,1830.2139647876106,2129.2417618332165,2096.3642363125487,1942.3474940543317,3026.7994294926702
3,2460.8077250075085,1419.4062911558624,868.7257317321406,0.0,74.57865104494118,152.5450287355335,737.346702108932,802.038944755656,711.9575878231681,699.4740185107871,1762.3841463297374,1755.8980219499394,1671.5673433944012,1363.2651315038484,1378.413741110337,1406.4925637506276,2037.7635368884573,2522.200865502498,2493.5602746132076,2591.763115020073,2289.1193898432257,2355.4527956294164,2038.6255145081998,1793.5623613515552,1772.3156350150025,1777.2114908311594,2352.3963691097874,2510.911218411131,2000.3500881721886,1570.9727633994523,1724.3258557758647,1959.0991053841278,2527.873009976312,2494.740662348978,2356.5584039120886,2157.0096555777745,2074.9412437458604,2078.1114530376876,3888.484272886893
4,2430.183911793564,1453.536187501157,930.5793079806068,74.57865104494118,0.0,89.14937594550406,667.098614184911,727.8362910846985,638.1169034137836,624.9971200996957,1781.4158600465646,1763.1749888311513,1685.2048707799968,1373.0930555673276,1398.778241926176,1446.6698875428908,2052.466443695783,2533.474205327524,2504.6711057758866,2594.4425386049143,2312.4993235483525,2368.8513055318244,2065.894308853411,1827.7433328458317,1808.8107428815072,1805.7360197775683,2323.101222108493,2484.4760618157834,1980.51165960902,1576.217058388145,1718.689617804041,1956.811432287435,2543.3566937293504,2516.612888932898,2371.8532771729006,2130.3968358478223,2044.9226646979887,2061.0800869516997,3944.435443961207
5,2461.1327719350984,1538.2569604209464,1018.4633307050899,152.5450287355335,89.14937594550406,0.0,632.2938767257307,658.5511341374234,566.6546431165549,559.2113284178196,1858.1859268739222,1831.9603351020462,1758.598138020517,1444.290064531578,1476.7284448083215,1533.540225232065,2126.253202166316,2604.5862969296545,2575.6817462650265,2658.9307619434085,2391.5270874679777,2441.5496853884615,2147.140619830699,1912.3036690933643,1894.2913688697079,1887.74319664297,2355.787638604265,2520.3880244828333,2024.4147066167252,1643.7120033648227,1776.9369790785813,2017.674455938041,2617.3840079076417,2594.682497266215,2445.8393261454594,2166.5079530576254,2077.094706315514,2107.8346373205472,4033.544357025738
6,2023.3200490934425,1680.372430635359,1432.642691399959,737.346702108932,667.098614184911,632.2938767257307,0.0,327.61572085310286,330.12976597989274,270.0011420068528,1850.0801307035301,1729.2081824572815,1713.9697681050777,1401.26243451179,1514.132238563704,1725.679479287295,2064.801950675595,2492.0631317335015,2462.9312250940347,2473.599595068559,2389.7305517090435,2353.415244276857,2190.1523944115265,2027.415185386205,2030.250124299902,1956.5831253338793,1931.2482557721303,2111.688536322311,1688.0739367484978,1541.1422859912154,1573.156529567183,1823.2420299339913,2539.564515033991,2571.8112492497207,2373.3726224301677,1769.8243200126583,1658.4115427090767,1789.0966537024158,4300.993409862279
7,2318.955870774366,1960.553844748403,1614.5510546024975,802.038944755656,727.8362910846985,658.5511341374234,327.61572085310286,0.0,94.44672446712471,108.2682078670221,2161.992635072767,2051.6668653309885,2029.9577448625828,1714.0212877445617,1814.8896558484298,1993.2926135057153,2384.7841911544847,2817.488473515742,2788.3210858414177,2801.2151732887332,2703.7525990615222,2676.855984346569,2496.1100365405478,2317.8068166671815,2315.8497988154877,2256.079231201865,2231.7347140352795,2415.0827159400146,2008.4043197401518,1862.4847666227708,1900.6012252978855,2150.755589301955,2862.605615061145,2889.272481330326,2695.5241945101416,2078.8957768973546,1963.1892432471504,2111.003056926736,4559.87549719124
8,2348.274825662303,1907.4212459894072,1535.2443370413769,711.9575878231681,638.1169034137836,566.6546431165549,330.12976597989274,94.44672446712471,0.0,60.46584760130376,2126.5971021120013,2027.5394374310881,1998.399416816967,1680.375827580252,1772.5702269388964,1935.0403216952866,2356.897008213803,2797.7951315629066,2768.569224936431,2791.6185942341394,2669.366330771941,2653.4594508858295,2455.716026508326,2268.624634206553,2264.349424514586,2211.9677385597847,2258.0249457471905,2439.512211797237,2017.7500434745461,1837.1793714168332,1889.0707445301935,2139.556543159757,2838.3976242318804,2858.0037601090853,2670.1258904297533,2099.0760193963606,1986.4862406229033,2118.2247240879283,4495.677447797795
9,2289.8932767300785,1859.7215187048214,1506.3448272962842,699.4740185107871,624.9971200996957,559.2113284178196,270.0011420068528,108.2682078670221,60.46584760130376,0.0,2072.0112197686585,1970.0561500898878,1942.6900786212807,1625.1744186833282,1720.22966519498,1890.0201402971911,2300.3085509512753,2739.5417758158374,2710.3239540196964,2731.9404275719194,2614.5544859104293,2595.903543489293,2402.8120518734777,2219.1545942966186,2215.9314704320127,2160.3942191053015,2199.157531452672,2380.3507793927006,1957.3546978134614,1779.9128408470856,1829.531515637379,2080.0068664974874,2781.0281197556624,2802.332371933299,2612.998901797501,2039.430157298537,1927.2321362320508,2057.776682694927,4454.404555165589
