,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0.0,1738.716761826056,1853.7132885961612,1523.2381079620773,1515.207102505808,1559.0681396052903,1558.142062618129,1730.785606568737,2520.493986804385,2455.560222979247,2211.3428018724435,1992.883392499808,2248.903342196309,2342.797558078725,1741.837875572242,1726.2309099255515,1612.006461196067,1846.9860969950182,6333.994163885366,2026.6748917758118,1828.9127589413295,1780.3753025609667,1747.272963292876,1626.173386796372,1748.7837485826751
1,1738.716761826056,0.0,549.1569541920129,488.28862640153716,497.15416086320727,415.3860896153207,421.0392294890965,483.4149349641934,784.3965790597244,766.9605210764614,478.02824024699225,455.2470628901367,665.0927681702796,771.1930128442541,42.34678281558092,31.81182283841362,199.98967389711274,143.15837590374372,5249.014615937455,291.9266355857665,90.24821339591857,77.9728771524227,56.21105209657818,251.3367356488828,63.517652902868555
2,1853.7132885961612,549.1569541920129,0.0,334.34014384173236,341.25113208355515,319.21761579165786,317.74531599997744,1031.348303427937,884.4379760203765,700.4535382494697,767.1091350680701,967.5798906623352,1115.1253065739118,1211.457464932599,506.8104045024643,520.9969879477518,716.4600973371245,648.9131786332117,4771.987780686793,652.0319528989273,548.1607277106818,614.960613546318,604.397892425861,781.4464936786192,485.8847695865334
3,1523.2381079620773,488.28862640153716,334.34014384173236,0.0,10.441329083173578,74.10131118681733,68.77067180115122,905.310703318121,1101.650117015691,969.7096848659465,887.5158287146141,942.3496781888663,1149.2363363407833,1254.3996242124852,455.27775785869915,457.00118435616076,571.8883896002708,628.1729489620096,5063.58037922574,721.9941562822017,541.1475370268727,566.1999275947423,539.4415001499596,639.5749840366359,442.9284669261035
4,1515.207102505808,497.15416086320727,341.25113208355515,10.441329083173578,0.0,83.83068987499855,78.60692966030432,911.574439877327,1112.0201474903174,979.5755840676161,897.825207499173,950.9231902291945,1158.5869846874934,1263.8133547063062,464.43869194437633,465.93464379686714,578.3742404270852,637.3199619584692,5065.837158463012,732.0721365542146,550.698884875563,575.0288012328413,548.0465470111092,645.9269278648134,452.278353826582
5,1559.0681396052903,415.3860896153207,319.21761579165786,74.10131118681733,83.83068987499855,0.0,5.730884235428224,842.444885519366,1037.751242708204,915.9039306938126,815.6548918914951,870.0876924474089,1075.3125448860944,1180.4087945908025,381.70821019523015,383.9423920818285,508.5660696640919,554.5884450000784,5077.322773881268,648.5863785560433,467.0700406129723,493.3531407028812,467.24833988025426,576.7366090326386,369.04709086509996
6,1558.142062618129,421.0392294890965,317.74531599997744,68.77067180115122,78.60692966030432,5.730884235428224,0.0,848.0394733732295,1041.2771987146493,918.2751874578527,820.3296572637903,875.7712895617568,1080.805521874991,1185.8761146661222,387.28971934636917,389.58393267287386,514.1586213015514,560.1625014451445,5074.304312869065,653.6050406781101,472.48760219892097,499.00807338802724,472.9406368104529,582.3176911747225,374.5627273723205
7,1730.785606568737,483.4149349641934,1031.348303427937,905.310703318121,911.574439877327,842.444885519366,848.0394733732295,0.0,1019.7455907698934,1111.4133878636467,675.134032562577,297.9268519524498,532.9697587434933,617.6756506502609,525.5883870883314,510.52202876890186,333.88170995211493,421.78937479699835,5698.377253088777,559.1152885814943,508.32197140796796,426.791127636876,429.90376891364906,265.81901257690134,546.9263864650998
8,2520.493986804385,784.3965790597244,884.4379760203765,1101.650117015691,1112.0201474903174,1037.751242708204,1041.2771987146493,1019.7455907698934,0.0,260.5609710603643,347.4111111371749,742.8337565471886,645.9552001471409,674.773269783711,778.7690298610376,794.7775769062243,941.6963604018707,696.8230946316053,4815.865877501608,509.8626417532247,694.3543260589332,754.0257269583485,784.2531160793968,954.0784170545516,771.7926098117765
9,2455.560222979247,766.9605210764614,700.4535382494697,969.7096848659465,979.5755840676161,915.9039306938126,918.2751874578527,1111.4133878636467,260.5609710603643,0.0,462.2433198884396,871.3036437855145,840.1023724700444,889.9521462648672,747.7023691504929,766.8739027668926,954.0923824305806,723.9104493506436,4629.167560449644,554.3796730668047,684.7523231435773,762.3840710162914,785.3249539592055,984.0641334060448,734.2774912710229
