,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
0,0.0,80.27698816619879,2980.3397919470995,5151.716891802292,4785.128136954742,5272.77875181107,4020.1157696625646,2978.779175326168,3219.421774860177,3990.248119505957,4019.634831548239,4246.654233457987,4663.8533399450325,2893.9816161809217,3273.296771273421,3314.1927701380932,2647.991400797113,2590.785063728049,3123.8529483898355,3091.250602373387,3577.7995639130545,2404.8208320516997,3270.8023052957533,3533.437056904048,3180.7147010817666,4577.42909947598,4939.675190178613,4234.029124778178,3916.8359866938476,5101.135674363945,3235.4784744307826,3350.5878692574365,4187.901862537119,3580.046693514098,4182.611827066909,6116.047230236395,3746.673766498207
1,80.27698816619879,0.0,3022.2265927627777,5186.40017840446,4817.416619682652,5308.311631918276,4047.7690174301274,3004.4675600854625,3244.3185849900574,4020.994044407849,4051.0491829019147,4279.235864793199,4694.929074373114,2919.841632603912,3298.9598612993486,3338.8273890125733,2679.4782109477605,2614.7860961412516,3150.6919529044326,3123.5135410836924,3603.7821689898324,2428.641621262531,3308.7629947359387,3567.396048262237,3216.732477445912,4613.072230260541,4976.392578000448,4275.175526364467,3956.325726077064,5144.75178971975,3267.265086623011,3394.593501471241,4232.75715942048,3628.983790988435,4221.480249298148,6157.612229258501,3788.140889126559
2,2980.3397919470995,3022.2265927627777,0.0,2204.8675205438053,1871.4875015869902,2317.5020239194614,1239.3744401661247,667.5035189912943,761.6139764091913,1140.3397204737973,1153.3167452524776,1345.8159588915423,1771.3783513089782,658.0915709759178,756.2558166036705,814.9099722750404,532.7178421693751,791.5517367699256,651.5667340566873,426.4263660875175,929.4833991143536,885.6519634118229,338.56499460667936,659.9060547796918,325.78639166256687,1627.826765587608,1977.4674745328757,1253.9684275399961,942.8930270469256,2124.08597771276,508.41204242244186,384.40112381180364,1219.151384913905,697.7067813679992,1210.718535565704,3135.711294230581,766.4400375894032
3,5151.716891802292,5186.40017840446,2204.8675205438053,0.0,402.50967445459867,136.18785685771508,1215.2943516157466,2228.8779380536234,2010.2564520404428,1188.8695657031428,1151.9745534430679,916.1931790924727,546.3401549758024,2308.572341858807,1948.2308799561292,1925.4847737636012,2510.6882740695587,2619.467959873937,2076.0729281546205,2066.043657080297,1656.9867480314406,2800.0185875769134,1888.8058884158402,1619.2646281400248,1971.8501614470633,577.4733815177672,255.0398789374273,1009.8835695346593,1269.590905201669,657.9333635483025,1924.6363401327267,1880.790160139085,1176.048780620168,1804.7962548723428,1004.9373046381291,1112.5747181273516,1464.342755839045
4,4785.128136954742,4817.416619682652,1871.4875015869902,402.50967445459867,0.0,538.4297478290828,814.7876597967968,1840.3341278181852,1616.777122831841,800.9376010623541,767.7349042222712,538.647920421524,144.66996790877923,1921.457915193096,1555.4636070655044,1530.1093962293287,2138.005154478992,2232.8906921463213,1688.0374151963556,1693.9675202382803,1260.1321377808692,2415.3369116586305,1543.4870592823195,1254.4557794865043,1615.1956527518785,298.96770874580034,336.8485116542532,783.3839762493806,968.4750893771507,857.5326278265766,1550.20192922242,1577.2661413627964,997.4269664191104,1561.34300801893,726.5357110919024,1511.0912906651006,1170.042252470472
5,5272.77875181107,5308.311631918276,2317.5020239194614,136.18785685771508,538.4297478290828,0.0,1350.0281146351863,2358.859759698048,2142.0692571127593,1319.843262866557,1282.0543175665073,1045.5615417691567,682.4435476676214,2438.016835747875,2079.830687422907,2058.0118631437476,2635.1742547344306,2748.5521342692837,2205.985407790809,2190.840834942795,1790.1744517206685,2928.350787891357,2005.862266278561,1742.7401934096554,2092.0855446912906,695.3540770463536,343.1184268217177,1102.6738069899375,1377.7066977455315,625.6954504576826,2050.36746000557,1985.5773411257499,1252.3678636406928,1892.2949300679247,1110.7568889074616,977.0414566223732,1568.9537473081555
6,4020.1157696625646,4047.7690174301274,1239.3744401661247,1215.2943516157466,814.7876597967968,1350.0281146351863,0.0,1046.2718224880743,812.7769185442132,168.6486631531636,203.30023376639474,357.61657037011327,675.4610008616004,1130.0159526586285,753.9518520515516,722.3156731843538,1380.603281933848,1439.6991812708713,897.540550949905,952.1737854588985,451.070057480016,1624.9694434869912,903.7349493198984,580.930279091767,929.5127037020076,729.8111273048571,1076.1227181964084,802.3688252597781,654.5761170456824,1485.5167834644792,807.9479902590306,1069.8902890502256,1007.21488141574,1231.590342900074,654.3335672407592,2310.300747091509,790.3051063505096
7,2978.779175326168,3004.4675600854625,667.5035189912943,2228.8779380536234,1840.3341278181852,2358.859759698048,1046.2718224880743,0.0,242.42701642404393,1040.4751073918023,1076.941161257746,1313.3038999507742,1709.0677373821113,84.97994580394658,294.5284604609072,337.73810645774995,393.8939813423494,393.735474748341,152.8926128080806,291.74252295233345,599.3420825628984,578.6984254812905,601.7951169969559,665.6910141830732,478.47994093602887,1679.1594207044243,2048.716533957677,1472.242872936118,1144.7898662880214,2342.146463999319,363.1447267399512,891.5540352268985,1542.415925145661,1240.2281795107087,1367.520822426864,3281.1829449327565,1063.477975411221
8,3219.421774860177,3244.3185849900574,761.6139764091913,2010.2564520404428,1616.777122831841,2142.0692571127593,812.7769185442132,242.42701642404393,0.0,822.7261824025319,862.3709703879857,1099.1326913850562,1482.4057015652504,327.2874001052687,63.39195166423127,95.31352922630902,623.7166533897675,630.0560870363078,124.78984649416736,335.20197488041964,362.2156449459594,816.162682671087,579.9655448509037,520.0972345192516,482.773717029822,1472.9184760225187,1840.5881582195127,1313.7520683884713,999.2993997883787,2163.62901883812,298.04122881333126,883.0879826041978,1413.8428102183366,1214.2130305665307,1196.059495854051,3077.991392436729,956.1232360742487
9,3990.248119505957,4020.994044407849,1140.3397204737973,1188.8695657031428,800.9376010623541,1319.843262866557,168.6486631531636,1040.4751073918023,822.7261824025319,0.0,46.921811611052895,277.1193706848093,674.0703697128066,1120.968687340573,760.2203110221548,740.8848596599188,1342.3707907951089,1432.3125669118733,887.8490129500493,901.2079477011812,479.5547689483635,1614.4380608961067,801.7764347985219,484.1832838432509,847.3358254301033,655.9989512694692,1020.1222530123175,648.2756258506073,486.1157902508652,1386.1763029826946,755.9972363804608,934.0651561803637,844.522064968433,1072.4799949416386,500.9491259944672,2259.0267892434754,628.2112215585447
