,courier_id,gps_lng,gps_lat,ds,depot,order_id,gps_time
0,487,126.567,43.812,707,1,,
1,487,126.52492,43.79947,707,0,1007071.0,07-07 13:19:00
2,487,126.52454,43.80117,707,0,3989370.0,07-07 13:26:00
3,487,126.52595,43.79936,707,0,1541418.0,07-07 13:12:00
4,487,126.54032,43.80081,707,0,2039198.0,07-07 12:13:00
5,487,126.53464,43.80927,707,0,2991641.0,07-07 12:22:00
6,487,126.59525,43.77962,707,0,2371744.0,07-07 11:55:00
7,487,126.58541,43.78092,707,0,1757207.0,07-07 11:37:00
8,487,126.57737,43.77867,707,0,3243849.0,07-07 11:31:00
9,487,126.55157,43.78552,707,0,2468060.0,07-07 11:10:00
10,487,126.55453,43.78712,707,0,1287373.0,07-07 10:56:00
11,487,126.54962,43.79128,707,0,1434023.0,07-07 10:29:00
12,487,126.52471,43.80059,707,0,4301614.0,07-07 20:13:00
