,courier_id,gps_lng,gps_lat,ds,depot,order_id,gps_time
0,290,126.585,43.895,926,1,,
1,290,126.54869,43.91498,926,0,4183973.0,09-26 10:54:00
2,290,126.55479,43.89926,926,0,814093.0,09-26 10:09:00
3,290,126.55147,43.90164,926,0,2815283.0,09-26 10:17:00
4,290,126.55062,43.90938,926,0,4315967.0,09-26 10:39:00
5,290,126.58454,43.89462,926,0,2378869.0,09-26 11:48:00
6,290,126.55596,43.90932,926,0,3599465.0,09-26 10:22:00
7,290,126.55507,43.91103,926,0,1495197.0,09-26 10:31:00
8,290,126.55106,43.91243,926,0,3785342.0,09-26 10:47:00
9,290,126.54603,43.91356,926,0,1501965.0,09-26 11:08:00
10,290,126.54768,43.90708,926,0,1328096.0,09-26 11:19:00
