,0,1,2,3,4,5,6,7,8,9,10
0,0.0,3664.343900418985,2469.2143390588258,2789.225225908963,3188.449624348839,56.13302953193074,2822.449512486993,2991.1180660572963,3342.854451891906,3746.675746420851,3281.542849715651
1,3664.343900418985,0.0,1817.0039733451838,1501.613698782805,642.3021163464551,3661.1340491777337,858.4078948819673,674.6104995428104,341.6078158320143,265.4918063041419,883.1272734098114
2,2469.2143390588258,1817.0039733451838,0.0,375.63668517173136,1175.1274431557806,2441.6179138945104,1123.774775164919,1310.394702827855,1496.2565893244364,1739.9796159918662,1040.6568068283827
3,2789.225225908963,1501.613698782805,375.63668517173136,0.0,864.2871252173356,2765.327011025219,927.6627329892833,1084.4103749346561,1201.5615173147537,1396.7847439191291,677.5752245607117
4,3188.449624348839,642.3021163464551,1175.1274431557806,864.2871252173356,0.0,3178.26306769563,428.3043950263483,401.3643397995076,341.3458430595696,593.2962750376729,348.05892941963464
5,56.13302953193074,3661.1340491777337,2441.6179138945104,2765.327011025219,3178.26306769563,0.0,2816.4502579503946,2987.2733066856663,3337.837267672814,3739.646181534857,3265.6711455149843
6,2822.449512486993,858.4078948819673,1123.774775164919,927.6627329892833,428.3043950263483,2816.4502579503946,0.0,203.2935806447683,523.7039721924207,925.6938137444394,709.3170545714855
7,2991.1180660572963,674.6104995428104,1310.394702827855,1084.4103749346561,401.3643397995076,2987.2733066856663,203.2935806447683,0.0,357.3504348177341,777.729269567809,737.9588678756626
8,3342.854451891906,341.6078158320143,1496.2565893244364,1201.5615173147537,341.3458430595696,3337.837267672814,523.7039721924207,357.3504348177341,0.0,422.5248542141025,654.3328122300908
9,3746.675746420851,265.4918063041419,1739.9796159918662,1396.7847439191291,593.2962750376729,3739.646181534857,925.6938137444394,777.729269567809,422.5248542141025,0.0,733.3711732996943
10,3281.542849715651,883.1272734098114,1040.6568068283827,677.5752245607117,348.05892941963464,3265.6711455149843,709.3170545714855,737.9588678756626,654.3328122300908,733.3711732996943,0.0
