,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
0,0.0,2249.401208527959,2382.560097117006,2459.7859634221036,2428.655916432574,1886.5062416705418,2077.403847666137,2324.079352650386,2451.8708267632637,2460.8077250075085,2410.1121184753174,1628.2323010849193,1784.8321821529264,1872.4385667356412,1889.3857820614776,1832.2669668621809,1726.4306197730812,2137.8101175747743,2508.1570811353436,2235.079339810933,1943.8579065528638,1509.1095255415044,1338.3820306775128,1041.5450527335156,1756.1375297060797,1603.579026293256,1629.3419587444903,1956.2031389976871,1908.1406092369382,1346.0372559744853,1075.9638628197674,1297.9198280682212,511.59162143858373,906.5222705950234,1166.8879880700351,1001.3139799349982,1336.1734040073306,1235.2846769653206,1410.5455169593147,194.15830828377412,308.46536317190703,479.58737653192,609.413465392182,826.8645257220962,3927.3111814329636,485.4439893367299
1,2249.401208527959,0.0,1006.4254979422868,937.0703424799605,956.7660436570795,1282.9468002757867,1406.3973839847397,1612.288272907403,1236.5666075263957,1175.8027047886437,358.92503309899286,1240.9563089515227,947.0475637730689,885.3300075294279,1009.6868268044657,1035.1579286644421,1095.3354133502794,886.7131562440898,1201.2307195243231,14.471222959848928,485.8376662487935,775.5134341898121,996.606146922867,1329.9964121133023,1318.4452611894544,1137.7542425801512,833.8734851072358,723.372866763222,569.9699724928605,1910.269738229344,1188.4320031647478,962.2141598984653,1783.8966539054923,1597.8719802828023,1429.1149944272204,1609.511555893055,1836.696597754575,1466.4993846695115,1261.4839941563603,2170.1334274378137,1973.9931548895186,1901.5540441816947,1644.3618195737572,1439.0432711003418,2699.2126023400624,1831.589102725481
2,2382.560097117006,1006.4254979422868,0.0,130.85055029395562,84.54615086338337,615.7726380162075,581.912371721472,672.1317721246933,230.8629126242003,170.10191844083297,708.1403621357709,799.540753383603,599.0758141079167,517.5855275233996,496.57572066236224,555.6042889200695,666.9664082106799,254.2071776919516,201.9344393845609,1003.2121841076771,1375.045443113319,1050.296274237361,1103.899691417154,1345.353580296028,737.9624658407237,788.9635739565799,803.4476162973357,1639.6631988570614,1451.708848959697,2584.0164133528488,1398.8355572739174,1245.9134633720694,2064.2678860760857,2085.8219986922063,2030.0141864631862,2149.998067533337,2512.6342433925915,2105.589799600571,1965.8315082595122,2385.423500478895,2074.0949056518884,1921.3213129845672,1884.7794097672243,1602.5022723659945,3695.2173681620156,1897.6556625259018
3,2459.7859634221036,937.0703424799605,130.85055029395562,0.0,46.57254837362582,737.6906859873066,712.6268195918287,795.1182037074688,330.84050252069596,260.7299657595535,615.7400794449982,904.7030776618542,676.8494263967424,587.3658263755525,590.5630326064334,650.261713466963,763.2494651934461,323.39529113694437,273.26556074113194,935.4970745483707,1336.4853530279622,1078.5709236890516,1157.0707991052318,1418.8011452013259,855.4888406653839,882.4737392736355,853.4723504724,1600.5692297182432,1416.0879948412169,2595.9672014402518,1451.2858743186068,1283.7671437310469,2121.9715625840036,2118.5625866704977,2046.9567150949133,2176.672098673435,2523.714383839328,2118.134561021371,1967.0583929790616,2453.9335652795135,2151.6716382317836,2005.2724052754845,1944.4886625139416,1665.7205458632982,3608.5055418590164,1976.5611246608075
4,2428.655916432574,956.7660436570795,84.54615086338337,46.57254837362582,0.0,692.6833755255717,666.1047129062521,752.5446954235225,295.047097202419,226.7589059107436,644.1038049453526,864.2789740542366,644.1594445402352,556.8061287432497,552.8281735385906,612.4894051357646,725.223605708054,290.8542625320946,245.53581461097062,954.5504450461026,1344.9860262385014,1062.8962525335903,1133.1416807461667,1388.5025928526838,811.635398477941,845.4350923270553,830.0603041936704,1609.4865987814003,1423.5769902808022,2586.988961662302,1427.8861393600598,1265.1094674374874,2097.175026211683,2102.207476219121,2036.0333324188343,2162.4281607799912,2515.020073374887,2108.77940135325,1961.6173383049372,2425.6531626975875,2120.3543360011845,1971.8651269522697,1918.9581884194167,1638.8996116387234,3635.9390176863694,1944.7633225726825
5,1886.5062416705418,1282.9468002757867,615.7726380162075,737.6906859873066,692.6833755255717,0.0,215.83165378776772,497.60442418103355,591.6808422517975,621.1681184851443,1120.144025024761,266.55839104204205,365.7808484809699,401.25314208016096,273.43788955711756,257.7179053323106,259.5227950969393,477.86473942579016,664.2168901043842,1273.4513486379415,1470.504764720619,888.1640874816231,805.0230485210024,909.6074419534326,134.7403347791886,339.82980542528713,606.1031025758017,1712.5867293646108,1525.612974139813,2366.77072599616,1061.2514880711892,1000.1838058990271,1659.0760593322489,1792.7910508971481,1813.1345289829467,1881.912944369528,2301.829170623433,1905.2409460543076,1826.302266854713,1924.4222759714323,1583.429875217561,1408.7812311924906,1478.2176443692172,1195.611521491945,3937.666418884367,1406.5857472794567
6,2077.403847666137,1406.3973839847397,581.912371721472,712.6268195918287,666.1047129062521,215.83165378776772,0.0,282.14747847307655,478.42468377189584,528.0883864763367,1196.6849893388285,477.73495328393454,550.3149553454217,559.3339433069058,430.56796954513453,438.28354543263373,468.58965254799915,536.4443718367878,562.2637722213082,1398.420987434544,1641.2835703303917,1090.6541548917046,1019.1936580210901,1120.6406059129308,327.08959104297554,555.6244900486985,804.5116537350647,1890.7826985583465,1701.4397337725618,2581.7519381729912,1277.052219294704,1212.7052811072142,1868.8791276060797,2008.597602394703,2027.3604075282426,2097.6771310431222,2516.5148445404548,2118.8324040008783,2035.2685392946253,2123.9918637283145,1777.8215147506933,1598.0156038544878,1688.655115922453,1407.5032627532962,4089.204644683017,1602.2858362363968
7,2324.079352650386,1612.288272907403,672.1317721246933,795.1182037074688,752.5446954235225,497.60442418103355,282.14747847307655,0.0,480.5686357371062,549.7777471036227,1360.5419833021278,755.077880570044,820.7733819357207,815.5572887025705,692.8271801967196,710.065557605173,749.7276741887426,725.6547508858066,563.0064235643414,1605.9175985269806,1889.0739082754003,1366.407432255687,1301.2282041351552,1394.7005622266802,599.1570726833509,837.3910000648901,1079.081038409501,2144.05814566064,1953.4300315268001,2863.8936644294236,1558.185218397941,1494.1057729330578,2139.9592567364034,2289.6826690368125,2309.3373731286083,2379.4538919132438,2798.6100780074516,2400.5553472513852,2314.2098197617515,2381.3102060849096,2029.8642088962663,1844.9070331713585,1960.843866467967,1682.0645337689357,4309.668032132344,1856.6398868450692
8,2451.8708267632637,1236.5666075263957,230.8629126242003,330.84050252069596,295.047097202419,591.6808422517975,478.42468377189584,480.5686357371062,0.0,71.19561927424674,937.0635833903128,828.2177621786566,706.0002099156875,645.2597619436244,578.9960894235962,630.2618155762254,728.4387657024854,419.54809883622124,86.42597948744178,1233.1043166354189,1593.3587504173804,1213.624570677681,1231.98165967564,1433.1788327285155,725.911879590587,849.995252562209,944.8782107996386,1857.454197111172,1668.068915046082,2754.636967922425,1522.746591664149,1393.5819625567883,2172.6406209843426,2232.3695433245703,2197.04407615911,2304.2959015042557,2684.4887532892863,2277.363140245938,2150.439747746762,2472.1153524043207,2144.838119984144,1979.6312714541593,1991.133446002539,1705.610850147789,3925.9452522484994,1967.1551335744734
9,2460.8077250075085,1175.8027047886437,170.10191844083297,260.7299657595535,226.7589059107436,621.1681184851443,528.0883864763367,549.7777471036227,71.19561927424674,0.0,870.4996788181343,845.050594437945,697.3959563841162,629.1521991440294,576.3944760643028,630.905931524327,734.4093178319125,386.8126581796749,47.695453570006016,1172.7791044687663,1542.963403785796,1188.115238455566,1219.3654006895865,1434.636715228058,753.6247042430485,857.2348137202243,926.4514143985621,1807.4571075559625,1618.9049260083016,2727.785763705234,1512.3103129416013,1374.3721452416094,2168.5019099796705,2214.669008200961,2171.3609737374013,2283.7022702894737,2657.0975514667066,2249.7989876754664,2117.3542581505535,2475.4882467308266,2153.0068783510014,1991.4751753737658,1987.47251690374,1702.6200683849647,3861.298441895772,1975.4884412803824
