,courier_id,gps_time,gps_lng,gps_lat,ds,depot,order_id
0,75,08-24 08:37:00,126.567,43.812,824,1,
1,75,08-24 17:08:00,126.563,43.832,824,1,
2,75,08-24 15:13:00,126.5508,43.82993,824,0,1803906.0
3,75,08-24 15:24:00,126.55141,43.83102,824,0,4508166.0
4,75,08-24 15:32:00,126.55124,43.83062,824,0,1427871.0
5,75,08-24 15:42:00,126.55099,43.8244,824,0,68219.0
6,75,08-24 15:49:00,126.54843,43.82499,824,0,3567895.0
7,75,08-24 16:11:00,126.54501,43.82557,824,0,2266474.0
8,75,08-24 16:25:00,126.54807,43.82928,824,0,3910101.0
9,75,08-24 16:31:00,126.5487,43.82973,824,0,1290954.0
10,75,08-24 16:49:00,126.55867,43.8328,824,0,4120039.0
11,75,08-24 13:35:00,126.55375,43.82307,824,0,4178319.0
12,75,08-24 14:01:00,126.55523,43.8256,824,0,3421130.0
13,75,08-24 14:10:00,126.55509,43.82646,824,0,3310862.0
14,75,08-24 14:21:00,126.55362,43.82596,824,0,1714839.0
15,75,08-24 14:31:00,126.55385,43.82545,824,0,3813457.0
16,75,08-24 14:38:00,126.55422,43.82447,824,0,4443105.0
17,75,08-24 14:48:00,126.55315,43.8284,824,0,460102.0
18,75,08-24 16:38:00,126.54829,43.83004,824,0,828678.0
19,75,08-24 16:54:00,126.563,43.83187,824,0,4431277.0
20,75,08-24 12:56:00,126.56791,43.82945,824,0,1607576.0
21,75,08-24 13:10:00,126.56201,43.82507,824,0,2555614.0
22,75,08-24 13:15:00,126.56087,43.82318,824,0,1024849.0
23,75,08-24 13:21:00,126.56068,43.82017,824,0,2816011.0
24,75,08-24 13:28:00,126.5518,43.82334,824,0,3166588.0
25,75,08-24 13:43:00,126.55505,43.82354,824,0,3889351.0
26,75,08-24 13:53:00,126.55844,43.82527,824,0,2474638.0
27,75,08-24 12:17:00,126.5712,43.82931,824,0,1765446.0
28,75,08-24 12:23:00,126.56884,43.82909,824,0,719617.0
29,75,08-24 11:27:00,126.57977,43.81983,824,0,2459082.0
30,75,08-24 10:07:00,126.5635,43.82133,824,0,2991334.0
31,75,08-24 10:12:00,126.56336,43.82336,824,0,2304664.0
32,75,08-24 10:31:00,126.56848,43.81647,824,0,574832.0
33,75,08-24 10:39:00,126.57214,43.81925,824,0,1855807.0
34,75,08-24 10:48:00,126.5732,43.82148,824,0,4461704.0
35,75,08-24 10:54:00,126.57349,43.81968,824,0,2921034.0
36,75,08-24 11:14:00,126.57907,43.82026,824,0,3185649.0
37,75,08-24 11:48:00,126.57442,43.82172,824,0,1770831.0
38,75,08-24 11:55:00,126.57371,43.82371,824,0,702580.0
39,75,08-24 09:20:00,126.56899,43.81299,824,0,1594082.0
40,75,08-24 09:26:00,126.5649,43.81432,824,0,3910047.0
41,75,08-24 09:36:00,126.56261,43.81492,824,0,4382078.0
42,75,08-24 09:53:00,126.56669,43.81747,824,0,2698719.0
43,75,08-24 10:01:00,126.56393,43.81909,824,0,1099551.0
44,75,08-24 18:17:00,126.59397,43.84143,824,0,3863150.0
45,75,08-24 17:13:00,126.56349,43.81555,824,0,1164175.0
