,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
0,0.0,4587.48597357109,4755.346159098504,4484.394852394864,4860.365638211197,5005.014390026744,5137.845473100171,4077.399405776765,4251.886430524041,4060.6257209868736,4299.494808093092,4243.3978340937665,4167.529308238725,3177.411586248179,3057.280917875259,3503.0199132806074,3593.1454494611257,2898.058209374319,2491.47992525289,2665.3851501687295,2808.051718564089,2643.5516739698537,2731.644842268766,2898.565813768079,3426.339174141617,3464.7988029752614,3045.5537459379434,3708.4665540503343,4046.079936850716,4147.751186760027,3237.3225382709,3004.8019551414145,2881.149584212004,2842.2587732471743,3295.3839368532686,2937.8379508104795,3266.2736557767353
1,4587.48597357109,0.0,169.70665461685715,331.1024881183331,367.59986758751796,458.7387182339974,583.8675399900915,580.7612077474738,346.3496598845759,593.911064700825,364.8089972599931,344.2388619958692,497.7140815734166,1414.8950331443307,1550.4887265967889,1100.1959578221679,1038.879860793779,1703.3972270210497,2119.154193416176,1934.4844757852352,1808.9652035852187,1944.6588209023212,1857.286183174669,1695.11980028601,1399.524256024642,1324.7401360044644,1603.801735252111,1182.597734357778,987.002706407131,960.105673257095,1418.2471422225594,1608.1799975701651,1730.8785629409151,1792.4448940809602,1363.3060276351412,1668.1786728035017,1323.1098932667803
2,4755.346159098504,169.70665461685715,0.0,438.69292595257303,295.7345576855649,332.46800836921847,443.71833016247723,725.7962048202718,507.4034353295514,740.257105180357,520.9444360702937,513.1015439188434,658.0257625565091,1584.0966705580552,1714.131186707214,1263.4023329411325,1196.4694809812722,1872.921400006802,2283.611291351013,2099.842930896023,1972.1175709895708,2112.0859882584905,2024.4571339063757,1861.1615449390658,1560.005245496181,1486.4481151622697,1773.0734478268478,1334.6191503171524,1117.4936174482898,1079.7563972410292,1575.3418618242326,1771.2753800983114,1894.400789815788,1953.7429708974557,1519.6126138642308,1832.3165081856348,1489.9474943582038
3,4484.394852394864,331.1024881183331,438.69292595257303,0.0,384.4674410058911,539.3275912656404,668.3394351695553,701.0739876070207,451.90791190910966,707.6605310612205,202.7732015520447,379.03149373637956,318.88256444772503,1315.1705463895946,1513.4032194906492,1083.0073688767363,1060.9746151925863,1586.7195397373443,2064.85239143788,1875.211601285437,1769.8207870468207,1863.7473585403725,1780.8596360169222,1633.8429095101276,1170.8435057364193,1103.65574883396,1450.0556284582142,923.1332862291108,681.0881499709263,641.0851653791493,1426.6298787915864,1573.7872979700428,1690.5157962601359,1766.5102587725635,1377.6958390842317,1624.3477703935673,1263.4736240080297
4,4860.365638211197,367.59986758751796,295.7345576855649,384.4674410058911,0.0,157.25284453349613,283.89529654919954,938.6924257909365,689.936094550247,950.503386632531,560.9272118245382,657.1983019736555,694.0021753218606,1685.0934069889859,1860.3871296955635,1416.7423504078931,1372.6181365227128,1962.5119377573214,2421.6447160878542,2233.4080405138516,2119.0111166403817,2229.9388289906815,2145.2046316246815,1991.8672690165258,1551.4496794857534,1485.95880854568,1832.4455146208204,1295.8490135113746,1022.7952236238729,961.2511524854207,1749.5918399506713,1919.8568655234144,2039.9086081528108,2109.474181577902,1696.8526408541793,1974.9769629790562,1618.6192272944375
5,5005.014390026744,458.7387182339974,332.46800836921847,539.3275912656404,157.25284453349613,0.0,132.855059396084,1039.4489039227474,800.8609007619527,1052.6494524555603,707.2854144622797,780.8248620669832,843.1904983257588,1827.9625525435442,1991.6834846361844,1544.442140205615,1491.982917775523,2108.3402308936975,2556.3854798989914,2369.175607001424,2250.611559844431,2369.8899792432726,2284.2929996944335,2128.027569279067,1708.1976370414156,1642.259342744578,1983.2327619075306,1453.1017596193412,1177.9912634183056,1114.0470919597847,1870.8864745427716,2050.5472740266073,2171.80252657533,2238.1834585642837,1816.8497020536815,2107.624015068051,1754.458034294633
6,5137.845473100171,583.8675399900915,443.71833016247723,668.3394351695553,283.89529654919954,132.855059396084,0.0,1162.9857998222178,928.6318923813677,1176.6416042943536,839.738969167674,911.7381257067225,975.1436974423871,1960.8168783157344,2123.2395159872167,1675.3931861496078,1620.8031055300376,2241.0583325100383,2688.4845113613187,2501.4544194104383,2382.173320896566,2502.6340896368197,2416.972136021034,2260.387901708193,1833.9923506956316,1769.19210926179,2114.871559136046,1575.4813953531168,1292.033880743931,1223.3660889756172,1999.9878723079537,2181.964802696631,2303.438159874112,2369.1135859366786,1945.5987537473375,2239.416600755717,1886.8263512461715
7,4077.399405776765,580.7612077474738,725.7962048202718,701.0739876070207,938.6924257909365,1039.4489039227474,1162.9857998222178,0.0,255.4847950354866,17.003868903364637,528.6443597204864,322.62392246015435,524.038442032787,962.428782825251,1020.1582183298412,578.3777882343103,485.74225046391797,1253.8310140124925,1588.4673321277578,1412.0254287989605,1272.5151081649403,1442.8309885991682,1353.5677042605678,1181.8354410090576,1172.3791552439918,1091.1779974589542,1215.022420650991,1060.2084818299388,1037.6622934518075,1069.2903510680621,858.3583697887196,1073.5083118779312,1197.45945287014,1246.3675865745547,801.3063316599425,1139.6202037636563,828.2462824294714
8,4251.886430524041,346.3496598845759,507.4034353295514,451.90791190910966,689.936094550247,800.8609007619527,928.6318923813677,255.4847950354866,0.0,264.97534872269256,302.2153425945383,92.54339360708062,349.0729193041946,1090.0468028971147,1206.7522440828498,756.0067876153074,692.6218139913344,1381.996831656509,1776.3789224147722,1593.1273568838265,1464.7190539937083,1608.3947893321347,1520.248101805537,1355.2024478408648,1167.6545631366628,1087.9552563368477,1303.6919137610641,998.9582996777923,898.3949662925728,908.6456465504164,1071.983360279329,1263.8764229296237,1387.0040357543983,1446.870853922735,1017.2091649656758,1325.0278897129103,985.6211008739195
9,4060.6257209868736,593.911064700825,740.257105180357,707.6605310612205,950.503386632531,1052.6494524555603,1176.6416042943536,17.003868903364637,264.97534872269256,0.0,532.4671518517132,328.72459040242137,523.387054397069,945.6280764560008,1003.4095570692418,561.4007730952945,469.23432793741785,1236.9624046591598,1571.8362098325733,1395.2445954983402,1255.9376508153605,1425.8749513766056,1336.6141678127306,1164.9253202303069,1159.34338772383,1078.1710067570955,1198.8264359826771,1050.0748493969395,1032.401427390105,1065.5558480370878,842.395433372854,1056.8479275469385,1180.8068300137961,1230.017857015918,785.4256205361536,1122.873987013658,811.2451045990572
