,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0,0.0,2189.8344566589126,2116.549280353799,2157.056836129313,3427.8815103973343,3665.711836993286,3132.5933886369608,1783.7177733101016,3204.3619025777575,3048.9142976643866,2132.3200808533147,2144.590621881698,2271.9810067211924,1881.1477577684984,2183.7789106664286,2210.9330865148204,2036.5768694187918,2109.8201060203296,2638.660997851013,1909.446724090804,2974.968165402085,3300.641992200245,2258.9577053205708,1320.3530858238519,2170.028537816684,19.685059753694354,361.06009698573223,372.604916981179,381.13430176905774,253.89117836453872,247.94613376132668,431.7637077527451,480.6481050613279,419.6629228487125,240.60137517907236,269.1495232644975,490.80081292154995,1013.3824090940777,904.1720435617816,934.6099495329265,602.3532221993034,698.51963059714,751.8403345711295,745.1634800557862
1,2189.8344566589126,0.0,810.7110239821974,229.57864777795402,1933.5711895910838,2387.699184381015,1717.8032971080531,406.31553067305043,1416.9648423458768,1271.3307271708231,574.1476218088179,322.9161279738676,1058.8536139756131,363.42484281287085,43.71519490233464,131.32008127963107,258.9050780045153,566.3776516454529,878.5885125599241,304.2021730250585,1160.7298615259072,1506.3513681639388,777.8026775463296,3157.5357267393742,28.985264621627753,2183.523326986281,2382.447769032501,2126.1775212087246,2155.8545061472305,2217.9054169039446,2358.9766977490044,2621.184168955576,2148.692098032391,2154.7805699922324,2075.2957936249527,2429.941470334808,2625.044839073341,2967.6883209116368,2940.5521899272358,2931.677318128504,2569.9109225703332,2713.5226344784455,2784.022504157382,2716.0650443328354
2,2116.549280353799,810.7110239821974,0.0,582.2121767855907,2740.6984635188737,3198.3930076197867,2528.5141579274277,812.27859465971,2202.188358108139,2064.4306464192337,238.59221667445155,488.8759397714573,269.694577068917,961.9619833882763,850.7041000533203,940.8328474099953,982.447353145771,244.36962045037686,1687.4564208029703,891.9372840535701,1952.201987439877,2286.369472305832,154.28542580941533,2765.7004546757166,825.8929689839672,2103.802568658951,2404.1560064565747,2192.954496181856,2224.170862918143,2234.46790157167,2338.9224429741025,2528.9658810788105,2253.44495171702,2237.1137654381114,2089.8540873355782,2384.0201886010796,2602.7053295193477,3059.13460979676,2988.2458718237835,3000.260467882217,2632.0556727843245,2763.2271709249485,2828.2784806059544,2786.8863230285992
3,2157.056836129313,229.57864777795402,582.2121767855907,0.0,2159.2882310850528,2616.4353682601063,1946.6855602352925,432.1617256212335,1631.1066864188076,1489.1303174532745,344.82596812520495,93.4756492022728,829.4241563164871,486.3184150384274,271.13102464751256,360.73018401907046,442.4057737657764,337.9105959061187,1105.361769205516,411.79610629848975,1377.5301426801616,1718.2003520014362,550.1160967519686,3046.1476517851993,247.50956556296424,2148.8314505389553,2379.3829543025395,2132.819156681555,2163.376303390545,2211.2469969013655,2343.623351354695,2588.2427527869268,2166.8156468187594,2166.3947111033604,2065.9517208200973,2408.052567979629,2611.972481150354,2990.2765557802386,2950.3134910929875,2947.389217536376,2580.588831508791,2721.970672396381,2791.5210977523234,2730.6393386522977
4,3427.8815103973343,1933.5711895910838,2740.6984635188737,2159.2882310850528,0.0,506.5597803812115,296.03469140321727,2111.7025014320375,615.743713768648,705.3009253327157,2502.2297335967733,2252.230208930068,2974.956458107535,1923.859528148006,1896.1738281536414,1806.898981001976,1823.8437016580967,2496.8877832573885,1055.2590621212557,1963.094320491455,814.6335597186953,579.3167327779518,2686.1293092904084,4677.362066710979,1921.825662985277,3432.1992220651705,3427.1983910773565,3169.779734734494,3187.815760178739,3314.665150217933,3476.2857542349716,3792.7616030555932,3122.168097558497,3163.986585729912,3215.9982338819445,3570.598699674111,3685.124393942526,3752.3597525457985,3813.2103182937094,3767.325960502021,3498.8940388879128,3630.86691408504,3695.580029665853,3594.7086525053787
5,3665.711836993286,2387.699184381015,3198.3930076197867,2616.4353682601063,506.5597803812115,0.0,670.0361672741104,2521.725176840639,1122.1597837821948,1203.926702307118,2961.1955389740115,2709.8974297039986,3441.1297811304275,2333.508278185336,2348.1076503618447,2258.0069848096623,2250.8312957610183,2954.0335573849698,1514.2358782369017,2381.130161030971,1310.0422007438094,1083.9383897363396,3154.0591228548196,4953.2497098652075,2373.2135180363225,3672.40846825448,3618.247057339781,3374.033587927313,3388.2808296624544,3523.8479606172154,3682.7027039413215,3999.637041577662,3312.522324106137,3360.3896562779837,3440.7249222235323,3778.589753692377,3868.4008971845287,3863.630493421857,3944.1599587342535,3890.8558640835345,3658.05625513129,3780.951735109546,3841.3394610061587,3736.792205759561
6,3132.5933886369608,1717.8032971080531,2528.5141579274277,1946.6855602352925,296.03469140321727,670.0361672741104,0.0,1860.4844744418945,573.2191072228142,594.2906941277863,2291.4900700708276,2040.1578543634828,2772.337664995617,1672.0065862557865,1678.1140454912904,1588.0050637455051,1583.6546621839836,2284.1705698252613,846.9077942024322,1716.7487574747618,685.1413459016801,585.458123398045,2485.863324690945,4386.126008152801,1703.1989963811916,3137.0391254681203,3131.3913546697236,2873.7754514408302,2891.8577600207227,3018.6304948263787,3180.252121941839,3496.729318753303,2826.4723424734925,2868.1110608901936,2920.147199232792,3274.5651527020214,3389.488284517366,3462.76301360309,3521.2128710757006,3476.1955797417954,3204.6409890311143,3337.220671057612,3402.2520460806727,3301.800092567409
7,1783.7177733101016,406.31553067305043,812.27859465971,432.1617256212335,2111.7025014320375,2521.725176840639,1860.4844744418945,0.0,1669.8893438861257,1513.7265452671813,632.7015237913977,469.993891265422,1081.7882407398674,188.47793514984184,400.93002720051766,439.7423011123951,308.13064456972853,612.4454093258707,1084.8977300799793,157.35800209936644,1411.4049315369568,1765.3221773346347,855.9642791473702,2782.8534410536304,386.3645641763059,1777.5450732762476,1978.8573992313607,1724.9182555767254,1754.9087410412142,1813.4412823491687,1953.3131658354716,2214.9681592268225,1751.653479603702,1755.2184365015862,1670.2547869755738,2023.772248743132,2219.7893859583764,2573.4478767588926,2541.078001952955,2534.4318292437843,2170.4657444111617,2313.4310284490984,2383.67066094279,2318.1992218398077
8,3204.3619025777575,1416.9648423458768,2202.188358108139,1631.1066864188076,615.743713768648,1122.1597837821948,573.2191072228142,1669.8893438861257,0.0,159.155981794224,1964.6997319029456,1721.1838132045273,2420.30939096402,1491.328005992797,1385.0326820051457,1300.6347364756498,1363.9945406866966,1962.5628149060274,592.0865035103232,1513.2929051104074,259.2266060731425,97.70390387363337,2131.1856823070693,4379.604660310452,1410.8854449132848,3205.3078720591666,3266.868072699256,2999.390239041926,3021.962399767369,3133.208479539674,3294.089086671451,3602.3462446673266,2972.0399370029513,3004.3628320420376,3016.342994250595,3383.8790872380478,3528.459426003407,3687.1068941422036,3721.4620176379217,3686.134970184533,3378.615373234499,3518.9188331000887,3587.6096741092047,3494.0338277923074
9,3048.9142976643866,1271.3307271708231,2064.4306464192337,1489.1303174532745,705.3009253327157,1203.926702307118,594.2906941277863,1513.7265452671813,159.155981794224,0.0,1826.2240879104568,1580.2502273727116,2288.3726603572895,1334.081533535091,1238.0248816971819,1152.2389704929979,1208.7670389640743,1823.1208634083807,433.324182443337,1357.4881532111253,112.56034089433831,256.81755964838663,1998.9824002771957,4220.655786764641,1263.9318880494027,3049.648456068428,3116.239077878199,2848.301496003795,2871.2431192646345,2980.9423558874646,3141.5344578945233,3448.7898253172225,2822.9090440920627,2854.2537126341567,2862.793801179295,3230.848674450935,3377.7835331683095,3546.00481525339,3577.141836731268,3543.1025825809857,3231.747922269945,3372.6961327812924,3441.702315440561,3349.09910201819
