,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.0,3115.5690862332185,3009.3199594472226,1503.8401732150608,1454.6018619634444,4289.2555696252575,2979.794146953697,4041.5519360932476,4382.347932938543,3222.2757103646304,2996.3868646054793,3017.9573111892896,425.69760479979556,1594.3156918714665,2361.5053231836678
1,3115.5690862332185,0.0,112.13803568163999,1900.2337475104455,1974.182030729408,1290.3469855716219,157.3791077881911,1069.7385766956143,1462.5930750696316,110.201625840667,141.34735387766244,222.8102972738433,3541.166837357638,1631.1717567440246,852.4766069432034
2,3009.3199594472226,112.13803568163999,0.0,1814.836564296419,1862.1692578998661,1400.6651335799556,52.279521425761004,1177.7706850374552,1569.7196047003763,213.16358811387408,41.57917673614381,161.7965764732079,3434.9934151217813,1538.5015176106706,773.0953535533504
3,1503.8401732150608,1900.2337475104455,1814.836564296419,0.0,1387.7291256498138,2902.368838503459,1804.4648469800277,2655.247374305743,2960.979514703675,2009.8153647876425,1818.243480374411,1886.6135951370022,1889.7086296032778,328.69331583213204,1049.7584031998404
4,1454.6018619634444,1974.182030729408,1862.1692578998661,1387.7291256498138,0.0,3256.6507716577976,1818.763912430982,3024.0940070452098,3407.2512832022485,2064.7109214915895,1835.5631692420977,1812.5226307781593,1842.156944978139,1154.4905827183566,1495.79282244756
5,4289.2555696252575,1290.3469855716219,1400.6651335799556,2902.368838503459,3256.6507716577976,0.0,1447.7197741953905,248.34756112478414,241.3895825826343,1213.2245487701953,1431.5503850190883,1482.0605244444287,4709.37468889651,2712.5570802737834,1927.7502606225628
6,2979.794146953697,157.3791077881911,52.279521425761004,1804.4648469800277,1818.763912430982,1447.7197741953905,0.0,1226.591218976087,1619.0546418677784,248.4234479796055,17.006502259287338,123.61557921067796,3405.4900446673923,1522.8439441054684,769.4021403443451
7,4041.5519360932476,1069.7385766956143,1177.7706850374552,2655.247374305743,3024.0940070452098,248.34756112478414,1226.591218976087,0.0,394.2049722202422,1001.486243177011,1210.9325419869062,1271.5360296090732,4461.418223033189,2464.209569422442,1680.1007572177134
8,4382.347932938543,1462.5930750696316,1569.7196047003763,2960.979514703675,3407.2512832022485,241.3895825826343,1619.0546418677784,394.2049722202422,0.0,1395.666454287338,1603.57185988341,1665.7032737808738,4798.576917549568,2793.602779263717,2027.6075644351188
9,3222.2757103646304,110.201625840667,213.16358811387408,2009.8153647876425,2064.7109214915895,1213.2245487701953,248.4234479796055,1001.486243177011,1395.666454287338,0.0,231.41731619602115,270.06577037316026,3647.934317602536,1741.37320281178,961.4299628921473
10,2996.3868646054793,141.34735387766244,41.57917673614381,1818.243480374411,1835.5631692420977,1431.5503850190883,17.006502259287338,1210.9325419869062,1603.57185988341,231.41731619602115,0.0,123.55325490657361,3422.083879112166,1537.5687380765112,781.6102428324695
11,3017.9573111892896,222.8102972738433,161.7965764732079,1886.6135951370022,1812.5226307781593,1482.0605244444287,123.61557921067796,1271.5360296090732,1665.7032737808738,270.06577037316026,123.55325490657361,0.0,3443.322159883479,1595.8374398820051,866.1424577756749
12,425.69760479979556,3541.166837357638,3434.9934151217813,1889.7086296032778,1842.156944978139,4709.37468889651,3405.4900446673923,4461.418223033189,4798.576917549568,3647.934317602536,3422.083879112166,3443.322159883479,0.0,2006.1289340834842,2782.01008651525
13,1594.3156918714665,1631.1717567440246,1538.5015176106706,328.69331583213204,1154.4905827183566,2712.5570802737834,1522.8439441054684,2464.209569422442,2793.602779263717,1741.37320281178,1537.5687380765112,1595.8374398820051,2006.1289340834842,0.0,800.6837700890012
14,2361.5053231836678,852.4766069432034,773.0953535533504,1049.7584031998404,1495.79282244756,1927.7502606225628,769.4021403443451,1680.1007572177134,2027.6075644351188,961.4299628921473,781.6102428324695,866.1424577756749,2782.01008651525,800.6837700890012,0.0
