,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0.0,3814.50450079803,3688.7206487432222,3277.6117863893987,2186.2190809728886,2126.6819551242984,2332.4935615683653,2731.2933119404042,1870.202702522634,1997.7439718263763,2199.6198707757676,2146.086891921013,2046.7875825374392,2158.007343084756,2186.9962099851705,2236.1434385393472,2142.564721581579,2192.29510048992,3384.835670717748,2191.6160423682954,423.8789629054403,4300.234986612871,891.1489708948833,675.7761008223616,704.0437262273829,540.6997376597968,275.9781026910228
1,3814.50450079803,0.0,327.9050553532954,642.3510086144869,2187.5775080489166,2372.1603001753524,2539.4868176409595,1102.1511183431853,2062.7634681217523,2022.2453039640045,1987.0205922280766,2012.7812995153001,2069.6031696867003,1895.9998259499325,2172.3523398909388,2484.8539905097928,2618.4677212720912,2841.929084854867,429.8211816599478,2859.5563485297475,3458.043924474637,6773.3398492841,4226.265948254872,3982.6155468952325,4165.6958935295515,3725.632892320326,3674.9909838993585
2,3688.7206487432222,327.9050553532954,0.0,416.39693406012225,2236.9387422688046,2424.3230540203094,2625.8130917172325,1060.4799025079767,2023.4097540181817,2011.2938716573092,2018.638424981912,2036.1535681151342,2078.971329389147,1903.3006724623597,2220.629999461697,2557.3107635242195,2682.8107717092585,2916.077782780339,424.5679134131323,2933.7759440427517,3314.2921809147747,6842.927506858525,4041.532269435513,3806.5730578737457,3993.4374622852056,3557.870716106422,3530.3341131032453
3,3277.6117863893987,642.3510086144869,416.39693406012225,0.0,1945.7047311781391,2132.264244143448,2365.004102696827,731.6096185680813,1661.3220688687254,1670.8926622848182,1715.3060307771088,1724.7626089417317,1754.2120831959996,1580.6465073729046,1928.6805748040706,2283.1756321028456,2398.5681035294306,2638.492958072575,359.1662431056006,2656.043394927841,2899.973594639652,6541.637696440226,3626.0281366790564,3390.352950028985,3577.09455749957,3141.4805697644015,3115.7497088682644
4,2186.2190809728886,2187.5775080489166,2236.9387422688046,1945.7047311781391,0.0,187.50609743552667,462.2340352222385,1215.6067813347042,599.7554083612627,435.78489989152354,239.36810159341644,252.89906776285852,296.57943717220166,409.88925228256636,17.44154968142306,352.80505449146307,453.4918607234336,695.7686372982015,1818.6437834083724,713.0885215153476,2010.1955918965314,4606.281963522824,2933.1110871033097,2662.5724580561673,2790.8472921440643,2390.8248261561093,2189.825890993964
5,2126.6819551242984,2372.1603001753524,2424.3230540203094,2132.264244143448,187.50609743552667,0.0,323.2881272222482,1401.616140745532,713.182683564578,571.1600040096955,419.97962827669556,422.37817586902736,437.0263989805035,579.6824459958992,204.1183241880796,197.93518250273186,270.2266509147662,514.0367737019221,2005.6899432801054,531.0337364376602,1985.2402941916678,4418.806792407486,2906.9303061147375,2638.2527008359866,2756.3956674175697,2371.0554477492506,2153.368093537528
6,2332.4935615683653,2539.4868176409595,2625.8130917172325,2365.004102696827,462.2340352222385,323.2881272222482,0.0,1643.9511248307208,1035.2976111172181,886.8350920583514,697.6306063089555,715.129749862245,749.1695814683906,871.7280438124127,479.09399149002553,127.18811355573517,192.66024189969443,314.6916180685099,2201.926289444398,331.34033178745784,2234.014484653307,4234.271590147461,3148.197046032682,2882.9705281334836,2988.954883816133,2622.2470178133544,2387.8815901100297
7,2731.2933119404042,1102.1511183431853,1060.4799025079767,731.6096185680813,1215.6067813347042,1401.616140745532,1643.9511248307208,0.0,967.6516992907387,951.4081631193985,983.8450875071492,993.3235169246481,1025.8364083296844,851.1339851580793,1198.475893089812,1556.8944037852916,1668.9700963442901,1910.0535211949757,678.4025044378071,1927.5268554445695,2394.541756482244,5810.553665816225,3215.1938862931734,2959.1101724325868,3134.1612816226116,2691.7425410797055,2610.633978331004
8,1870.202702522634,2062.7634681217523,2023.4097540181817,1661.3220688687254,599.7554083612627,713.182683564578,1035.2976111172181,967.6516992907387,0.0,178.30615774172736,439.7153967959571,389.607398637645,307.7973428928135,315.3940457087488,586.720166804985,911.0938970400172,955.6713577250637,1186.8716006989184,1644.7116617905374,1201.60364065894,1603.8370170605451,4928.189833965453,2505.3423421712673,2235.3515375183692,2386.43537904369,1958.7972884563544,1807.2025515342782
9,1997.7439718263763,2022.2453039640045,2011.2938716573092,1670.8926622848182,435.78489989152354,571.1600040096955,886.8350920583514,951.4081631193985,178.30615774172736,0.0,261.41822256603155,211.68806331151177,139.26213336600796,160.26421455649538,421.3028260448918,766.5362472109962,829.1801784737474,1068.4586363933327,1615.6767976972224,1084.2440534029402,1752.4151101588866,4882.241290532535,2661.826946002507,2391.104520203977,2537.5165214220333,2114.8188206477157,1951.1039382717302
10,2199.6198707757676,1987.0205922280766,2018.638424981912,1715.3060307771088,239.36810159341644,419.97962827669556,697.6306063089555,983.8450875071492,439.7153967959571,261.41822256603155,0.0,55.25602320874987,156.01810537767295,178.09739662286475,221.94098535710583,591.8821587801341,689.762804396875,933.1469356583132,1604.8830182749562,950.3131479623642,1980.7206594007382,4829.35282860713,2897.2528203220772,2626.092435713216,2766.4797671249316,2350.71416455664,2173.050099533288
11,2146.086891921013,2012.7812995153001,2036.1535681151342,1724.7626089417317,252.89906776285852,422.37817586902736,715.129749862245,993.3235169246481,389.607398637645,211.68806331151177,55.25602320874987,0.0,100.87801991471858,157.94685689845093,236.0736534386046,603.9517172832358,692.3303794352454,936.1862129938648,1625.2985770005769,953.0704167817242,1925.6165715567984,4817.313144691894,2842.017577827535,2570.859671879402,2711.394222189992,2295.4677655718474,2118.212194567828
12,2046.7875825374392,2069.6031696867003,2078.971329389147,1754.2120831959996,296.57943717220166,437.0263989805035,749.1695814683906,1025.8364083296844,307.7973428928135,139.26213336600796,156.01810537767295,100.87801991471858,0.0,175.6819578538121,282.26276009065487,630.306905491106,700.2194625670895,941.9994256095154,1673.8297534933845,958.223704456941,1824.7400853933252,4788.990122764905,2741.2858989677393,2470.1196276905475,2610.5162814964146,2194.790582777536,2017.4371108425175
13,2158.007343084756,1895.9998259499325,1903.3006724623597,1580.6465073729046,409.88925228256636,579.6824459958992,871.7280438124127,851.1339851580793,315.3940457087488,160.26421455649538,178.09739662286475,157.94685689845093,175.6819578538121,0.0,392.823172159045,761.7394282653848,849.2200428603146,1092.9896906161152,1498.4689832826532,1109.7697747760333,1910.079869779176,4961.40004726929,2816.93607663495,2546.4899757463104,2694.638613294261,2270.0359008268997,2109.892550646817
14,2186.9962099851705,2172.3523398909388,2220.629999461697,1928.6805748040706,17.44154968142306,204.1183241880796,479.09399149002553,1198.475893089812,586.720166804985,421.3028260448918,221.94098535710583,236.0736534386046,282.26276009065487,392.823172159045,0.0,370.1584067149003,470.7194539079509,713.1066549309808,1802.5717771514244,730.4165173266994,2007.7735684272445,4622.721330282599,2930.526513584991,2659.876747741588,2789.063355780304,2387.7850882300077,2188.4034009907136
15,2236.1434385393472,2484.8539905097928,2557.3107635242195,2283.1756321028456,352.80505449146307,197.93518250273186,127.18811355573517,1556.8944037852916,911.0938970400172,766.5362472109962,591.8821587801341,603.9517172832358,630.306905491106,761.7394282653848,370.1584067149003,0.0,145.35032525005803,358.83597840735274,2134.952560783036,376.53736867724234,2124.0777348861607,4290.416570641774,3041.239271439836,2774.7849011498565,2884.6439658819913,2511.909685336018,2282.459694347394
16,2142.564721581579,2618.4677212720912,2682.8107717092585,2398.5681035294306,453.4918607234336,270.2266509147662,192.66024189969443,1668.9700963442901,955.6713577250637,829.1801784737474,689.762804396875,692.3303794352454,700.2194625670895,849.2200428603146,470.7194539079509,145.35032525005803,0.0,243.86047009895788,2261.9414165093235,260.8111260478139,2053.554531476176,4161.0447906232985,2964.3311999459197,2700.3107971968616,2803.0975971153807,2441.904083134676,2203.1461599358245
17,2192.29510048992,2841.929084854867,2916.077782780339,2638.492958072575,695.7686372982015,514.0367737019221,314.6916180685099,1910.0535211949757,1186.8716006989184,1068.4586363933327,933.1469356583132,936.1862129938648,941.9994256095154,1092.9896906161152,713.1066549309808,358.83597840735274,243.86047009895788,0.0,2493.7876389344115,17.70139588582994,2148.943820484303,3932.2048161252833,3042.3312519381916,2784.1227625863607,2873.0275491474267,2535.256646611534,2281.232595434323
18,3384.835670717748,429.8211816599478,424.5679134131323,359.1662431056006,1818.6437834083724,2005.6899432801054,2201.926289444398,678.4025044378071,1644.7116617905374,1615.6767976972224,1604.8830182749562,1625.2985770005769,1673.8297534933845,1498.4689832826532,1802.5717771514244,2134.952560783036,2261.9414165093235,2493.7876389344115,0.0,2511.4889614918543,3030.131999450924,6422.897015032672,3808.193911559364,3561.748272339961,3743.4657451455187,3302.5384289514213,3247.082360428088
19,2191.6160423682954,2859.5563485297475,2933.7759440427517,2656.043394927841,713.0885215153476,531.0337364376602,331.34033178745784,1927.5268554445695,1201.60364065894,1084.2440534029402,950.3131479623642,953.0704167817242,958.223704456941,1109.7697747760333,730.4165173266994,376.53736867724234,260.8111260478139,17.70139588582994,2511.4889614918543,0.0,2151.698144368273,3914.5362849763274,3043.4658976161886,2785.7647661410047,2873.598825279889,2537.702068759369,2282.6181070694406
20,423.8789629054403,3458.043924474637,3314.2921809147747,2899.973594639652,2010.1955918965314,1985.2402941916678,2234.014484653307,2394.541756482244,1603.8370170605451,1752.4151101588866,1980.7206594007382,1925.6165715567984,1824.7400853933252,1910.079869779176,2007.7735684272445,2124.0777348861607,2053.554531476176,2148.943820484303,3030.131999450924,2151.698144368273,0.0,4649.948304854219,923.1230213969396,653.2750966939037,785.8345426704914,388.35289736712133,216.95285667896272
21,4300.234986612871,6773.3398492841,6842.927506858525,6541.637696440226,4606.281963522824,4418.806792407486,4234.271590147461,5810.553665816225,4928.189833965453,4882.241290532535,4829.35282860713,4817.313144691894,4788.990122764905,4961.40004726929,4622.721330282599,4290.416570641774,4161.0447906232985,3932.2048161252833,6422.897015032672,3914.5362849763274,4649.948304854219,0.0,4972.76009604955,4883.311806721548,4796.086826424041,4834.288001704281,4572.919962264197
22,891.1489708948833,4226.265948254872,4041.532269435513,3626.0281366790564,2933.1110871033097,2906.9303061147375,3148.197046032682,3215.1938862931734,2505.3423421712673,2661.826946002507,2897.2528203220772,2842.017577827535,2741.2858989677393,2816.93607663495,2930.526513584991,3041.239271439836,2964.3311999459197,3042.3312519381916,3808.193911559364,3043.4658976161886,923.1230213969396,4972.76009604955,0.0,271.19389841340603,194.0004341213384,547.0122068226029,761.897942210813
