,courier_id,gps_lng,gps_lat,ds,depot,order_id,gps_time
0,4849,126.56649999999999,43.871,730,1,,
1,4849,126.57109,43.8521,730,0,2725677.0,07-30 10:03:00
2,4849,126.57309,43.85076,730,0,3606872.0,07-30 10:48:00
3,4849,126.57245,43.84795,730,0,3230202.0,07-30 10:58:00
4,4849,126.56791,43.84716,730,0,66879.0,07-30 11:09:00
5,4849,126.57454,43.8449,730,0,364503.0,07-30 11:41:00
6,4849,126.58182,43.84469,730,0,1126853.0,07-30 12:11:00
7,4849,126.58386,43.84621,730,0,1705990.0,07-30 12:38:00
8,4849,126.58291,43.84095,730,0,2758276.0,07-30 13:38:00
9,4849,126.57328,43.84392,730,0,332981.0,07-30 11:19:00
10,4849,126.57931,43.84398,730,0,1563807.0,07-30 12:18:00
11,4849,126.58286,43.84628,730,0,4084198.0,07-30 12:27:00
12,4849,126.58258,43.84193,730,0,235400.0,07-30 13:07:00
13,4849,126.58481,43.84192,730,0,2896001.0,07-30 13:21:00
14,4849,126.57066,43.85138,730,0,662417.0,07-30 10:08:00
15,4849,126.58273,43.84155,730,0,3240502.0,07-30 13:13:00
16,4849,126.58419,43.83756,730,0,2164374.0,07-30 13:54:00
17,4849,126.5822,43.83795,730,0,2946569.0,07-30 14:04:00
18,4849,126.57927,43.83685,730,0,75319.0,07-30 14:13:00
19,4849,126.56946,43.84082,730,0,1052331.0,07-30 15:17:00
20,4849,126.5734,43.84489,730,0,3718557.0,07-30 11:27:00
21,4849,126.57238,43.84503,730,0,1124142.0,07-30 11:33:00
22,4849,126.57896,43.8423,730,0,3863661.0,07-30 11:50:00
23,4849,126.57993,43.84282,730,0,2206618.0,07-30 11:56:00
24,4849,126.58151,43.84185,730,0,1657547.0,07-30 13:31:00
25,4849,126.57631,43.84053,730,0,498269.0,07-30 14:33:00
26,4849,126.57609,43.83881,730,0,2123601.0,07-30 14:47:00
27,4849,126.58357,43.839,730,0,4367213.0,07-30 13:43:00
28,4849,126.57357,43.84023,730,0,291104.0,07-30 14:54:00
29,4849,126.58308,43.84663,730,0,1196661.0,07-30 12:43:00
