,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,0.0,3316.072564251448,3121.0269587397665,3598.088865871431,3588.864757654868,2633.5657970057255,2999.072351397171,2990.280248197368,2276.9366581089675,2235.9820737803584,2224.7071803302865,2219.8829691057276,2231.316931351921,2169.2101305147817,2010.189078978366,2178.7373377711583,2052.2246729623316,2170.1631401833997,2192.876309749132,1821.5826032599277,1938.8224319743572,601.6599896585782,704.4702003730354,742.3461558144256,574.1476242306971,520.5442265121173,1007.0115620179894,492.03765978203165,1106.451209987788,418.16318129879363,545.9890685712388,520.464376381414,573.8905887214672,177.4913097597864,959.3751289486376,4218.909512290951
1,3316.072564251448,0.0,267.72407092089406,282.1932645484365,402.96790088516076,809.0846822008345,2710.466621104205,2716.0304383447988,1798.0543237080929,2135.3678670461063,2118.933049542656,2051.136342609271,2175.5671308540504,2185.0294111324556,1787.8524960930156,1637.4825786707488,1718.6246787183063,1467.962124560205,1617.6713144331936,1786.2751930066495,1685.9505277140574,3616.091523718162,3390.1062350362,3411.754939113024,3544.409263976522,3831.198570938744,4275.868921180666,3597.5501053270464,4008.1621687658576,3105.9777039240903,3041.1970795276798,3030.2129466485835,2841.3852547410406,3203.6449362309713,3688.9151126889446,6534.828400223968
2,3121.0269587397665,267.72407092089406,0.0,510.3659745338627,669.0138823921882,760.985523895291,2770.850420074146,2775.320893048067,1782.0299873361691,2121.491298940361,2103.419568220158,2033.9169733103884,2161.507116742841,2163.3605223246473,1727.4338709441186,1595.4525255598753,1659.9159665036475,1406.1559411341505,1576.7062218995045,1690.9501745622358,1601.68278175737,3394.6670928553426,3160.174786129237,3180.4011469059587,3322.5774764208936,3631.5401862451045,4065.219077185283,3381.5306624437044,3773.9368394564262,2891.242196004394,2820.7352085470206,2811.574765929239,2628.337909649373,3000.9902403221545,3452.7570962291893,6473.8879839337515
3,3598.088865871431,282.1932645484365,510.3659745338627,0.0,319.4661898506358,1069.2434172036344,2875.6671387252277,2882.130451853596,2026.378458237091,2359.4055977702264,2344.090743660302,2277.8541301600826,2399.411321584016,2413.369412591892,2039.2655416328803,1881.4510238481805,1969.7852736805746,1722.6876099160415,1861.310443879606,2051.708865118274,1947.9326070573163,3893.6873552558477,3664.4343471275474,3685.431728121679,3821.8611170184613,4112.951231075984,4556.225867476762,3876.6533053800526,4280.492487382015,3385.2799924709157,3318.953344936744,3308.496598077733,3120.9932968787216,3485.0285455943085,3960.1240546253835,6775.90426974271
4,3588.864757654868,402.96790088516076,669.0138823921882,319.4661898506358,0.0,973.6252486565571,2610.234676111861,2617.3825663639473,1838.7039156882195,2161.1953853879395,2147.676384802944,2084.4820444116313,2200.512923000161,2221.0039370837867,1893.0910618552318,1722.8680172993722,1824.1724195036443,1589.685855154031,1702.4706792834659,1940.5336817501225,1828.5981550373886,3927.9743748111323,3716.2855457071805,3740.1251425812716,3857.20593095609,4108.317824478854,4568.4523836276285,3901.0324565624696,4339.46063666103,3409.8120909552636,3354.1263605876748,3340.4116365838486,3144.2588487884364,3488.600239935647,4024.2123793730443,6589.319871028213
5,2633.5657970057255,809.0846822008345,760.985523895291,1069.2434172036344,973.6252486565571,0.0,2051.5392474163514,2054.7764926171117,1021.4405894327742,1360.7557773221358,1342.5666071215367,1273.0004845739245,1400.7263459350468,1402.4341143989668,980.2893622950766,837.6092444997525,911.3623354751007,659.3924166551211,818.4275231815285,982.9516819949679,878.8027170220485,3011.076779901022,2824.218350836233,2851.8048657970267,2942.173440811708,3154.0956653256676,3625.542648422884,2973.2942703175577,3450.832696574456,2486.5694473731814,2444.33048973045,2426.7096137260273,2222.69060062582,2543.7814594009387,3146.285821189741,5730.086308137922
6,2999.072351397171,2710.466621104205,2770.850420074146,2875.6671387252277,2610.234676111861,2051.5392474163514,0.0,12.542399297617898,1144.2466656217448,910.0645652241374,930.4816132416616,981.0084446947822,889.5671368851605,940.4978240248751,1396.603979077978,1384.8524226700833,1423.243167823445,1589.6994300687713,1393.1442873556557,1620.7553670513341,1589.178060704571,3585.873594425656,3571.08914959682,3610.4563662035607,3542.521003213436,3405.751022911674,3900.733274284296,3486.999515700193,4097.895630339417,3148.118101886428,3194.13958563729,3160.241456679329,2972.279006375021,3035.016480325875,3894.8082015155665,4223.717904720102
7,2990.280248197368,2716.0304383447988,2775.320893048067,2882.130451853596,2617.3825663639473,2054.7764926171117,12.542399297617898,0.0,1143.6965781070696,906.5471957708928,927.0557288544654,978.1965237647022,885.5904072573655,936.0566412856766,1394.459950863374,1384.3590586093264,1421.663137223094,1589.708191558506,1392.8187998125657,1617.9262607108242,1587.2429793564002,3577.4492798630736,3563.4871595830477,3602.8773784867344,3534.249684665963,3396.0935856022165,3890.842659881698,3478.3829663750153,4089.437065212138,3140.5330802876083,3186.936787744499,3152.997488971727,2965.361325624735,3026.754680299167,3886.956342252915,4212.23619808505
8,2276.9366581089675,1798.0543237080929,1782.0299873361691,2026.378458237091,1838.7039156882195,1021.4405894327742,1144.2466656217448,1143.6965781070696,0.0,339.5459131205162,321.91704311236197,253.2475395843906,379.6450540441259,387.28688057541643,298.9473780914987,240.70452339379213,297.66840188076225,449.7705990213532,250.03817766929708,536.9204950972725,468.7504461308404,2798.290179868887,2707.729990930492,2743.991025949503,2741.321811446295,2766.2479687307527,3271.3463378095116,2722.7070371510795,3298.6115530963716,2297.9884267232947,2309.5649851712487,2280.3227671709683,2073.1156331705465,2254.3638629247807,3044.347208633931,4753.185012414517
9,2235.9820737803584,2135.3678670461063,2121.491298940361,2359.4055977702264,2161.1953853879395,1360.7557773221358,910.0645652241374,906.5471957708928,339.5459131205162,0.0,21.618286521448805,89.94326222892582,40.21243788757776,77.71833031889676,503.40033907078674,549.475746490716,544.5343405533396,762.0801297092636,564.6799002538041,714.3637668251132,697.4127872447363,2793.0066208792878,2738.8982599147016,2777.029567684137,2741.9589746135284,2696.9237102316124,3203.089510856972,2705.996937569915,3302.442271796405,2318.7353256860993,2348.7527228462664,2316.7095192612837,2118.1567473257487,2240.047717706601,3071.238885536156,4428.238354757057
