,courier_id,gps_time,gps_lng,gps_lat,ds,depot,order_id
0,949,06-15 07:37:00,126.566,43.871,615,1,
1,949,06-15 09:26:00,126.588,43.844,615,1,
2,949,06-15 11:07:00,126.59535,43.85374,615,0,3044914.0
3,949,06-15 11:42:00,126.59075,43.86186,615,0,637259.0
4,949,06-15 12:07:00,126.58966,43.86327,615,0,2917726.0
5,949,06-15 13:03:00,126.58625,43.85988,615,0,2831540.0
6,949,06-15 08:52:00,126.59144,43.84932,615,0,662137.0
7,949,06-15 11:35:00,126.58706,43.86261,615,0,3400600.0
8,949,06-15 11:50:00,126.59162,43.86109,615,0,994710.0
9,949,06-15 12:01:00,126.59532,43.86105,615,0,3853786.0
10,949,06-15 09:45:00,126.58709,43.84038,615,0,393583.0
11,949,06-15 09:50:00,126.58783,43.8397,615,0,1371559.0
12,949,06-15 09:56:00,126.58999,43.83787,615,0,3398118.0
13,949,06-15 10:19:00,126.59138,43.84003,615,0,2295072.0
14,949,06-15 10:30:00,126.59261,43.84242,615,0,2737525.0
15,949,06-15 10:39:00,126.59558,43.84199,615,0,3772174.0
16,949,06-15 10:47:00,126.5938,43.84381,615,0,4007577.0
17,949,06-15 09:02:00,126.58974,43.84713,615,0,3956215.0
18,949,06-15 09:14:00,126.59093,43.84527,615,0,1607907.0
19,949,06-15 10:12:00,126.59236,43.84075,615,0,2548707.0
20,949,06-15 09:08:00,126.58996,43.84621,615,0,2663310.0
21,949,06-15 09:30:00,126.5872,43.84238,615,0,2021471.0
