,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,0.0,1917.6717813498944,1969.029776201884,2105.8267366612913,2109.4464743408653,2194.0731456109897,3315.6724637239545,3544.6499462553893,2212.5129949722505,2203.5264854750303,2305.545397258337,2312.5927947740306,3237.177063340504,3561.1011332422627,3516.6298509612975,368.19219603214555,333.70631641032963,327.42777933503896,439.4875026916915,1072.4971109216033,4391.607123022422,76.68706582815398,4396.112551421084
1,1917.6717813498944,0.0,81.33005591222518,270.38554509392264,240.92123948758913,283.2655450761923,1814.3205722104963,2219.749095180139,442.1803205217798,424.6473809592733,805.9898882782977,828.2426555567761,1604.3555444475119,1883.5136859447548,1972.404386115132,2269.3796571172893,2225.3445232177273,1684.395984092855,2357.1228750258665,2970.766596877438,4976.450352548227,1953.2816680185774,4976.663179423349
2,1969.029776201884,81.33005591222518,0.0,296.2232388618943,255.82517495747175,260.01560197162223,1733.0987132170642,2139.8336638877727,469.468470697245,451.2741325496511,853.1612068437114,876.007234398543,1523.3750257436177,1803.6969027228486,1891.0913973483302,2323.772950860994,2272.5578235122643,1727.5646322142372,2408.125093827858,3016.239439115282,5056.670006335547,2002.4054058354586,5056.852608101313
3,2105.8267366612913,270.38554509392264,296.2232388618943,0.0,51.01809192079428,167.8711467056565,1895.332482677249,2330.438436877507,173.64958610736107,155.63182004845098,566.0248746323397,589.4413323898593,1651.5898530468608,1901.3449804558393,2033.9715749945558,2446.0789715555165,2423.6198231043654,1895.647140792261,2544.0803834983653,3171.261133258227,4890.265186753132,2147.668655527948,4889.893956844635
4,2109.4464743408653,240.92123948758913,255.82517495747175,51.01809192079428,0.0,124.26940410523949,1847.0051004099612,2280.6732630937477,215.5005661428247,197.16895600822258,614.9997009465877,638.5091649316495,1605.5370909330313,1858.2577622146705,1987.0809499821141,2452.756553475461,2424.8634276110474,1892.9256954652124,2548.317037886503,3172.25175831524,4937.360520867983,2149.7382012587796,4937.034051488007
5,2194.0731456109897,283.2655450761923,260.01560197162223,167.8711467056565,124.26940410523949,0.0,1729.240324010926,2167.8046962000226,286.67366075001956,269.7768393934401,697.6085037871527,721.4016362106397,1483.7675284250713,1734.3362147644434,1866.4404440861179,2542.2207027478344,2504.8281679776615,1966.2408192666408,2633.514093480402,3251.084183589455,5057.800802805123,2231.5552888212364,5057.405167345319
6,3315.6724637239545,1814.3205722104963,1733.0987132170642,1895.332482677249,1847.0051004099612,1729.240324010926,0.0,485.2168684538777,1993.0837360336177,1979.8216274462538,2379.3180008922454,2402.0805515744023,318.8801164298257,446.9510896111404,206.78207709370588,3680.8410650725837,3534.5539607830915,2999.804989427666,3711.590453530622,4193.041319264513,6781.774740926151,3316.7540564196674,6781.634832989315
7,3544.6499462553893,2219.749095180139,2139.8336638877727,2330.438436877507,2280.6732630937477,2167.8046962000226,485.2168684538777,0.0,2441.123777981703,2426.830857765881,2836.550700106887,2859.6995726231517,802.4121798761706,828.3161186295956,491.64156523269247,3901.613430088825,3730.7863601256804,3220.1869679174188,3914.8258664637146,4344.235871022196,7195.988529827554,3536.1119878580002,7196.2549345741
8,2212.5129949722505,442.1803205217798,469.468470697245,173.64958610736107,215.5005661428247,286.67366075001956,1993.0837360336177,2441.123777981703,0.0,18.338502750578996,410.9425034191362,434.73407904905633,1733.3269345027018,1963.628862398457,2120.1117261914337,2543.6328383979258,2535.699288393312,2018.636663430235,2648.103080103621,3282.8387497435247,4811.6521309235795,2258.265005222625,4810.922521143168
9,2203.5264854750303,424.6473809592733,451.2741325496511,155.63182004845098,197.16895600822258,269.7768393934401,1979.8216274462538,2426.830857765881,18.338502750578996,0.0,428.0462498273778,451.8277430333832,1721.4010580592421,1953.551915424549,2107.8965891792254,2535.745434649936,2526.1491159662846,2007.7288193791235,2639.495834794759,3273.4313895132796,4822.493387779762,2248.8397680980725,4821.798215657284
10,2305.545397258337,805.9898882782977,853.1612068437114,566.0248746323397,614.9997009465877,697.6085037871527,2379.3180008922454,2836.550700106887,410.9425034191362,428.0462498273778,0.0,23.79627577955065,2106.1233050955393,2312.849283950726,2494.770348160851,2605.1703335824263,2638.006535505087,2162.4405318919157,2725.8375888380406,3374.389836610819,4469.472052393278,2361.3122927003556,4468.193673686103
11,2312.5927947740306,828.2426555567761,876.007234398543,589.4413323898593,638.5091649316495,721.4016362106397,2402.0805515744023,2859.6995726231517,434.73407904905633,451.8277430333832,23.79627577955065,0.0,2128.320016855475,2333.916858857617,2516.990404511853,2610.197447127168,2645.30449238857,2172.419277758736,2731.695296783895,3380.678084417778,4449.737487991993,2368.8672299584305,4448.425854734442
12,3237.177063340504,1604.3555444475119,1523.3750257436177,1651.5898530468608,1605.5370909330313,1483.7675284250713,318.8801164298257,802.4121798761706,1733.3269345027018,1721.4010580592421,2106.1233050955393,2128.320016855475,0.0,327.5867201382567,388.71029910533935,3605.0943048326076,3478.2720354173316,2931.449635840896,3648.574658845247,4163.726112954469,6540.7944083249395,3245.495182326197,6540.302313108864
13,3561.1011332422627,1883.5136859447548,1803.6969027228486,1901.3449804558393,1858.2577622146705,1734.3362147644434,446.9510896111404,828.3161186295956,1963.628862398457,1953.551915424549,2312.849283950726,2333.916858857617,327.5867201382567,0.0,337.195750585214,3929.1770546605367,3804.6929649473286,3256.9521984224266,3974.2757504574015,4491.298296536977,6773.849601537991,3570.43244525609,6772.968893327822
