,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,0.0,2645.5193510928375,2811.942944280598,2412.5224686143747,1849.25539686029,1987.2611560178618,2592.1286077416844,2835.628386607879,2677.8065231697046,2645.638623586035,2308.154937860879,2092.1359330011537,2262.67204528524,3178.203588217006,3313.191444252616,3449.472378212917,3365.3635995641744,3482.529176559966,3766.721244078522,3970.0764149604697,3823.0528186245,3418.3001362217037,3202.8792936269633,3089.1435629019434,3140.213119367432,1912.0277223881426,2994.5901526315506,3071.1919586487725,3373.039011850157,3653.280482685022,3389.3197979452025,3832.2196230917175,2649.8937730543234,2685.625290324328
1,2645.5193510928375,0.0,311.43883484489027,700.1045928128602,807.3963940305123,677.0799767374205,269.38683257766013,228.8446381646349,342.8738337686875,529.1719646564875,393.688546292779,689.84439758101,604.9884619400092,820.3997981780731,940.5339491056525,1133.5324676683913,869.7781309831345,838.4359418066612,1126.4013945701697,1340.7224424003552,1198.1376862240138,856.135423202136,564.56362071774,487.3361912531274,519.0660715651525,733.5044116355296,467.2777711786442,490.06263804645727,881.0161442744143,1100.1695497657947,755.6672868072941,1207.0386108616217,691.5082977865707,695.7441111330614
2,2811.942944280598,311.43883484489027,0.0,587.3437502348573,1026.952856796907,912.7954343148987,220.12345970164307,143.25255396438368,159.99588709741636,328.2444707517671,505.1244163744892,744.7045635081158,599.4376144212756,510.5309810708165,634.7363252440417,825.8336850897138,590.8048410856209,757.5231237740222,1045.254403622337,1276.1809335150797,1148.2067592775543,909.6795489012513,546.7189561316225,564.7309896118511,555.8500410871336,926.2588084258433,187.0282360473632,261.38148957798086,601.0474946691556,853.8987864242905,599.2755106402366,1156.1765409856746,479.11361036797723,469.60420210005634
3,2412.5224686143747,700.1045928128602,587.3437502348573,0.0,881.618486777568,837.889071998512,440.92201311915863,704.0336975099251,430.9872287919168,280.4429453433279,436.6856164118433,375.0042631865621,222.33685106222947,776.4206957490145,907.0047210160388,1036.9917202221302,993.10517957143,1338.239761296247,1620.481108411318,1853.5686222124652,1730.5633471896963,1488.9539117412626,1132.744581115317,1129.1329498725497,1132.546506474893,748.947801633398,710.3788802116271,815.4758322639289,998.4071845607126,1290.8215029927728,1157.3711448197005,1738.2669452501948,237.37164680644022,273.1094475942776
4,1849.25539686029,807.3963940305123,1026.952856796907,881.618486777568,0.0,139.01871388557305,822.3697517540087,1016.2852625213739,928.6571093660806,982.368062555776,545.1484922824742,522.4619878167564,659.9972265176992,1486.9497529866312,1623.6258138227736,1797.637277843757,1615.5945263034114,1637.1399790840942,1918.7093850536567,2120.8439752791433,1973.9478338867434,1576.8143969158002,1355.530542650481,1240.12605084912,1291.0353541170955,132.96034095802548,1213.6824829121078,1270.1851870134492,1625.367019855159,1878.9901237441861,1562.304588172129,1983.1055525015004,1070.404686823078,1099.6438981979165
5,1987.2611560178618,677.0799767374205,912.7954343148987,837.889071998512,139.01871388557305,0.0,717.2361517882358,891.6503299043053,826.8839124834838,901.6918641357773,455.8173072353301,508.1543138723694,616.6254008534936,1388.1672149286505,1523.3953140970173,1702.2805459885735,1503.4840896525345,1501.7656138992136,1782.0211091853919,1982.8669324941304,1835.7920385763894,1437.8031669193447,1219.4460889102002,1101.8880556650406,1153.5297471142283,157.6394772559855,1098.2290351061401,1148.9389595223038,1513.6092084819118,1760.2226317155698,1432.7455223999614,1844.95851671047,1005.499640269305,1032.1501937753742
6,2592.1286077416844,269.38683257766013,220.12345970164307,440.92201311915863,822.3697517540087,717.2361517882358,0.0,284.6139552347485,112.14314972604049,265.8545915776293,287.6465515896884,529.1695885006318,396.1768137081951,672.153995120087,806.4927313246725,988.0517740222936,795.2502423504465,957.1820744803697,1248.062307367366,1475.8211805156568,1342.5380184240998,1059.8413789533117,718.9835756177122,694.1441103335889,704.7060029386718,714.8581336572528,403.33992463296147,481.09607025038684,804.6752024278355,1068.7028562291216,814.4786104359142,1350.864611030078,425.55116481569445,433.11120182106185
7,2835.628386607879,228.8446381646349,143.25255396438368,704.0336975099251,1016.2852625213739,891.6503299043053,284.6139552347485,0.0,275.1636318665401,461.84083364390665,535.2885819422514,806.8710203583732,680.7301704676634,611.8702904407336,723.8567257500177,918.2352959604109,641.6664283441074,676.1589268464975,967.7624099900157,1193.5147958663242,1058.7548832488349,784.9202165210121,435.0357436013935,429.2312430606743,428.52447914484594,929.4172378169472,244.82030986029596,261.7849905186853,653.0059177671224,873.5577303014464,553.7248926717542,1067.1537142025563,617.8874686630232,610.3769128587948
8,2677.8065231697046,342.8738337686875,159.99588709741636,430.9872287919168,928.6571093660806,826.8839124834838,112.14314972604049,275.1636318665401,0.0,194.32996163595047,387.0799362788435,596.1244653109951,443.50842275368956,561.3869731985815,696.5746079311045,876.6296899272329,695.7485490776239,917.4983905088063,1204.8957490680168,1436.0626210583112,1308.167716679707,1059.1283198832864,701.9097516763794,703.869966137313,703.0450565802037,817.3900308500234,320.8201244175684,412.36223854558966,704.644558998133,976.4213675774411,754.9357737014375,1316.1489675722892,356.656371958449,356.46422181280496
9,2645.638623586035,529.1719646564875,328.2444707517671,280.4429453433279,982.368062555776,901.6918641357773,265.8545915776293,461.84083364390665,194.32996163595047,0.0,446.2453744890363,556.6323893947972,383.54377309167546,534.3950541736194,671.2810002160788,827.4234216815117,727.9434697959726,1063.2044220461744,1342.6828473461142,1576.1402583885147,1455.6250321549235,1237.7985747421487,872.7027648912401,890.4877049544533,884.0120638778741,858.3186173148687,431.04889613093394,537.305349048712,734.3835984243993,1023.7919686055341,877.664531103401,1463.1491182518448,163.02423902630454,167.3448962530434
