,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.0,3161.314098821229,3193.1190950600585,2530.6673394338304,2547.244804258171,3393.2523571222328,3150.227495207534,3358.8600216669374,3974.4115746862935,3067.976218315618,509.72478735630534,3121.6830854728896,3046.286533734124,3614.191384025371,3557.810572056896
1,3161.314098821229,0.0,861.1601693327806,946.5365275568735,915.0171387387294,319.4388231635942,217.31600202073673,923.9009219096217,1003.6093926739798,815.7433638360222,2711.731515374777,172.62144680947992,809.9994747751205,544.5923065677671,398.9441264414436
2,3193.1190950600585,861.1601693327806,0.0,1609.4534129640704,1580.429836416817,1127.7001873172326,643.87202710348,166.96738586938108,866.9643508317581,129.5798864214153,2831.0453499295977,1024.6467783295946,152.00172029315712,747.8565674585677,942.4127958316118
3,2530.6673394338304,946.5365275568735,1609.4534129640704,0.0,31.559186575237728,1015.4904640091466,1090.0463008981746,1732.5217935742603,1950.1249367577607,1507.8157925799098,2033.755556646947,808.7108069503871,1490.8477936513987,1489.7790521265465,1294.56413626072
4,2547.244804258171,915.0171387387294,1580.429836416817,31.559186575237728,0.0,986.1198663233954,1058.688730624004,1702.7185170413277,1918.6127833358582,1479.4807231098312,2051.684089306519,777.615187892138,1462.652033430055,1458.327282167908,1263.8257351047685
5,3393.2523571222328,319.4388231635942,1127.7001873172326,1015.4904640091466,986.1198663233954,0.0,506.0375625932743,1159.2679160954056,1033.4791242107133,1102.724547965683,2926.918526537006,275.1464405516265,1100.1696108542421,590.6813586875583,323.6562838114808
6,3150.227495207534,217.31600202073673,643.87202710348,1090.0463008981746,1058.688730624004,506.0375625932743,0.0,710.1979408316927,893.2540668534194,602.1416449873103,2719.7014774158124,384.2693612442964,597.7534519623131,469.20371310198186,448.10732586104075
7,3358.8600216669374,923.9009219096217,166.96738586938108,1732.5217935742603,1702.7185170413277,1159.2679160954056,710.1979408316927,0.0,738.4408053492958,295.9049103845716,2998.0107616943264,1094.067929351847,318.2875665282349,703.2751290245611,933.8360109368595
8,3974.4115746862935,1003.6093926739798,866.9643508317581,1950.1249367577607,1918.6127833358582,1033.4791242107133,893.2540668534194,738.4408053492958,0.0,964.9390855297739,3570.998758280436,1150.3611833034095,982.8028470276845,462.72481572392627,709.8893509643333
9,3067.976218315618,815.7433638360222,129.5798864214153,1507.8157925799098,1479.4807231098312,1102.724547965683,602.1416449873103,295.9049103845716,964.9390855297739,0.0,2702.751083927372,970.5941826293795,22.42327974363491,789.6012830383953,952.2359138093979
10,509.72478735630534,2711.731515374777,2831.0453499295977,2033.755556646947,2051.684089306519,2926.918526537006,2719.7014774158124,2998.0107616943264,3570.998758280436,2702.751083927372,0.0,2659.087620407157,2680.524530806635,3188.006059236367,3110.455991963108
11,3121.6830854728896,172.62144680947992,1024.6467783295946,808.7108069503871,777.615187892138,275.1464405516265,384.2693612442964,1094.067929351847,1150.3611833034095,970.5941826293795,2659.087620407157,0.0,962.9636874077438,687.6643778739281,489.4068983474566
12,3046.286533734124,809.9994747751205,152.00172029315712,1490.8477936513987,1462.652033430055,1100.1696108542421,597.7534519623131,318.2875665282349,982.8028470276845,22.42327974363491,2680.524530806635,962.9636874077438,0.0,798.9891968951177,955.9820098679029
13,3614.191384025371,544.5923065677671,747.8565674585677,1489.7790521265465,1458.327282167908,590.6813586875583,469.20371310198186,703.2751290245611,462.72481572392627,789.6012830383953,3188.006059236367,687.6643778739281,798.9891968951177,0.0,279.4761531853955
14,3557.810572056896,398.9441264414436,942.4127958316118,1294.56413626072,1263.8257351047685,323.6562838114808,448.10732586104075,933.8360109368595,709.8893509643333,952.2359138093979,3110.455991963108,489.4068983474566,955.9820098679029,279.4761531853955,0.0
