,courier_id,gps_lng,gps_lat,ds,depot,order_id,gps_time
0,949,126.566,43.871,714,1,,
1,949,126.59339,43.85912,714,0,4188690.0,07-14 13:49:00
2,949,126.59444,43.86109,714,0,1563341.0,07-14 14:24:00
3,949,126.59336,43.86276,714,0,2884444.0,07-14 14:35:00
4,949,126.59068,43.86355,714,0,4207053.0,07-14 14:43:00
5,949,126.59337,43.85061,714,0,4458194.0,07-14 12:29:00
6,949,126.59289,43.86249,714,0,203704.0,07-14 14:17:00
7,949,126.5898,43.85256,714,0,3947499.0,07-14 12:46:00
8,949,126.59123,43.85001,714,0,4175781.0,07-14 10:00:00
9,949,126.59034,43.83937,714,0,1374489.0,07-14 11:03:00
10,949,126.59211,43.84062,714,0,2459337.0,07-14 11:46:00
11,949,126.59248,43.83944,714,0,235177.0,07-14 11:56:00
12,949,126.58637,43.84149,714,0,2721243.0,07-14 10:38:00
13,949,126.58869,43.83919,714,0,185185.0,07-14 10:44:00
14,949,126.58996,43.85544,714,0,2457973.0,07-14 13:14:00
15,949,126.58875,43.85711,714,0,29507.0,07-14 13:26:00
