,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.0,1700.2177150386099,2017.361967519324,2434.0291628597106,2413.861723620005,2328.447294510579,1935.680237211954,2465.8054102869423,1970.9363732962552,1780.4207340891012,1670.6766942489808,1660.0700521545566,2078.3429065601845,2081.8195580158913,2088.28057478143,1704.900550945914,1713.3596723055196,1616.6904115520092,1556.2486268831126,1352.2968553864446,1655.5970201215255,1364.9964242844756,1508.4823963481224,1560.2927160523395,433.4669941668254,1010.544302847193,1290.6491342904126,580.1533613540192,767.0472714340516,984.3409556754744,1271.4119751572623,3942.354512535999
1,1700.2177150386099,0.0,330.9537619715684,953.9875443621597,1119.6000096402008,720.3698401190804,261.10850449818304,1248.8757794702112,1475.8554162180808,988.9281223983096,198.71216030163137,203.27774970575587,1760.0833975550333,1586.676202100537,1468.6359595734834,1082.6926769952565,1083.2680320113755,86.46267129210868,324.69309659603226,1234.1147525293204,1424.3097161346818,1957.1153479923323,2244.5672541919207,2109.898978370294,1273.5827971498268,967.9467559608197,1262.15130484604,1501.2980986368402,1584.8194448029697,1486.0031077670849,1634.8958268900396,4087.1588298013285
2,2017.361967519324,330.9537619715684,0.0,880.5455496827808,1121.931171135468,583.8977147775288,238.21989410097174,1267.0235898804274,1673.990073306107,1189.993133304614,463.4724719503773,473.23330931302496,1965.8160670822533,1773.7427383057254,1641.0870308127426,1306.6865357529834,1305.4613445597506,406.3882763203944,615.0780114849839,1520.2184467790098,1674.2917410442567,2261.4284576507625,2550.3099918394046,2405.445829444185,1595.379613412226,1292.2063606038682,1555.6274955846297,1832.1583773940224,1912.7110837851817,1805.0275389116914,1936.433778419459,4285.9886442023535
3,2434.0291628597106,953.9875443621597,880.5455496827808,0.0,311.4927216291562,311.9831576757749,717.8146004579382,455.85591065574005,1206.1313771626558,865.7771183182898,848.6422629088709,855.9486391047959,1477.5791184953487,1256.8260131825048,1105.0507715731865,1012.1699665984487,1005.4193105072393,1026.4002366454054,909.1076894823425,1407.3129169639942,1379.913340584838,2143.6926809764786,2418.626058474072,2223.701599765905,2006.2561967470006,1465.7681962839558,1471.4596348996688,2049.9501313039623,2040.2568478359137,1844.0343431219267,1836.390014372792,3669.5037972075547
4,2413.861723620005,1119.6000096402008,1121.931171135468,311.4927216291562,0.0,601.2958825016327,922.297495507836,149.71584401874765,946.3166201877991,701.2708008306114,971.008610783319,975.3387190658722,1200.8200577403256,979.9938493139065,829.609658441227,835.1557584293702,827.1214075624097,1177.9362645296642,984.3786625948657,1255.4152493862102,1166.5559111777845,1952.0494476707956,2215.325447736321,2010.496196992917,2000.2211482414532,1411.1336375178462,1324.5349652531643,1973.0712334400612,1932.681647710792,1715.7485314205808,1662.0686371310387,3359.336101623214
5,2328.447294510579,720.3698401190804,583.8977147775288,311.9831576757749,601.2958825016327,0.0,462.5973294962734,750.8092808961866,1389.46823725232,972.1862667191654,668.5875538595117,678.2700254147826,1675.9003853188933,1460.3147906757047,1311.238015596357,1117.502589788182,1112.5419579087777,802.0763825490947,772.2058989748075,1463.7853252113778,1503.4187189090442,2222.7165000218747,2507.013643688062,2326.7658009516144,1895.1309967921538,1420.180686061203,1519.9684338104378,2007.8288227869648,2029.9028187069882,1860.3212762284131,1902.4481140048415,3927.0378857758556
6,1935.680237211954,261.10850449818304,238.21989410097174,717.8146004579382,922.297495507836,462.5973294962734,0.0,1062.148989831687,1436.1473165219238,953.1807347872042,282.50673062920555,293.60563171123624,1728.2069130410666,1535.5325810800482,1403.0360041767553,1072.6434243651229,1071.0995839701502,345.9391528444752,430.2495970166394,1307.487397792342,1444.825295930811,2058.772943549735,2348.1365834884095,2195.060302027277,1504.5425260615225,1125.1005718241518,1347.6326294987646,1689.936993004805,1750.5593341177414,1622.7019116941474,1732.5939691586268,4047.770991089802
7,2465.8054102869423,1248.8757794702112,1267.0235898804274,455.85591065574005,149.71584401874765,750.8092808961866,1062.148989831687,0.0,873.9419538977642,709.5775298863807,1090.8080748710904,1094.2235712232891,1108.846734340899,890.8948899052143,744.9428313371513,828.8511246481112,820.317076093724,1302.9247864497188,1089.660354273498,1252.6569427491636,1126.1942913645385,1916.7659803334918,2170.987025440876,1960.9133830715414,2061.039130285008,1456.4604054133065,1323.391177299409,2001.2671910153692,1945.6104034107057,1719.6883383252914,1640.0562766707915,3223.358464838218
8,1970.9363732962552,1475.8554162180808,1673.990073306107,1206.1313771626558,946.3166201877991,1389.46823725232,1436.1473165219238,873.9419538977642,0.0,488.176954988223,1277.2531663708999,1272.622781767211,293.09599767598667,124.98973117570307,147.7599497057795,406.34692451416,403.3354406542184,1479.803708735675,1170.6810555563936,618.9861140919306,334.2601967151155,1084.6097863809537,1316.3172375625036,1100.0425045928102,1650.4559244203554,1043.8301637493148,680.6854212017763,1414.1253969038828,1288.5898822328911,1041.3937708279807,860.328928356804,2615.148096061063
9,1780.4207340891012,988.9281223983096,1189.993133304614,865.7771183182898,701.2708008306114,972.1862667191654,953.1807347872042,709.5775298863807,488.176954988223,0.0,790.2164827222551,785.9506980530746,777.1916500286217,597.8515640120519,487.35883819971025,147.5356613582125,141.59548549424497,996.5961322649176,690.9912224133047,554.7298442162177,531.2329143950054,1277.923935687477,1554.0966821561317,1363.4359716767046,1396.0379835169267,772.822725931515,623.3947857040214,1294.0078875018166,1236.7760255914325,1015.1497662435918,972.8161887508328,3103.117995661427
10,1670.6766942489808,198.71216030163137,463.4724719503773,848.6422629088709,971.008610783319,668.5875538595117,282.50673062920555,1090.8080748710904,1277.2531663708999,790.2164827222551,0.0,11.129324932575914,1562.0065472602082,1387.9693457696715,1270.4759821662133,885.5091073749235,885.8724734084298,220.43062350016965,152.4632256196271,1059.3647247938393,1233.289176027605,1797.9671493543397,2086.8865029661865,1942.824068895089,1237.609177885365,843.9286605393308,1092.9273821509069,1407.6504549815309,1469.117464986789,1347.3542449055453,1472.9794933349906,3889.267075893369
