,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0,0.0,606.519361553062,3383.20311926043,3517.7764288647627,3515.911343504187,2949.717214750984,3142.71320370286,2512.602759408069,2068.8647795810084,2327.6150528260396,2286.5342295752266,2208.3740364648984,1196.1894104960181,2102.140829388523,1955.9959988591645,2092.44582738549,2075.2025090898032,2199.887393341727,1844.0008311644654,1860.2283611470564,435.2097957597617,367.1558868610129,314.62515600103035,299.28427715597695,430.6983766221145,454.6161035093867,705.5884901849504,695.358403909597,614.8933363638165,725.3134910536228,217.68654179333188,495.64346977363994,1059.3926414787995,1317.3769340064464,694.8969747307018
1,606.519361553062,0.0,3590.6761290764584,3667.106004013403,3610.870154041826,3217.2607538573516,3414.349947986842,2828.513486545992,2594.8485562646465,2885.3861173582663,2846.8315995037174,2783.3106054166333,1795.4493281595412,2573.7882210021016,2409.1197651329803,2530.998805746526,2478.6640116569297,2608.789511613093,2253.6082715444963,2323.4950368820805,665.5847517113184,623.209576821229,373.1925230475758,407.83932141115383,441.2103952402181,232.63610134091448,100.50846496079059,216.74631547024063,83.49489467795324,121.27660793005359,392.0748952832236,201.44952657099333,600.3295702763219,1537.497404046512,262.0055894531842
2,3383.20311926043,3590.6761290764584,0.0,370.37457408613795,679.6246687312016,537.0553127402035,441.8395241856154,1018.6811424923119,2269.8991460391053,2549.613695698135,2573.8330917038293,2739.0923092794105,3051.574508173013,1911.8045536772554,1879.150410256517,1747.919889948854,1611.6900660135125,1562.3977024655637,1780.0719278895926,1970.3392091843282,3004.86549422804,3071.1232781447266,3312.3369746391127,3285.5878389769923,3180.143398837046,3381.4563019614757,3649.3977169648206,3426.8746426707303,3667.8005354093452,3617.648599018249,3417.702771191046,3675.983591804235,4185.825100916052,4613.526265885286,3373.991149082176
3,3517.7764288647627,3667.106004013403,370.37457408613795,0.0,328.7062361690356,859.2441960040865,802.5508902450227,1306.6322548682383,2582.331064528354,2881.4531384169413,2903.049202916223,3062.550924086202,3297.3211262328773,2217.9673813857103,2165.2960741136826,2043.941445179668,1892.4764351050337,1859.865879746917,2037.166263141227,2249.6036091629753,3118.5567452924893,3186.9611021810147,3415.769399545189,3391.5176927234625,3275.8388168971787,3469.3900484765845,3717.4425948028716,3489.610790488091,3747.0087785442024,3682.144832355988,3530.452893094729,3769.879111986932,4252.386498034726,4783.232737311028,3436.3573886480826
4,3515.911343504187,3610.870154041826,679.6246687312016,328.7062361690356,0.0,1100.164951537319,1083.749429699594,1495.2935611718292,2773.5059918996812,3095.397147156744,3113.2819138318955,3264.134491669773,3407.2912548598524,2405.642128411473,2331.376375008453,2222.69115796259,2057.6831999721358,2043.3866350262679,2175.149901438481,2406.995664099308,3101.466143503695,3171.0612849511986,3386.139966145294,3364.40212008672,3240.605595140971,3425.2177763703003,3653.3413540501856,3422.7959430220285,3692.5946545218794,3615.1965468037165,3508.263691401501,3728.4786018692316,4183.173096907689,4806.59206126932,3369.716588205071
5,2949.717214750984,3217.2607538573516,537.0553127402035,859.2441960040865,1100.164951537319,0.0,197.21718098872924,489.87912855138006,1733.9908961126034,2022.9193197765157,2045.274223932624,2207.296173099832,2530.6602331678755,1374.8478158502348,1344.608470010308,1211.4695035383188,1080.0249667771207,1025.975756774555,1259.7243674446604,1437.7329205877618,2597.9164704879763,2660.879883955511,2912.3035567864013,2883.177318264919,2790.4609373604494,2997.6857207646503,3284.8661342524506,3071.4439882174934,3290.3342684229133,3257.6124855749513,3006.381224390324,3282.133737225874,3817.3865746684087,4140.163230010716,3019.7630439705486
6,3142.71320370286,3414.349947986842,441.8395241856154,802.5508902450227,1083.749429699594,197.21718098872924,0.0,658.3791299169892,1852.290907552192,2116.5316101676362,2142.375770510872,2311.179182824961,2692.847606792914,1502.5352421439811,1490.9042295463366,1351.0538770303144,1234.701575762556,1167.2114573645895,1426.932018117429,1588.1569390066254,2793.7830257091014,2856.472305512896,3108.4561608609533,3079.197314529989,2987.1678843588106,3194.548900012357,3482.064458113812,3268.64325810759,3487.3232452140905,3454.8293694823737,3201.696963934139,3478.4974902990816,4014.5037858238293,4324.232638516941,3216.949811949151
7,2512.602759408069,2828.513486545992,1018.6811424923119,1306.6322548682383,1495.2935611718292,489.87912855138006,658.3791299169892,0.0,1280.1671826346076,1603.0636074395327,1619.3474997694377,1768.8619493958925,2040.8628015440452,913.4383721980249,862.1865574127758,737.323311437408,593.0468669089292,553.4141964725451,770.6316512516873,951.7906443243448,2186.9577566826306,2246.2014383016804,2503.667630941477,2472.7936679911863,2392.3706989110683,2602.296728122016,2903.150859094397,2700.2887846080757,2897.341240401986,2880.1305357496403,2587.153199009728,2875.228956114493,3427.613548611779,3670.0323064075283,2650.3771409952064
8,2068.8647795810084,2594.8485562646465,2269.8991460391053,2582.331064528354,2773.5059918996812,1733.9908961126034,1852.290907552192,1280.1671826346076,0.0,398.1425321883508,390.4459998890609,499.31682157421335,1073.5196895500912,368.0775585178169,484.66424442226275,556.3125144375883,736.5369277666543,730.4388701037894,724.9267918014082,462.86814753871903,1953.2433114196626,1980.3587277121135,2221.6891670622103,2187.017283992151,2182.0399924750404,2369.721081395478,2691.671300208519,2561.6036994058177,2635.3070649048796,2690.1138002219764,2235.9706387968463,2548.6492757937003,3125.2020972920523,2875.7426519695287,2526.4329096602823
9,2327.6150528260396,2885.3861173582663,2549.613695698135,2881.4531384169413,3095.397147156744,2022.9193197765157,2116.5316101676362,1603.0636074395327,398.1425321883508,0.0,48.49063752715827,229.98346042737222,1212.5514906554788,727.5547671623606,873.9079514088376,920.289052515136,1106.755648864323,1075.5780192461575,1120.2264925094328,860.5429959718361,2266.6164470345375,2285.9126026144863,2513.8215808461555,2479.6321446741845,2490.922618975292,2667.4263222868194,2984.3720947084107,2872.7502328728874,2918.328624100873,2987.436194505257,2511.34266550036,2819.017652053437,3386.2835762174327,2982.8136862893653,2841.37125420785
10,2286.5342295752266,2846.8315995037174,2573.8330917038293,2903.049202916223,3113.2819138318955,2045.274223932624,2142.375770510872,1619.3474997694377,390.4459998890609,48.49063752715827,0.0,186.96200882919507,1166.2568249878439,733.3355016898716,872.2005475744597,926.3206437304734,1111.8714629575854,1086.2837443169215,1115.278363047632,852.9892475381284,2231.128532663901,2249.453541707371,2475.6763611126285,2441.564076098279,2454.683932972698,2629.76967756342,2945.9889844110853,2836.5299197213926,2879.003397673477,2949.5466274609375,2471.552954549208,2778.5792841726893,3344.8011213079953,2934.661993361445,2805.6458316966728
11,2208.3740364648984,2783.3106054166333,2739.0923092794105,3062.550924086202,3264.134491669773,2207.296173099832,2311.179182824961,1768.8619493958925,499.31682157421335,229.98346042737222,186.96200882919507,0.0,1051.4303084287196,864.2940247436458,979.9167218074844,1054.8493485814329,1235.8535136259388,1225.0884427179624,1209.2653347850608,942.9040323621336,2187.338041568628,2200.0861288668707,2415.612292162059,2382.0704866316446,2405.851551001007,2572.18047539237,2883.2895145528923,2786.733450490759,2810.659687741539,2889.799181016455,2401.301438445372,2703.3513374368317,3261.5919110895006,2788.7870765070875,2758.7140197884373
12,1196.1894104960181,1795.4493281595412,3051.574508173013,3297.3211262328773,3407.2912548598524,2530.6602331678755,2692.847606792914,2040.8628015440452,1073.5196895500912,1212.5514906554788,1166.2568249878439,1051.4303084287196,0.0,1277.6779462042202,1220.364216860514,1370.884997682855,1459.4595465268806,1542.2877850757084,1271.9123618140557,1116.413162543931,1284.3596093794638,1275.3972241315323,1446.1465734351227,1415.4196047131013,1472.943421699697,1605.4588852997113,1895.8048037141584,1837.868657967604,1810.4930072927168,1909.900682246932,1403.9863272074424,1689.3964951676944,2229.2124919224166,1802.5222410267793,1819.7050586454727
13,2102.140829388523,2573.7882210021016,1911.8045536772554,2217.9673813857103,2405.642128411473,1374.8478158502348,1502.5352421439811,913.4383721980249,368.0775585178169,727.5547671623606,733.3355016898716,864.2940247436458,1277.6779462042202,0.0,188.65469291684497,192.99004358373492,379.2076969565438,362.3762621811814,435.9883288035418,251.6194832993062,1911.864577642846,1950.584558318865,2205.7984266053963,2171.2463910716156,2141.8541980618247,2342.4523242055875,2665.9114107509504,2510.315980937011,2624.1211041583747,2657.6690781599386,2243.1913894312515,2556.0877001574836,3136.022429247096,3048.367155007915,2469.7429027464495
14,1955.9959988591645,2409.1197651329803,1879.150410256517,2165.2960741136826,2331.376375008453,1344.608470010308,1490.9042295463366,862.1865574127758,484.66424442226275,873.9079514088376,872.2005475744597,979.9167218074844,1220.364216860514,188.65469291684497,0.0,151.98843166932326,273.95616233129147,325.00317821614806,253.5594615351507,106.01437531841478,1744.846131044821,1786.3728362718143,2043.9936811051202,2009.6454570438525,1973.9781672350762,2177.009456588707,2499.746517630134,2338.5090527579764,2461.9113729241017,2489.8638243272944,2087.8768448011424,2399.4031683546077,2978.47263546533,2953.9771101357933,2296.855057326688
