,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,0.0,736.2748755661163,1824.0820936339833,3616.835330809492,3511.0411292528474,3540.130901808308,3558.1721941813285,2228.7259321746797,2298.754229943766,2256.9992395393474,2268.4490104427846,2230.8966617303186,2178.9565154021047,3373.3915410407517,2217.6650274405447,2150.1324623224154,2179.4660227696477,2291.648883643452,2165.6412007225913,2057.499864593745,2068.4435989812296,1826.2317504395553,1911.6949195844975,2002.8884776614748,2183.3151692437764,1875.0887857060502,1165.924776313645,523.8420865052339,618.7668317757572,537.2232021049091,290.1561130814621,403.32885301171825,4293.747299424225
1,736.2748755661163,0.0,2261.7944094937284,3511.632279972923,3512.196146919805,3652.0244545335468,3626.6870748276287,2822.139949104371,2898.381902251612,2876.214708343411,2841.547611403713,2704.8362352453905,2631.0598407213656,3427.2169348756725,2682.383762193058,2669.384726425792,2722.631968494237,2839.596042990393,2562.468962039199,2450.600295942365,2440.2678275470103,2150.965164941298,2244.68130486911,2344.5790644798294,2508.5272317024514,2254.136539847485,728.4976022691266,236.35403901554028,118.05858274105435,285.5701281041271,451.5814055597696,588.698108417401,4967.676322303955
2,1824.0820936339833,2261.7944094937284,0.0,2560.2299197110674,2232.196135314345,2032.7028813552106,2132.333497439981,832.2285547580284,910.1392940887191,974.4553497168397,774.7569112203184,450.8142672590094,369.2996361148256,2003.6481506506484,423.40802891122377,490.34276504142554,594.0143792932644,699.4610129975578,356.20873160510513,264.7082612000064,313.19054735258203,364.5953655587237,344.73558354119746,348.9335540757857,495.9354097859156,197.0077491207306,2920.808654996983,2181.1775244348864,2173.4043713807882,1979.739212611366,1937.8690597857171,1691.7612414406108,4606.451396372182
3,3616.835330809492,3511.632279972923,2560.2299197110674,0.0,515.0516565600019,1056.1236142356186,845.0095588444195,3255.089464685683,3310.311675011181,3416.6769655927947,3151.5599094753006,2663.6199588920454,2571.1759802964057,770.2333795321226,2623.508981714016,2862.243057437666,2979.6362608277095,3022.631136491035,2357.4751683567165,2363.3432689654064,2289.2014896426726,2236.4411552037636,2222.144090619935,2213.6530559896523,2105.691884267104,2365.296415132936,4211.157138652219,3613.948057917113,3507.9102271113006,3356.5261889587996,3514.9320141399594,3249.5600517416046,7166.264532746908
4,3511.0411292528474,3512.196146919805,2232.196135314345,515.0516565600019,0.0,542.7318478775585,335.29792523661035,2858.990943429506,2907.502885050625,3020.2104855475363,2749.942099539774,2268.4810033136587,2185.738340148577,271.51865259289593,2231.081013356287,2474.5644848272773,2587.5836605402496,2617.5300332190245,1983.892477605505,2008.3465360641596,1938.2237431865146,1944.6293371450165,1911.9355899993936,1883.9626415518576,1749.502849713256,2045.1919118455426,4232.606690412227,3582.663912645092,3491.2270129882913,3322.9023932032064,3449.2631729973364,3172.796932433379,6823.113807978291
5,3540.130901808308,3652.0244545335468,2032.7028813552106,1056.1236142356186,542.7318478775585,0.0,213.383966838209,2539.029996547955,2576.377216170958,2696.364214451578,2424.0724327913895,1966.8872761906384,1902.7140397540165,340.2567950016903,1935.202439546188,2177.5330274837843,2280.4989668626063,2289.5119289554564,1729.1705474730516,1780.9196966299805,1720.9959885986068,1812.1552752301411,1756.0650659232335,1701.9548325630308,1537.1236680355244,1866.8501198488814,4380.431402926724,3688.7744621577926,3614.1780899286337,3432.534229134983,3522.6516645692473,3241.458777335437,6537.082064400097
6,3558.1721941813285,3626.6870748276287,2132.333497439981,845.0095588444195,335.29792523661035,213.383966838209,0.0,2686.2920735158086,2727.805141170408,2845.4906856290545,2573.1235752675025,2105.01766766504,2033.4589415091516,205.47284291550537,2071.0046743771404,2314.9916887370237,2422.1281144222157,2438.8834680584423,1847.860064182971,1889.4722138018149,1825.0802500202044,1884.0051535115106,1836.5302012676757,1792.1180150749467,1637.473525107301,1957.0681952379648,4353.455964598095,3676.926027906928,3595.4557611922587,3418.582964088505,3523.2715429267746,3243.0660629022677,6677.37825899443
7,2228.7259321746797,2822.139949104371,832.2285547580284,3255.089464685683,2858.990943429506,2539.029996547955,2686.2920735158086,0.0,82.0334555428942,161.66474205863653,117.92985514667345,592.1177148029309,685.2567474698485,2602.6039175487185,631.6369881356724,395.8704777321901,276.1672839662875,250.91797186552412,904.2717552027987,923.7084925564368,999.3540192724072,1190.5215159900245,1148.6427309382468,1108.7223984316322,1165.3283885955325,1007.3589447456113,3392.2338204607986,2687.325254680945,2717.0267662409674,2538.0720950787354,2424.497569798843,2233.703845004773,3999.5027077067707
8,2298.754229943766,2898.381902251612,910.1392940887191,3310.311675011181,2907.502885050625,2576.377216170958,2727.805141170408,82.0334555428942,0.0,125.80925623731842,158.77543733749235,647.2527545842137,745.4941092104762,2649.018526831256,688.3375077424242,460.4663997027628,339.7624073977215,290.0253547767657,966.5203359672229,991.7206121675606,1066.9632166125803,1266.4435496412357,1222.2220241982416,1179.2146047643434,1228.7666383247956,1082.3994945381246,3463.2589538423817,2761.2884384095255,2792.6815503120447,2614.6528404082646,2498.085190540459,2310.1928813693585,3967.128911767873
9,2256.9992395393474,2876.214708343411,974.4553497168397,3416.6769655927947,3020.2104855475363,2696.364214451578,2845.4906856290545,161.66474205863653,125.80925623731842,0.0,272.4472896260334,753.7752464353249,846.4229762016417,2763.364119411269,793.2768459507757,556.2855110201566,437.3173554945363,406.9312926129326,1064.6895501748995,1080.8963757882632,1156.7422389416947,1336.534248887713,1299.0872610166489,1263.304127324217,1325.0749811836974,1155.6056479421143,3422.8963289579856,2730.8420908497324,2768.3208605198574,2594.2392150136448,2466.745072541181,2289.8841844345216,3844.506130220428
