,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
0,0.0,2791.2836962003157,3946.8462892907455,4460.451017378153,5050.737741122042,4334.107393439299,3185.3169695507313,3894.024178843398,6094.350695114852,6034.120632029528,6007.331464375832,3169.591277968829,3081.848327687166,3036.3726176242685,3183.8261372790116,3111.1825646300017,3944.6784712980384,4750.074121863796,5133.706003237627,4783.40998713259,4657.443890616096,4549.472059468095,4435.2172098335295,4905.71795213913,5145.951932736677,5282.522073951954,5252.435783965542,4278.34408243787,4282.057390104267,3265.655097745636,3245.2790854423088,3184.3428129918143,4031.630382131643,4050.042641479072,4026.4955815047338,4036.7440919622613,4273.355969211756,4257.674818141809,4260.008221200995,2675.7748035319214,2854.5847592791183,3330.702108892481,2673.90457592958,3026.814079160389,3523.915941618352,2854.98057515124,2836.100397116055,2650.905332293348,2620.263387537315,3633.515598781238,4015.07450419961,3184.3216036428475
1,2791.2836962003157,0.0,1444.1052808771838,1782.7047110838087,2355.751077403411,1767.469385994144,662.7423081670063,1202.1014345046663,3406.8727162972136,3332.3652747668675,3315.571826083923,1061.7985760287704,1041.586997709365,1155.3230863781575,1350.0975321253638,747.691665932321,1436.142389483533,2236.850616134349,2695.243309832551,2393.2963139138365,2217.469351546856,2098.361911865379,1998.6125442014404,2376.5618691690165,2675.815312171313,2837.894555590302,2722.7026425498466,1808.9485107840528,2031.9457572843933,1173.4463999647967,1413.2609593438365,1447.9580210296976,1863.2044955687854,1859.2690426870724,1853.8423222004874,1684.5709837372085,1752.2150894640583,1758.1930615311187,1812.0778850754598,1108.0450312636258,1221.606262900911,1468.3563639682102,975.9607001117603,1276.736863461568,1450.7774889900825,812.3400910191198,972.4027553197371,1111.9212563271221,1165.0031044817986,1667.6548209959285,1542.0700163704275,591.6665128226404
2,3946.8462892907455,1444.1052808771838,0.0,622.9136932935567,1165.681546106406,391.0406031637308,816.0449951038896,459.1297097565723,2166.896977397342,2118.6541753019974,2084.254033456514,819.481900887725,909.9609691178313,1013.3577744838101,983.1042487287999,843.083964877586,12.394119262941373,818.2487739673165,1257.5048148251183,949.3409975436034,774.8242355341598,655.92747912731,554.5081032049217,969.5308354434336,1246.1496832813602,1403.1077788656728,1320.5958163179791,365.54743706483873,667.0303192589226,762.8842449309498,968.2758610864582,1065.0073611082264,626.624151320197,600.7254450883463,617.0489422628275,323.4409678031702,328.97774560223155,322.1300718492043,368.4205523555453,1354.7134969056644,1238.1665837044895,923.582440514255,1309.6742519630322,1097.7025211256548,672.3959430309054,1095.3980215922893,1146.79679393926,1379.8733895620155,1431.7988127163972,798.3760081640376,103.37065549343329,861.590241263379
3,4460.451017378153,1782.7047110838087,622.9136932935567,0.0,590.2870468434844,336.36764336549817,1275.143407846249,582.2726604038514,1639.1079741280366,1574.4524168363707,1550.1899400599016,1419.903250473024,1508.038496247928,1624.2041758125729,1605.6266118760614,1363.1938143376165,617.4286360706717,623.6937646074442,1078.7936457238752,922.5565827734332,737.4972067282737,659.3757855222423,652.8858775112755,703.90761512824,1025.2774858975797,1192.4301538932039,1004.1782324121349,560.9199918427391,994.8651090949362,1377.256641420609,1591.0527519334337,1687.7599272501136,1101.4910548329742,1066.7405691374586,1094.5614178843357,806.4633914710743,450.19019638055084,498.9572502139083,606.2999567231325,1950.5856718387533,1849.7211213395751,1544.4568126436425,1890.065258041898,1716.2197497073726,1290.2106362474626,1652.897068895694,1732.1487955506257,1975.0520766028012,2030.542670515203,1389.420546667498,624.6371152858444,1280.8577210124986
4,5050.737741122042,2355.751077403411,1165.681546106406,590.2870468434844,0.0,789.4282165949822,1865.4266348865112,1165.659977130201,1052.7253516042128,984.7624172578752,962.5610630099457,1983.4711982365075,2073.3887658924723,2178.8979238462443,2134.957630526809,1950.4953110459185,1163.3528929879978,659.6524938518163,900.1404149693419,957.0436497568351,851.8615209449603,856.5879938335443,927.3415803976541,597.3592771667943,816.2115509338834,947.2689348883606,686.5684906402602,956.3617753619018,1293.9552965093164,1927.9931295736178,2110.198359467591,2205.3936658461357,1484.2320538813644,1448.4364383130082,1480.2707447156724,1249.1981107280171,890.8714055383667,929.3598776378452,997.6335960008615,2518.209692076301,2403.3952623686364,2052.5878246143825,2465.70007916429,2259.013689762549,1794.9714380421499,2235.1557028248876,2305.14602836446,2543.160916676065,2596.279874415456,1849.0147860696006,1135.450760890806,1870.1127740203854
5,4334.107393439299,1767.469385994144,391.0406031637308,336.36764336549817,789.4282165949822,0.0,1177.542214772965,611.2030214142543,1775.9587385484156,1728.7096695768753,1693.6163066775068,1207.860398958874,1298.6270383553867,1395.6991675624793,1345.559186794472,1224.8589905234837,391.62694324017605,471.98518621004655,941.5979378271254,694.747926610188,500.8865693096357,393.7319219872211,347.6961070690024,609.2054032578407,912.8129416170945,1078.2681885674097,957.360439442094,224.91719505203562,662.7004209867073,1144.1290481111746,1321.1620755746164,1416.6320899867574,767.3732087393392,732.2690726623678,760.7727049957684,482.8224737361623,115.79827926350526,163.87317703758688,270.0600957435436,1742.6883601254922,1618.833482550395,1265.146480866293,1700.3574682603717,1471.1491948922364,1007.5084882424284,1485.5720127235165,1537.1943182467858,1767.9864391391493,1818.6830814655716,1079.5055669291482,346.8406418978731,1208.3700940913843
6,3185.3169695507313,662.7423081670063,816.0449951038896,1275.143407846249,1865.4266348865112,1177.542214772965,0.0,718.5583353745192,2910.9145018848076,2849.0345173061446,2823.1449473266257,495.9487251676465,522.8407499456458,672.7209518786677,818.8173047926355,176.4839871659821,810.1125257533891,1631.4655730129252,2072.730265749111,1754.9595449883934,1588.050721737348,1469.8075540900086,1364.1351052173668,1779.704148883925,2062.155161305134,2218.86595246575,2130.648850365508,1179.5981380878184,1370.793885554995,580.3346023468356,865.8563743324017,929.3458978227779,1201.4474085193538,1196.837556691222,1191.9981521611812,1027.5340689913369,1140.2984669844182,1137.8597425737803,1176.5188064578592,834.9844263153356,839.7322993299764,897.5991283992291,727.614527596953,808.9581033833309,818.9021017942986,465.7255868699973,613.521320147006,853.1791581827363,916.5618682826715,1040.641743159088,906.6804754492074,97.05165577400726
7,3894.024178843398,1202.1014345046663,459.1297097565723,582.2726604038514,1165.659977130201,611.2030214142543,718.5583353745192,0.0,2218.0282203390075,2149.7306456077567,2128.1780857050926,983.9990052980638,1061.0688540831375,1200.7410773360455,1245.1671738772602,836.3002221083477,446.7356948866768,1077.8989536677175,1550.7432998522768,1298.7541341285817,1106.820176794594,993.2378774928978,919.7386729949432,1202.8172586678324,1517.0042939824516,1684.1922405222647,1538.7691452842455,735.8640182020883,1115.3971421197782,982.2568583377646,1254.31341224317,1346.831400982896,1083.9745659516223,1059.1190055671423,1074.249868708933,782.1164618884028,639.1799325939339,665.6539227291405,760.0551701857011,1479.3530164405217,1418.0736290080374,1235.2514877551966,1397.005500992667,1317.328350471319,1017.9035190319041,1142.4802402119076,1251.7847420903229,1501.8291364089573,1562.2427313325888,1192.5002773366843,550.4628164197336,709.7918572639944
8,6094.350695114852,3406.8727162972136,2166.896977397342,1639.1079741280366,1052.7253516042128,1775.9587385484156,2910.9145018848076,2218.0282203390075,0.0,111.5016966020052,93.13149785368967,2982.0177431516167,3072.9050010981273,3162.3577372882933,3086.9961698040856,2985.5069698695843,2167.0661013183358,1438.165571386508,1279.8521518695968,1576.3757390368141,1597.3190592407657,1669.1953088606301,1775.6711295031937,1289.7148052570171,1209.9360280306387,1188.5149677486363,1022.4615279120505,1881.5932014880482,2078.0642606020688,2911.4989235235757,3050.479518176055,3140.864779728359,2320.3383823145496,2287.8956034532703,2319.7571440745673,2166.5003318414874,1854.5018310612925,1880.8984515860982,1912.59217743675,3515.4609286354926,3381.6710640802053,2981.6314955104835,3476.25107057338,3225.193862371613,2730.762683638941,3258.78228652572,3312.9106208610206,3540.906877831669,3589.775481429219,2732.727038605745,2115.201092656699,2919.8124414691138
9,6034.120632029528,3332.3652747668675,2118.6541753019974,1574.4524168363707,984.7624172578752,1728.7096695768753,2849.0345173061446,2149.7306456077567,111.5016966020052,0.0,65.84060980491373,2936.5086158569625,3027.304652951825,3120.8016513515636,3051.964827547816,2928.7615920752914,2118.2426323276736,1413.6594029648686,1292.562583334725,1572.981314301474,1580.3386365037131,1645.6371399052925,1749.2227819872357,1269.7080453349413,1218.0915661639865,1212.009953968549,1025.8194950643967,1845.5295079235482,2063.4644583004433,2869.4303785288703,3017.627443022593,3109.1542653640927,2300.8942811378306,2267.74608370814,2299.834806763309,2133.906125687362,1811.9690724264456,1840.6254663951925,1878.3798792972646,3471.0705011521018,3341.6812249386016,2950.664875380776,3428.1836734509593,3187.5745886539094,2697.7595708032404,3206.445116621404,3265.4504174984877,3496.419143749033,3546.4371237806176,2708.521015606837,2071.3082956255685,2854.8547990069583
