,courier_id,gps_lng,gps_lat,ds,depot,order_id,gps_time
0,638,126.544,43.85,717,1,,
1,638,126.54505,43.83726,717,0,1336322.0,07-17 10:52:00
2,638,126.54649,43.83782,717,0,3224951.0,07-17 11:13:00
3,638,126.55086,43.84025,717,0,1571711.0,07-17 11:22:00
4,638,126.55246,43.84287,717,0,2530617.0,07-17 11:29:00
5,638,126.55225,43.83898,717,0,3952350.0,07-17 11:42:00
6,638,126.55199,43.83868,717,0,2578809.0,07-17 13:28:00
7,638,126.55262,43.83855,717,0,2091425.0,07-17 13:34:00
8,638,126.55457,43.83877,717,0,2297355.0,07-17 13:44:00
9,638,126.5372,43.88343,717,0,1284418.0,07-17 15:51:00
10,638,126.53745,43.88328,717,0,1170081.0,07-17 19:48:00
11,638,126.54366,43.84503,717,0,3609260.0,07-17 10:25:00
12,638,126.55856,43.84162,717,0,2435023.0,07-17 11:51:00
13,638,126.55831,43.84151,717,0,3687821.0,07-17 12:03:00
14,638,126.55491,43.84079,717,0,189465.0,07-17 12:09:00
15,638,126.55909,43.84032,717,0,291160.0,07-17 12:16:00
16,638,126.56277,43.84006,717,0,2991606.0,07-17 12:35:00
17,638,126.55479,43.842,717,0,1086337.0,07-17 13:04:00
18,638,126.55288,43.83935,717,0,4308221.0,07-17 13:22:00
19,638,126.54608,43.8449,717,0,1106660.0,07-17 14:05:00
20,638,126.55017,43.8454,717,0,1583263.0,07-17 14:17:00
21,638,126.54473,43.84604,717,0,2867516.0,07-17 14:25:00
22,638,126.53504,43.82736,717,0,2721580.0,07-17 14:38:00
