,courier_id,gps_lng,gps_lat,ds,depot,order_id,gps_time
0,1558,126.566,43.871,904,1,,
1,1558,126.57636,43.88398,904,0,4181594.0,09-04 11:15:00
2,1558,126.57453,43.88431,904,0,1953151.0,09-04 11:20:00
3,1558,126.57481,43.88364,904,0,155309.0,09-04 11:31:00
4,1558,126.56579,43.87867,904,0,2398999.0,09-04 11:03:00
5,1558,126.57667,43.88698,904,0,3587819.0,09-04 12:41:00
6,1558,126.57412,43.88633,904,0,3685909.0,09-04 13:14:00
7,1558,126.566,43.87071,904,0,784283.0,09-04 13:54:00
8,1558,126.54215,43.86875,904,0,1877453.0,09-04 16:16:00
9,1558,126.56534,43.87104,904,0,816405.0,09-04 20:29:00
