,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,0.0,2314.6731257845695,2708.4594822394947,2248.9671638999585,3394.304535040689,2721.7463202447702,2299.5119946162995,2231.226343178223,3776.7875747076905,3009.3498979164956,2225.8990224579466,3878.4416082670627,4012.6263689078874,3762.044177092855,4039.598562931813,3961.71091584032,3902.87155769479,3981.6522148251315,4174.756597359038,4170.544356954265,3088.4114880869465,2922.3541751430093,3290.958420162535,3413.934442897071,3504.62594672641,3524.198797472052,3595.0289845726475,3219.608612207772,2164.7023478843744
1,2314.6731257845695,0.0,442.28287543697667,270.81241870869604,1524.115995809956,729.2546708800998,61.61429840374585,95.16321682860845,1927.7900323974081,928.2943379787514,390.1809564012535,2164.4609066899684,2262.4182902917846,2443.0074926210395,2739.847692803467,2476.6047317438597,2347.992587696518,2410.262397751365,2550.4207434474333,2509.463831445515,1617.0043695108661,1309.282497722124,1624.9908950704894,1904.3386181061264,2026.5289128805782,2110.307427551475,1859.1025953854917,1241.3997657454167,167.38362714392397
2,2708.4594822394947,442.28287543697667,0.0,467.43568794970895,1150.2860262235693,437.42655084644207,431.01166475971274,537.4253879043819,1538.189014160538,530.9880258706946,527.8412151141728,1797.8754515578448,1883.553755433429,2159.632523057214,2445.468076127564,2151.0377286358203,2011.7184405839494,2067.1965279174287,2189.8219275516326,2142.1326004149446,1364.3916492165336,1054.8331687954776,1307.6018142670985,1608.6926980786118,1729.8328709265293,1824.7810844993753,1502.392310178583,853.8263035353665,609.3636979079893
3,2248.9671638999585,270.81241870869604,467.43568794970895,0.0,1367.0925367865468,566.7881116900057,209.26423422534353,303.4643237423581,1777.5169821514392,820.5552498673414,119.41494631860718,1990.5926498904396,2097.851107231914,2217.4256611868723,2517.387366107924,2271.9889540395616,2150.875843483615,2216.9590648339804,2368.3007769773167,2332.8907891053104,1387.433216747429,1087.136867648299,1426.2383624660874,1689.5136890020167,1810.7531465659738,1888.398393842811,1681.7189801375737,1106.0055475790487,337.8619159685821
4,3394.304535040689,1524.115995809956,1150.2860262235693,1367.0925367865468,0.0,803.1323366936566,1483.5656583106727,1608.1159894132254,410.98921423347144,620.3601401811505,1313.3239073786149,647.5894277238625,738.4769899595341,1108.7619846946452,1360.3476789389583,1028.58110789693,879.3723378785646,927.0110219342937,1039.7850914651797,992.0722097418391,577.1372217022365,512.5447529039463,314.56295854116104,592.8797025554358,690.711846522004,800.6473218496542,359.6032232662251,299.5698008109883,1669.0020351034175
5,2721.7463202447702,729.2546708800998,437.42655084644207,566.7881116900057,803.1323366936566,0.0,684.4896599315775,808.9553729702166,1212.3628676701514,288.47152838568155,528.2851258491697,1436.9239326233017,1538.5789288456133,1737.2726133176657,2028.5291995118916,1751.6283026325798,1620.256274483239,1681.578218326407,1821.470797663048,1781.500161835661,929.9541700414312,619.0502134619304,900.0110407605524,1189.8452084803946,1312.0006105015227,1402.2625277394495,1130.4393154112433,540.2914627294008,867.5394927489576
6,2299.5119946162995,61.61429840374585,431.01166475971274,209.26423422534353,1483.5656583106727,684.4896599315775,0.0,124.60029679940833,1889.235110331875,895.5699328187967,328.6616409344805,2121.2761789179435,2221.231786433086,2389.5524215944815,2687.101306369235,2427.3493645619737,2300.1900819742323,2363.2687071601845,2505.7958756685034,2465.961446703387,1562.386198590415,1255.7507620249955,1576.2870516498826,1852.7407363776751,1974.8204984687777,2057.441722565464,1814.914374891213,1204.52551220438,188.55597483280377
7,2231.226343178223,95.16321682860845,537.4253879043819,303.4643237423581,1608.1159894132254,808.9553729702166,124.60029679940833,0.0,2013.558374912615,1017.959969717749,417.75375689624644,2245.8082823496366,2345.825669306258,2508.441952051001,2806.7441305135885,2549.894933600195,2423.509402662841,2486.918457614391,2630.11180928746,2590.453143048255,1680.043683095342,1374.989174280714,1699.2725478283412,1973.6718932024924,2095.623139610917,2177.081821356873,1939.3339060943429,1328.4302058066007,72.47013481043577
8,3776.7875747076905,1927.7900323974081,1538.189014160538,1777.5169821514392,410.98921423347144,1212.3628676701514,1889.235110331875,2013.558374912615,0.0,1008.4581494564595,1724.2517402125325,310.228835443732,352.9099396231733,946.6064461547494,1131.9702315280963,766.0584976279498,609.272948516342,628.5702096975174,685.7676658262496,625.0065862583459,782.975386202142,857.4073030006393,513.2070948683954,597.4602076876045,628.9411528744386,726.2759276554583,242.1651864513784,687.659391083756,2075.762253408324
9,3009.3498979164956,928.2943379787514,530.9880258706946,820.5552498673414,620.3601401811505,288.47152838568155,895.5699328187967,1017.959969717749,1008.4581494564595,0.0,801.9902562840645,1267.698025761931,1352.628793040499,1668.1479788750157,1943.5784455447902,1633.71919283554,1490.2236996782058,1542.6925734573397,1660.1275823583255,1611.5278656744215,925.5725087871086,644.7463466693829,808.1269788070848,1118.116527360634,1235.6519151251807,1337.267437563263,975.6637957484357,322.8445395804484,1084.0897276391095
10,2225.8990224579466,390.1809564012535,527.8412151141728,119.41494631860718,1313.3239073786149,528.2851258491697,328.6616409344805,417.75375689624644,1724.2517402125325,801.9902562840645,0.0,1924.4124225586347,2035.961623707898,2123.800249174967,2424.947170933514,2189.228089038878,2072.277667827744,2140.1458729057435,2296.7742221950725,2264.2422488657435,1293.8030340538999,999.6391574671254,1349.7129510263894,1602.9694515554017,1723.2964001238904,1797.4171885255923,1615.1222919433735,1066.6917701053899,444.25962811126834
