,courier_id,gps_time,gps_lng,gps_lat,ds,depot,order_id
0,4474,08-31 08:48:00,126.567,43.812,831,1,
1,4474,08-31 10:08:00,126.558,43.8,831,1,
2,4474,08-31 12:28:00,126.55246,43.81724,831,0,961721.0
3,4474,08-31 13:08:00,126.54373,43.81531,831,0,1079262.0
4,4474,08-31 14:20:00,126.54957,43.8193,831,0,2828173.0
5,4474,08-31 12:04:00,126.551,43.81563,831,0,2994829.0
6,4474,08-31 13:45:00,126.54303,43.81866,831,0,3586234.0
7,4474,08-31 13:50:00,126.54309,43.81804,831,0,1021874.0
8,4474,08-31 12:54:00,126.54819,43.81436,831,0,1039224.0
9,4474,08-31 13:31:00,126.54297,43.81762,831,0,2003822.0
10,4474,08-31 15:44:00,126.56696,43.81202,831,0,3212905.0
11,4474,08-31 17:09:00,126.55497,43.80508,831,0,1467203.0
12,4474,08-31 11:37:00,126.5525,43.81154,831,0,2560727.0
13,4474,08-31 12:48:00,126.54814,43.8143,831,0,281175.0
14,4474,08-31 12:16:00,126.5503,43.81548,831,0,1715969.0
15,4474,08-31 17:46:00,126.55799,43.80844,831,0,1541895.0
16,4474,08-31 15:58:00,126.55572,43.81501,831,0,4494144.0
17,4474,08-31 17:28:00,126.55237,43.80433,831,0,3310175.0
18,4474,08-31 10:20:00,126.55718,43.80075,831,0,976440.0
19,4474,08-31 10:26:00,126.55598,43.80052,831,0,1744609.0
20,4474,08-31 14:32:00,126.55165,43.82076,831,0,497126.0
21,4474,08-31 15:23:00,126.56089,43.8164,831,0,3746512.0
22,4474,08-31 15:10:00,126.55759,43.81818,831,0,3433733.0
23,4474,08-31 15:15:00,126.5596,43.81741,831,0,694123.0
24,4474,08-31 19:28:00,126.5685,43.81894,831,0,1365051.0
25,4474,08-31 16:25:00,126.55762,43.81135,831,0,2611568.0
26,4474,08-31 10:10:00,126.55864,43.8002,831,0,874437.0
