,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0.0,1504.2598541657362,2027.7402208000647,2090.3468679573557,1153.1430250447768,1464.4407127672046,1967.1294584865448,2065.186779144598,2377.885850143479,362.3474641886293,567.750521106338,816.1076262376076,1286.4960378515623,1582.519924705881,4016.5717592948786,1177.1767706541889,1218.222651968054
1,1504.2598541657362,0.0,1468.2217329049608,1542.8737942215048,590.219042715158,92.16545582652505,589.8424742253926,578.6050155471256,884.0859710442885,1310.9742401047547,1150.3971931284361,868.0988914207884,900.433693610222,1040.9720278290438,3063.028143867936,352.5253563700569,1314.1466617515068
2,2027.7402208000647,1468.2217329049608,0.0,76.30603602859226,1901.0716012117296,1547.8147463068256,1951.077173399679,1757.9077514699586,1617.129498536434,2108.676551698631,2092.587822785342,1964.3686311991114,2262.183581642303,2473.7237727856386,4436.069332656485,1597.6282040150222,2586.6111304127876
3,2090.3468679573557,1542.8737942215048,76.30603602859226,0.0,1977.3511975141078,1622.9050582555235,2021.1582175503308,1824.2664068098265,1671.8584855525378,2177.695854333754,2164.562262116793,2039.080381475823,2338.475312343991,2549.835817511118,4502.75017678533,1673.9342262827977,2662.1702459407907
4,1153.1430250447768,590.219042715158,1901.0716012117296,1977.3511975141078,0.0,503.9687854184184,844.4001407166779,1009.6936767196116,1417.1057733713271,862.80323479483,659.454777141681,356.57671965407974,361.4171934292172,611.7408039266599,2969.0269056196835,306.86808758588006,731.5609980015286
5,1464.4407127672046,92.16545582652505,1547.8147463068256,1622.9050582555235,503.9687854184184,0.0,568.7644825821026,602.2597769145902,943.9853024374501,1254.0814901150607,1085.2559534363556,796.3829129047746,808.5687811112906,950.8674095666369,3012.914570216081,292.7196427171201,1224.195148486137
6,1967.1294584865448,589.8424742253926,1951.077173399679,2021.1582175503308,844.4001407166779,568.7644825821026,0.0,284.10301522501743,738.3546936225436,1703.259939357342,1503.679062542556,1200.2527515878546,956.8021898450836,912.2169694930589,2501.472644772504,808.783239835713,1388.0712509587854
7,2065.186779144598,578.6050155471256,1757.9077514699586,1824.2664068098265,1009.6936767196116,602.2597769145902,284.10301522501743,0.0,459.78762020164345,1837.7898377605673,1653.3472477288003,1352.2418229007021,1188.8059334042598,1181.287465113318,2678.4921091930414,888.4686536066097,1627.0058479494596
8,2377.885850143479,884.0859710442885,1617.129498536434,1671.8584855525378,1417.1057733713271,943.9853024374501,738.3546936225436,459.78762020164345,0.0,2194.898277690094,2029.2152360350694,1737.711884159874,1634.5757741672785,1640.8796876470092,2913.2642108651407,1234.0746884304945,2073.647993807265
9,362.3474641886293,1310.9742401047547,2108.676551698631,2177.695854333754,862.80323479483,1254.0814901150607,1703.259939357342,1837.7898377605673,2194.898277690094,0.0,218.2565893844132,507.3175424874872,941.4240637736871,1231.0852680754492,3660.21052987956,961.7487196010171,857.7143502250333
10,567.750521106338,1150.3971931284361,2092.587822785342,2164.562262116793,659.454777141681,1085.2559534363556,1503.679062542556,1653.3472477288003,2029.2152360350694,218.2565893844132,0.0,303.66962703118253,723.888116521042,1016.036916903631,3448.859747120143,797.8745754997454,682.0786364496972
11,816.1076262376076,868.0988914207884,1964.3686311991114,2039.080381475823,356.57671965407974,796.3829129047746,1200.2527515878546,1352.2418229007021,1737.711884159874,507.3175424874872,303.66962703118253,0.0,496.94870010363525,800.5558708476295,3231.306360433242,519.5011875321118,640.0959610958155
12,1286.4960378515623,900.433693610222,2262.183581642303,2338.475312343991,361.4171934292172,808.5687811112906,956.8021898450836,1188.8059334042598,1634.5757741672785,941.4240637736871,723.888116521042,496.94870010363525,0.0,303.61662874524563,2737.7309725097966,665.5437985139087,439.0800919207473
13,1582.519924705881,1040.9720278290438,2473.7237727856386,2549.835817511118,611.7408039266599,950.8674095666369,912.2169694930589,1181.287465113318,1640.8796876470092,1231.0852680754492,1016.036916903631,800.5558708476295,303.61662874524563,0.0,2436.435311542044,888.0372641710884,553.1575319774707
14,4016.5717592948786,3063.028143867936,4436.069332656485,4502.75017678533,2969.0269056196835,3012.914570216081,2501.472644772504,2678.4921091930414,2913.2642108651407,3660.21052987956,3448.859747120143,3231.306360433242,2737.7309725097966,2436.435311542044,0.0,3142.8935883266317,2855.7195351525975
15,1177.1767706541889,352.5253563700569,1597.6282040150222,1673.9342262827977,306.86808758588006,292.7196427171201,808.783239835713,888.4686536066097,1234.0746884304945,961.7487196010171,797.8745754997454,519.5011875321118,665.5437985139087,888.0372641710884,3142.8935883266317,0.0,1029.8761973666265
16,1218.222651968054,1314.1466617515068,2586.6111304127876,2662.1702459407907,731.5609980015286,1224.195148486137,1388.0712509587854,1627.0058479494596,2073.647993807265,857.7143502250333,682.0786364496972,640.0959610958155,439.0800919207473,553.1575319774707,2855.7195351525975,1029.8761973666265,0.0
