,0,1,2,3,4,5,6,7,8,9,10,11
0,0.0,2219.4240890198134,2492.436360922223,2186.3048159743785,3806.602156090466,3234.8479221342423,4127.232603935107,4183.917746126718,4156.086036797426,3376.049475071944,3273.928116843566,3712.820476070016
1,2219.4240890198134,0.0,482.8010432024601,344.2444377761929,1878.2823881638187,1251.1359605802236,2401.5581415510346,2428.843755593384,2334.0981921632497,1557.0004132807137,1465.7222019210647,2135.124711272902
2,2492.436360922223,482.8010432024601,0.0,815.4686463831438,2050.6492590150388,1452.1649505939845,2635.5453287596442,2649.7854620397693,2531.366248489663,1812.7003321134368,1735.7527892788219,2435.585710211707
3,2186.3048159743785,344.2444377761929,815.4686463831438,0.0,1711.6991410611063,1094.3924030053026,2178.7766148100195,2214.567912963076,2137.9640334563496,1339.9986401767792,1241.498124407992,1871.4915537911047
4,3806.602156090466,1878.2823881638187,2050.6492590150388,1711.6991410611063,0.0,627.4349147979676,638.6240605498409,627.8165279062782,486.2637323432614,449.3026913803171,544.9966992177419,722.1358866310015
5,3234.8479221342423,1251.1359605802236,1452.1649505939845,1094.3924030053026,627.4349147979676,0.0,1183.3823998925525,1198.9456458462223,1089.2677763266477,388.22329865538813,347.97053006081535,1031.1246267740373
6,4127.232603935107,2401.5581415510346,2635.5453287596442,2178.7766148100195,638.6240605498409,1183.3823998925525,0.0,80.14896450025685,227.21746114226295,844.8423082792802,939.2189869058794,460.4879319489624
7,4183.917746126718,2428.843755593384,2649.7854620397693,2214.567912963076,627.8165279062782,1198.9456458462223,80.14896450025685,0.0,172.3381005324038,875.7594467465815,973.0928844649035,536.0999874378388
8,4156.086036797426,2334.0981921632497,2531.366248489663,2137.9640334563496,486.2637323432614,1089.2677763266477,227.21746114226295,172.3381005324038,0.0,801.5063633903768,903.0686706996619,607.2808950630257
9,3376.049475071944,1557.0004132807137,1812.7003321134368,1339.9986401767792,449.3026913803171,388.22329865538813,844.8423082792802,875.7594467465815,801.5063633903768,0.0,102.66927590686954,643.1507393080185
10,3273.928116843566,1465.7222019210647,1735.7527892788219,1241.498124407992,544.9966992177419,347.97053006081535,939.2189869058794,973.0928844649035,903.0686706996619,102.66927590686954,0.0,704.1641024198705
11,3712.820476070016,2135.124711272902,2435.585710211707,1871.4915537911047,722.1358866310015,1031.1246267740373,460.4879319489624,536.0999874378388,607.2808950630257,643.1507393080185,704.1641024198705,0.0
