,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0.0,4728.263810489872,5259.001130993543,4710.599892451434,5140.27676482037,5276.655712307225,3645.9817544332336,4121.03304969282,4357.38408821327,4220.3472423519715,3240.473363089425,2829.0459052685565,3085.106468373882,2913.233567208494,2944.2663951332684,2937.1184121030096,3338.6660446252276,2937.823341186392,3183.4341641871893,3311.5318463346184,3513.5023455552273,3862.874728187899,2616.71086018981,3658.6542228401595,3915.2061525808554,4012.1933617247114,2882.093071692503,2863.0366149876586,3353.1709196933525,3280.82335706056,3275.5528326210147,2914.600233530052,2665.290510580265,3051.9194175468697,3502.2821770756213,4963.740874869946,4386.646468805227,5084.637050753362,5153.406509517994,5342.569743016686,4041.2459203598664,4026.0778346039106,4157.254265699906,4218.31614414063,4264.8719647021435,4413.327905751978,5116.207545826695,3911.101019021267,3441.572277116393,4283.67947261106
1,4728.263810489872,0.0,612.3317768985846,319.69033528386484,564.434284603065,586.9276193337176,1107.9662724209375,618.2462827566874,465.66667922026977,557.8332866253152,1498.8669449543095,1913.4956571786893,1667.641255761081,1827.5078565757906,1802.2926499400296,1806.4237661743132,1414.2294661534697,1795.4773765267598,1553.4513395933382,1455.4633248749435,1223.4391055275598,870.3595247550915,2111.564015794764,1124.6279747565918,1209.3514523743495,768.2003690488748,1866.5696810412223,1882.9061425566335,1402.1852642468718,1466.0109896352467,1475.5807227901803,1830.6203715388715,2063.6020606453003,1677.2541949442477,1226.540557101094,276.23028134443376,530.5456481404674,517.7327185221162,552.0914552384432,725.3036852177602,717.227346736469,703.9410458055249,645.5388072877229,549.761754411345,656.623046174582,1064.194754838025,937.4254542065053,986.6359669271089,1600.061043542464,661.6751161283194
2,5259.001130993543,612.3317768985846,0.0,549.3241733981405,148.07388956813315,103.57831197756975,1613.1203340562083,1149.5278949848705,901.6250538866632,1166.776176559937,2019.4500640338106,2477.309609563526,2241.5704391217673,2391.2860140244607,2370.4390774984163,2372.553393222378,1993.0684987653813,2323.288875612425,2077.0413590233015,2039.8572577495893,1794.5139788633892,1407.4417650106632,2652.666662963666,1721.6035106453382,1500.3663711701104,1246.865919983787,2434.9263236785378,2449.403189410842,1982.5508350127873,2040.261429277631,2052.2266571718205,2344.5079379850686,2599.6474408096888,2227.862302331197,1782.4657812411556,336.13537379325345,882.5917226421279,191.60186862869497,117.99612567364926,117.14381296231659,1316.1707650186627,1254.0901221413872,1102.1889469993976,1156.7014502579775,1014.1937206545606,1149.335936245177,600.3321312765365,1382.1196690763904,1963.7697043411538,1001.2392566902066
3,4710.599892451434,319.69033528386484,549.3241733981405,0.0,432.84585291921263,580.4525959683382,1065.5098499346345,617.0408664707833,354.12616277645753,723.1175304213017,1472.4530963808352,1941.698856612359,1713.372205202194,1856.073045330071,1837.7288000706428,1838.6899847159686,1470.8342198279831,1776.666392307968,1530.3594729256704,1522.1464851912924,1268.7103220204021,870.0528366817332,2108.0901731726462,1224.7046203539767,998.8386555793503,698.5991726087968,1901.9888048124683,1915.3427198012857,1461.740499889266,1513.9610498562483,1527.615487847057,1796.0013888790388,2054.008149322459,1687.6850541448598,1247.8613275258222,312.33855256673786,338.3903638678975,376.6014852406373,443.18577745685144,633.6137319328898,835.7734746279795,727.041252966704,553.3470205574291,706.1908210482411,474.0247831314006,767.4821280190293,659.8893216334205,841.2829822345666,1438.9612322716257,465.47555671452113
4,5140.27676482037,564.434284603065,148.07388956813315,432.84585291921263,0.0,233.50035223125386,1497.0950917849666,1046.9087848324202,786.6496562221882,1100.8557712581,1904.2317812432314,2373.7821937231924,2143.230326860767,2288.044248302249,2269.06136317749,2270.3293123910576,1898.200618650732,2208.5527568648795,1962.296475242041,1947.6384272470077,1697.2625214441302,1302.0035006876838,2540.6474938186693,1639.1120624492003,1356.9661798010986,1129.9767973759,2333.4086545268246,2347.0582489995213,1888.4987751119147,1942.978087125445,1955.9999163730404,2226.106054481891,2486.2667010713167,2120.4436895471995,1679.3950932643904,301.797695366039,755.4014992922126,56.283192753852816,37.88517029404628,202.45232496828152,1238.5790628363538,1154.9862812742945,984.1847983778744,1088.3192836649234,883.4267903205293,1001.363698146089,489.9119109206883,1249.7611671167708,1823.9000795637733,868.6029154394389
5,5276.655712307225,586.9276193337176,103.57831197756975,580.4525959683382,233.50035223125386,0.0,1632.0458751515375,1157.897394715194,924.3446704421011,1144.72751715707,2036.270882050455,2481.404139089133,2241.2852207376727,2395.2668508739853,2372.697752353389,2375.6048197921086,1990.280815472212,2338.9445164633485,2093.2218014038567,2034.6025422440493,1794.4921698330309,1416.7031438662827,2664.9236187655583,1709.1841386145552,1557.3792554673278,1268.5062766725791,2437.1928595348813,2452.4232649124824,1979.070030332396,2039.509881400864,2050.4894767288715,2364.1050420977986,2613.405118857415,2236.224416583242,1787.8520063790102,318.9529074537177,918.6152661415822,263.1316879825369,197.07158984605616,196.47851074420717,1301.9362803488975,1258.4500036616614,1126.0309470875793,1136.5983424740427,1053.3422678885622,1227.6447712991842,703.1131038857081,1421.2894714917559,2012.9603023159918,1042.8950021746866
6,3645.9817544332336,1107.9662724209375,1613.1203340562083,1065.5098499346345,1497.0950917849666,1632.0458751515375,0.0,489.8324549034822,711.6720694773159,715.3772694684961,407.1609289440053,904.4659447925378,713.7111347837549,822.3252618945804,813.6694818339865,810.3372481057382,528.4237008882145,711.508076560424,465.36281559814455,594.1515597345979,357.5495374922478,254.33873693739494,1045.3155043777963,513.5930022633378,631.4336407538169,367.11859565658034,874.9409153584122,883.9862036126174,528.8519733654127,542.8328728241471,563.3656811410114,732.0851258351865,989.717030797516,640.3489705693332,276.84121961191016,1322.8752297594963,751.6579154290365,1441.0983734048334,1508.687339924426,1698.7937591287111,562.3480309013336,418.55306549403394,512.9976424572305,700.7115809528531,645.489951257322,1015.109301416745,1553.9815838747284,378.4358077580045,666.0581104450563,669.758235178582
7,4121.03304969282,618.2462827566874,1149.5278949848705,617.0408664707833,1046.9087848324202,1157.897394715194,489.8324549034822,0.0,280.6752004742746,339.8764450029004,883.6326361573971,1328.1061090066946,1096.5541982191396,1242.1679601025214,1222.3631625703474,1223.9245605792867,854.2125527449517,1183.6949245793364,939.3455307449831,906.7331446565609,651.7312819951865,258.8063715426871,1507.1827533301055,629.017929189125,759.0028764954274,187.51318691238643,1286.7642642924923,1300.7253529100321,845.4711119994342,896.9225974587342,910.6231910735378,1214.6312496386038,1456.2832212533328,1078.8891244428994,633.212456021445,842.8554424594541,376.7103626497492,990.7166113961674,1053.0352269812777,1244.2303362320863,310.09306727990065,112.77237761525704,175.97411023740037,316.76755067902633,354.56409002676173,886.9231082374782,1203.1884523302028,461.224395840373,1041.571580410975,383.2685875207686
8,4357.38408821327,465.66667922026977,901.6250538866632,354.12616277645753,786.6496562221882,924.3446704421011,711.6720694773159,280.6752004742746,0.0,506.1634160395972,1118.443402380212,1590.8511998664965,1367.1790775419609,1505.530520704072,1488.5528558173557,1488.8817528666589,1129.8528687704484,1422.6020972257543,1176.2913285005839,1184.2146950340205,926.4263311567803,521.4314727886409,1754.0287894777355,908.6454445426562,748.6836219668166,345.2752942335132,1552.5796520888111,1565.3155681978649,1121.8908116266387,1169.7968850383504,1184.5755589198027,1442.890748353303,1699.881996099202,1334.9928381299026,899.1177845379751,624.6164414793845,122.09351204512777,730.4774975954955,797.2469179664158,987.7330452531671,556.4195278178103,393.42162344372565,201.68940720919204,483.4278289941113,201.7604654660505,707.2287148374044,923.8887660612197,524.1759220388836,1137.1234912884624,215.58338537580488
9,4220.3472423519715,557.8332866253152,1166.776176559937,723.1175304213017,1100.8557712581,1144.72751715707,715.3772694684961,339.8764450029004,506.1634160395972,0.0,1044.83656470631,1391.936243309797,1138.2502571094826,1307.2724943181588,1277.4915415657797,1283.843607891246,883.3634744437005,1319.154166608581,1092.3512979106094,916.9875819624386,709.508010386267,464.2344192929455,1612.1156628244544,575.5292050805037,1097.5310281989134,518.6704605529728,1340.6410612703833,1358.8067800439892,869.6050134961472,939.9302989874996,946.2540684220041,1370.3411245127409,1570.7206182656123,1175.987901421686,736.4522772945594,831.5804039838196,627.7444776676201,1048.5617921397466,1095.1103253657107,1276.9044075991278,180.06994345255936,324.36059826865704,504.49439751155154,23.889932399035406,659.6337356492315,1197.164794793839,1376.439922386307,794.2027994814576,1342.6244165190842,684.9822966826409
