,courier_id,gps_lng,gps_lat,ds,depot,order_id,gps_time
0,435,126.566,43.871,905,1,,
1,435,126.56077,43.87231,905,0,3265327.0,09-05 10:11:00
2,435,126.56511,43.87111,905,0,2061057.0,09-05 18:56:00
3,435,126.5595,43.8703,905,0,3782654.0,09-05 09:53:00
4,435,126.56484,43.86164,905,0,2974209.0,09-05 10:46:00
5,435,126.55491,43.86034,905,0,3434038.0,09-05 11:32:00
6,435,126.55499,43.86143,905,0,3561901.0,09-05 12:29:00
7,435,126.55993,43.85956,905,0,4463584.0,09-05 11:07:00
8,435,126.55371,43.86353,905,0,4504093.0,09-05 12:35:00
9,435,126.56198,43.86663,905,0,1703107.0,09-05 10:27:00
10,435,126.57696,43.86835,905,0,418594.0,09-05 17:28:00
11,435,126.57375,43.87058,905,0,3691738.0,09-05 17:58:00
12,435,126.57411,43.87107,905,0,3563606.0,09-05 18:07:00
13,435,126.57214,43.87065,905,0,1623512.0,09-05 18:17:00
14,435,126.56702,43.87024,905,0,236300.0,09-05 19:03:00
15,435,126.57622,43.87084,905,0,14254.0,09-05 17:19:00
16,435,126.57428,43.87055,905,0,740829.0,09-05 17:42:00
