,courier_id,gps_time,gps_lng,gps_lat,ds,depot,order_id
0,4474,06-30 08:50:00,126.565,43.812,630,1,
1,4474,06-30 09:03:00,126.565,43.813,630,1,
2,4474,06-30 15:49:00,126.552,43.812,630,1,
3,4474,06-30 10:12:00,126.55538,43.80343,630,0,1221205.0
4,4474,06-30 11:04:00,126.55937,43.80217,630,0,1101220.0
5,4474,06-30 10:45:00,126.55129,43.80529,630,0,3961561.0
6,4474,06-30 12:45:00,126.54849,43.81521,630,0,2642291.0
7,4474,06-30 15:29:00,126.54526,43.81046,630,0,3224710.0
8,4474,06-30 15:45:00,126.55184,43.81181,630,0,2757064.0
9,4474,06-30 13:48:00,126.54683,43.81654,630,0,3064363.0
10,4474,06-30 14:26:00,126.54243,43.81879,630,0,4106244.0
11,4474,06-30 13:05:00,126.54682,43.81641,630,0,1834880.0
12,4474,06-30 13:18:00,126.54465,43.81584,630,0,4129754.0
13,4474,06-30 13:36:00,126.5467,43.81684,630,0,2567887.0
14,4474,06-30 19:41:00,126.56866,43.81906,630,0,1668838.0
15,4474,06-30 16:11:00,126.55557,43.80351,630,0,4141418.0
