,0,1,2,3,4,5,6,7,8,9
0,0.0,1338.3744310920363,1354.04399401407,553.6555401765942,1046.1496717882005,1333.8089305230128,1168.4746148423724,1522.8685792157958,1011.9162227154743,1036.6418198465267
1,1338.3744310920363,0.0,205.40571528881753,1430.1550792780058,800.8361664798329,701.5649922804308,422.81613720918943,1333.1102214870948,1183.269901197277,972.2428522338668
2,1354.04399401407,205.40571528881753,0.0,1363.9013896029398,653.0779030776524,506.71915316521023,272.28092623806987,1142.968366079862,1043.0020854685977,824.669629490643
3,553.6555401765942,1430.1550792780058,1363.9013896029398,0.0,822.0543538213731,1136.9655229658763,1110.3000142493645,1099.8336035995608,595.7874773758415,724.6269513585256
4,1046.1496717882005,800.8361664798329,653.0779030776524,822.0543538213731,0.0,315.49441125434527,383.44472513151254,623.9880186527912,390.1775676049773,172.18125414842223
5,1333.8089305230128,701.5649922804308,506.71915316521023,1136.9655229658763,315.49441125434527,0.0,320.5734684210562,636.9629336624645,648.8266604725958,438.44156327566833
6,1168.4746148423724,422.81613720918943,272.28092623806987,1110.3000142493645,383.44472513151254,320.5734684210562,0.0,923.2907566315448,772.2008120906293,555.6081451244653
7,1522.8685792157958,1333.1102214870948,1142.968366079862,1099.8336035995608,623.9880186527912,636.9629336624645,923.2907566315448,0.0,516.2963323877466,523.7404012067138
8,1011.9162227154743,1183.269901197277,1043.0020854685977,595.7874773758415,390.1775676049773,648.8266604725958,772.2008120906293,516.2963323877466,0.0,220.93142954160112
9,1036.6418198465267,972.2428522338668,824.669629490643,724.6269513585256,172.18125414842223,438.44156327566833,555.6081451244653,523.7404012067138,220.93142954160112,0.0
