,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,0.0,80.27698816619879,5920.269060177359,4265.274452785536,4608.065211705115,5014.777955065151,4798.9905536560955,4673.939469816393,5097.801575091812,5201.131408897162,4775.505546029579,4811.020832637023,5269.676002330542,5333.217719599536,5079.908169216191,4292.763870713383,4323.680159209249,4384.354679602386,4241.523102336306,4200.614365575987,3954.042063676283,4146.881495260453,2947.6387218259056,3359.77687069344,3340.285096807478,3245.397351890702,2610.1301696111373,3038.9365433045396,3152.0258436852773,2966.146565708361,2463.422155479319,2586.095694183281,3178.092290836121,2892.347212733077,3429.6476906550033,3815.8572170167176,5942.074888351441,5952.00157179293,6097.780729770063,4361.958094460915,6141.794531772407,5171.337098682507,4062.3673994951046,3221.8011932501076,3174.10962691817,3233.619971005641,3653.116009528385,3885.13519123437,4448.72369412722,3820.8183440634493,5347.931414075794
1,80.27698816619879,0.0,5880.372625086643,4226.091554187804,4571.621582506417,4985.254956828721,4765.44095086057,4640.764758775288,5061.594774700642,5165.336232661607,4744.440740794498,4774.059025291357,5235.186767500367,5298.362889147945,5044.838482464622,4256.015866651231,4288.53516588438,4351.803909391274,4208.986742492829,4165.747375946044,3914.1505102072333,4119.251423272542,2922.421708860184,3334.910283602334,3315.31128362567,3220.5889510393326,2586.983192673825,3013.1353640789125,3113.0455465571345,2930.4381621911166,2437.48248668812,2556.0823007054396,3144.6672179598527,2857.6572530243393,3396.419202777863,3788.3672780986376,5900.675962571229,5910.661193099288,6054.825951437545,4322.636776189052,6100.090162973928,5127.959475288754,4020.792478290878,3175.4845319002907,3129.1270386323463,3192.86981643678,3603.951957206073,3838.118817104897,4402.055282883683,3780.800895033603,5311.1217080720835
2,5920.269060177359,5880.372625086643,0.0,1655.4675362555322,1334.9815211083435,1190.4558714270859,1213.8291018984994,1337.226080134432,868.9799619108176,785.4249885335221,1312.7375486545875,1129.7173142236056,773.8741925254552,706.8867881925604,916.6883275521272,1641.3504855211522,1629.5897244111131,1618.3416572750489,1751.9351495758572,1752.8453551590349,1966.275970868267,1953.496553605983,3080.2671484535895,2710.4753740600195,2725.953678222656,2814.4819978912724,3419.5911861360537,2987.3917403933965,2768.44978583624,2962.4229425128724,3525.4808787769343,3371.75916913329,2766.866143976896,3040.436812213144,2522.3774811564385,2248.140449994448,130.00879135444592,127.20418630456687,319.2252663896772,1558.6181536740123,270.8769541825018,801.0708441076367,1862.5605842897974,2732.998415661307,2767.5784290346237,2687.694862788051,2361.0004061483423,2100.0697275591597,1561.3291112806407,2099.5840906973035,621.3449444243148
3,4265.274452785536,4226.091554187804,1655.4675362555322,0.0,384.20859922948677,972.4803023551373,643.219422594417,555.459417148944,856.5344888644026,963.9399809933097,721.3189463263825,564.9499168876221,1053.6570587788328,1108.3926170779657,859.5442067765013,149.43580843298358,250.0725193413596,416.1876291536258,392.58700343008616,262.9213369684262,314.3434310046648,672.9034963483538,1472.493563896574,1159.9951607458886,1170.5905287300063,1244.9116836022067,1797.9994427698805,1383.952660640089,1113.2486214888966,1308.955889064423,1887.5117086561997,1726.1710223339824,1123.6819420943307,1388.3357977522458,890.7798693067967,781.7750144038033,1683.356672218747,1692.8821460271058,1851.6177289402106,96.98970257453911,1884.4423287421416,947.8287977505108,249.11399992473284,1116.350724372761,1137.2996844978766,1035.8265343520661,850.4715238065222,605.9213911012919,511.2240667010215,447.4730321186818,1095.5673149775878
4,4608.065211705115,4571.621582506417,1334.9815211083435,384.20859922948677,0.0,611.1823880756845,268.76080130411657,219.58055197807624,490.12860793397346,595.0441171030512,384.87340023492294,205.54069542587547,675.8708514772705,734.119675430579,481.4434353397897,316.0275669500209,294.9015540990464,327.1315726235952,435.06889952412666,417.8657496592349,687.8079327951082,693.4104453005726,1745.8628589489863,1385.0659778621737,1399.4740671297402,1485.4001455119962,2084.622807985474,1653.261806796755,1463.6782154718555,1642.0621640797779,2191.9279840912036,2041.3804807405227,1437.3596475952927,1717.2082236514743,1189.9402115743032,937.4159958606525,1381.4802648152279,1389.992751408038,1566.1082085848223,306.97556944916306,1581.9424190854998,740.1526408059422,632.3545899153166,1496.1867509596855,1513.0390234073866,1396.5678656574871,1229.0286841206098,975.9804399662027,691.445863819764,816.9102146723402,740.1365585389833
5,5014.777955065151,4985.254956828721,1190.4558714270859,972.4803023551373,611.1823880756845,0.0,344.3623390855358,417.47802024409134,466.85385363866965,472.46501802559237,260.5018316848269,539.9308577258029,428.0728879535289,489.3507067372036,384.8406460229506,857.5184774935585,779.5001243588384,660.2280542425739,797.052618746468,881.8981628273026,1241.0971365666696,874.5348264650111,2076.6228604432235,1671.878612967241,1690.2517644766876,1784.8302959180692,2420.6429618704547,1983.3987451995258,1937.4684669692203,2077.212219151259,2555.1421745727516,2429.1732314996184,1850.6787824647213,2141.7322840136303,1600.5111946560774,1203.7580487661457,1286.5905611538853,1291.060132221399,1493.0152019695192,910.6853021939816,1461.3162999789472,995.4285130544541,1219.0954138927223,2037.1157505541864,2040.610086269966,1892.6383077609826,1821.9862769935942,1577.3407666270784,1280.0812415826533,1355.8954514070138,611.1125448515833
6,4798.9905536560955,4765.44095086057,1213.8291018984994,643.219422594417,268.76080130411657,344.3623390855358,0.0,127.19667771783475,348.2976613074733,429.7306950008214,162.84865895291583,226.75029328812238,474.6672075469595,541.2275977172624,298.5178776594587,545.9408483772828,486.466201372674,418.82437405341585,560.4476562600091,604.5239498340163,931.62123642061,739.7189805480976,1893.9724602325762,1508.3100934669324,1524.815360153494,1616.0548017266892,2237.7368687679154,1800.1900723328956,1675.6617133789593,1837.420879307638,2357.9390310844133,2217.6376275802,1620.9209248216355,1908.1925226595613,1369.3535038055659,1040.103251935802,1282.26201747324,1289.2826945420802,1480.348259199232,573.4008427890261,1476.388392223851,784.0943055739325,892.2458975082661,1738.8037595867952,1749.7851032231085,1618.4249162624894,1492.9787121842965,1242.7170790852983,939.5670115759339,1054.8218145694373,592.9543964490897
7,4673.939469816393,4640.764758775288,1337.226080134432,555.459417148944,219.58055197807624,417.47802024409134,127.19667771783475,0.0,468.9243183635426,555.0783478409393,169.6026648411062,282.26869973254213,601.7594390522372,668.4172485611663,424.3659554984259,441.9851201243408,371.6627811491481,291.82293758713456,433.8379617908641,485.18751330123433,827.6490674404034,618.1610471235699,1766.7924630225255,1381.4647065962201,1397.898977971617,1489.0075874123759,2110.5927764552684,1673.0064560399362,1555.9313339663702,1714.0390151115078,2231.205006433233,2091.6412883932385,1496.0979367733553,1784.0664998648836,1244.3744015896498,913.8402829793164,1402.5810520763605,1409.862191196852,1598.7870932891271,498.2571202711346,1598.0928928032276,862.8725048596754,801.6203196009575,1630.4702150742728,1638.4534956697014,1501.6210210534748,1404.5148233419436,1161.0354694943835,910.977578450089,946.6619641904845,717.4128275216948
8,5097.801575091812,5061.594774700642,868.9799619108176,856.5344888644026,490.12860793397346,466.85385363866965,348.2976613074733,468.9243183635426,0.0,107.64133470924938,471.79165123092054,291.85958634127746,212.10784856589353,255.47376504350032,82.01390858565941,806.1037576444419,776.6892581774018,750.1978516985577,886.0394406915391,900.6408527150751,1169.101324908347,1086.7353834643034,2219.830583889252,1843.474455843929,1859.2960325490426,1948.8370897946322,2561.610320144163,2126.429713883857,1953.4769915196855,2131.666851193032,2674.58079047743,2527.344065640141,1924.5769216028577,2206.262189602399,1675.5110202139049,1379.409655272373,934.1850303032448,941.3139083723405,1132.0842352382442,765.7889812049381,1129.1828646116417,530.887708291144,1094.4227079995653,1972.187292146426,1993.7832282791235,1884.6242311158287,1666.7027481358275,1404.0064342798134,974.5143855853084,1300.7056762109776,253.65792308824143
9,5201.131408897162,5165.336232661607,785.4249885335221,963.9399809933097,595.0441171030512,472.46501802559237,429.7306950008214,555.0783478409393,107.64133470924938,0.0,531.808980946721,399.06347679622115,117.05342717391557,149.19952117773673,131.41362435410647,911.0252286737647,878.1880575148685,842.4283594142801,980.7429506187553,1001.8786414109348,1276.2141201896416,1168.6194501219945,2316.0030587882165,1935.5076009791987,1951.6853392228313,2042.0852163862842,2658.591346687288,2222.425648563969,2058.7213202945263,2235.0408924464446,2773.75492135235,2628.1358533494345,2026.2690293124783,2309.090075762865,1776.521261824935,1468.84521512823,859.9340517089554,866.2967689634688,1061.957065678982,873.3934144088576,1050.5133281622052,562.1962886922728,1202.0621937082255,2079.747489315628,2101.1101877489473,1990.8016168381346,1773.2576088833598,1510.2549023827453,1071.0927187685206,1407.6120665743606,164.16079137258185
