,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0,0.0,2409.9569347675665,2444.892345471573,2408.6328424299027,2439.311358825494,2442.154597511845,2124.040672478486,2175.9723511813145,2032.6607674156362,2075.9544575706113,1861.5955933482785,2497.8487372694517,2452.191125900652,2425.9903056678986,2408.5048872787206,1667.8752416776138,1854.5842250027765,1908.6091127172622,1851.5157581057065,1833.679476208328,1840.6108224081875,2082.177038238105,1946.014165500175,1992.2741135732379,1684.4284320878876,1642.3718069183146,1527.4688752994484,1493.0994681845352,1806.8560533849002,1588.5127004943631,1576.048743376165,1634.8406982821728,1461.3290812540433,1589.0717540080036,1688.9918205705217,1866.6390541972182,1387.9252339337968,1532.7005676227723,774.1527804401161,1069.179774313645,1434.050158821787,1071.6147628448373,1185.3253331241756,465.3394483797598,1021.1218861789308,1057.1162716187512,1094.65700878472,1307.1330326167185,238.4092458430478
1,2409.9569347675665,0.0,90.59106703754294,39.922903599615225,190.48787839148025,338.82925941015213,315.63953397294927,415.7262437229599,807.0652415789602,675.4889959793102,959.3550577041364,526.8634085129534,477.8104790446013,662.9001604631802,777.0491308730429,779.6094887903845,555.6311706085148,509.4511332213696,615.5660670085213,623.8278384889082,580.0202126728351,327.99793794943207,1110.7241898639,1382.6757415765258,1057.7455373372281,1007.6479431008044,1004.303628164754,926.817702967051,929.6280345326875,831.7213855990054,843.876842455871,1623.0668416524845,1461.0361630096404,1144.2805530704636,1137.6839517099734,1087.736129067593,2084.9547857148514,2225.668299441098,2019.4292545773287,2013.7494135382888,1743.4447811698146,2245.7816596833195,2132.2677117438348,2036.4837529594242,1622.3246182398593,1542.181405903259,1458.1760565649163,2562.2538592031187,2189.8341946498645
2,2444.892345471573,90.59106703754294,0.0,56.53432742797662,105.66320641541803,255.75946253993004,385.1705595283901,503.1508672636672,894.8553248116525,763.2801443452076,1043.2396997444687,441.7244261607887,395.4657107342781,584.6287973165352,701.023681808844,836.5992681019541,597.1881218857558,561.2426429731088,680.8832490548535,686.8612255311867,631.8396501706922,368.6085301069192,1067.0845070832956,1334.0534457402923,1038.0352920200587,995.686768182033,1007.6588287289023,973.0375266500333,1010.6395022204655,858.7265753551667,871.1019494969537,1593.1688170786556,1443.7389093785457,1129.024408373703,1113.790646951826,1050.7012686181727,2065.934734454881,2201.4054014738063,2028.1807035499999,2008.896661364568,1723.1632407717493,2240.3089104982755,2121.9421918554235,2061.0468621999544,1629.2275842064764,1550.6287991878105,1469.0163203139398,2550.294017234589,2228.186103087935
3,2408.6328424299027,39.922903599615225,56.53432742797662,0.0,151.18671797280638,299.00732476942295,332.0756751352438,446.7015627907522,838.414335944019,706.848300812421,986.8886234719317,487.16514956013884,437.90916481082974,623.0874888928879,737.4408380219738,789.127190434754,556.4781377033044,515.6488343135986,629.8382326889273,636.714765831463,586.3827202326072,327.42192903078285,1078.2913052247613,1348.9370200800088,1033.064133405829,985.7510914036563,988.3983864177707,930.6140352006537,954.7901471720342,825.9460951822584,838.2197707450047,1595.1593466964832,1437.4627559544715,1121.2755638582971,1111.593148853924,1057.283354574754,2060.9461700257707,2199.8268015086837,2006.2558353781053,1995.0536328558837,1718.8979876025182,2226.8936846047777,2111.4884684931117,2030.2356825923705,1608.2581442598532,1528.729129216231,1445.698056946458,2540.931704997316,2190.134653387405
4,2439.311358825494,190.48787839148025,105.66320641541803,151.18671797280638,0.0,150.10793661418123,442.88261495038023,586.2633702344752,976.5257843219985,845.4881716079859,1115.2106137261078,336.8294530105124,289.8128913092857,479.35677210123345,596.2800454376504,867.3835523837738,612.4389629158717,590.2856237932652,725.3507988308445,728.049708155963,659.1634742704292,392.5417425309905,982.8415483223079,1244.9126151947603,976.4332581499555,942.4100038931435,970.8470888024779,987.9947420358208,1077.0608370988418,851.0749170006983,863.5456538364651,1519.3785445061662,1382.4513328504022,1071.3349381154394,1047.5274981461882,972.3569445052433,2001.3827981036902,2131.6785669536744,1992.560394710705,1958.675896947945,1658.1004082960976,2189.000340485909,2065.878979001048,2043.5500156904452,1592.7123840534332,1516.1305757642983,1437.554222568768,2491.9521365079336,2227.3262697286177
5,2442.154597511845,338.82925941015213,255.75946253993004,299.00732476942295,150.10793661418123,0.0,551.739579495553,715.9961315788056,1101.1490795638963,971.610157681188,1227.7336850822446,188.62214282156114,139.70638389428075,330.67648843715307,448.8113139289059,932.7327752479554,665.6936939733146,661.4692377988991,810.584645329893,809.3255089121253,725.6797514296201,469.56637408112664,873.3174960808483,1125.033526809096,905.7118133963922,885.8531259050937,939.6177999347117,1030.4526238281499,1183.271957804358,865.5028072867339,877.7899959395309,1423.7858303858839,1307.7627733294453,1005.5925274556716,968.0832128789968,873.3256718071732,1918.4320328469303,2040.2915551160845,1953.5320693477593,1897.8816483714488,1575.745505969466,2125.699211380455,1995.7727126707346,2030.8297032426035,1554.6129960626997,1481.6245246150747,1408.241262754334,2417.152794247842,2237.611984150983
6,2124.040672478486,315.63953397294927,385.1705595283901,332.0756751352438,442.88261495038023,551.739579495553,0.0,202.5284563916992,555.8578287008014,430.6278971529469,676.2228105047046,726.4103707236609,667.1413830368158,812.9345459945398,906.8765912214428,470.0022286343401,287.90378370942796,218.10485641033964,300.2562875986606,309.6977690644225,283.72230416831064,141.83098818761036,1078.665966019867,1359.2338683661228,941.0146370469718,867.4990732904322,815.1588414662732,631.3239518781393,634.6961674590676,583.1524094913112,594.0837730551978,1521.7361048787307,1320.525128614573,1008.0580750393144,1031.3567847240051,1031.6450696323643,1938.5885479139238,2094.95687860063,1792.6085502925075,1824.503490927385,1606.4863296528674,2055.935760212506,1957.994822388631,1772.1264663261372,1405.1964988808977,1322.1735679308902,1233.2257349167803,2389.0183194917795,1898.8531088805062
7,2175.9723511813145,415.7262437229599,503.1508672636672,446.7015627907522,586.2633702344752,715.9961315788056,202.5284563916992,0.0,391.7134158333946,260.15830375457296,548.2292374680948,899.6496024906396,842.4982514328674,1001.1746084365938,1100.1637454578981,511.502876484362,429.8077261237313,346.22832106476415,329.1262090964385,349.97064128638266,388.0590760063548,343.77693781469935,1277.3998967890398,1557.7649228024266,1124.43879600242,1044.9135906957808,973.2346525427698,697.4603642580355,527.6821680532182,712.0269659990709,721.1992007250504,1703.5699678910694,1490.9130800959283,1184.222809680672,1216.386123213689,1227.3726141843429,2101.5928052934123,2263.520361521016,1910.1638403693441,1966.8939102841027,1775.5991260226342,2196.331334027233,2107.6465979062405,1855.1047060234885,1534.2337492567149,1450.377555661054,1359.2924684558252,2536.8462339701427,1944.2742070173717
8,2032.6607674156362,807.0652415789602,894.8553248116525,838.414335944019,976.5257843219985,1101.1490795638963,555.8578287008014,391.7134158333946,0.0,131.58918433363056,196.8358830990738,1280.5850656394057,1221.877009025379,1367.5129581997196,1457.490626584645,523.7813026190979,635.9389987988731,566.4895217990429,429.5097673171777,451.060206768033,557.0431276746586,675.8056194161637,1540.6104029962107,1813.7794194661403,1329.534438839211,1235.9291814403487,1118.6488902859678,695.2003447827968,228.11746250958973,826.5269903030203,830.6188540604658,1883.4131230431808,1640.514374480872,1363.9054578003381,1422.707549676668,1475.6809944401396,2213.025517146772,2388.620064532305,1910.71409048797,2025.6049682417258,1912.658502423022,2244.5521102719986,2181.8469969409625,1782.3026176348562,1575.2104216655077,1493.3680157418987,1402.2138606176625,2598.2171030551176,1794.6027111178705
9,2075.9544575706113,675.4889959793102,763.2801443452076,706.848300812421,845.4881716079859,971.610157681188,430.6278971529469,260.15830375457296,131.58918433363056,0.0,305.19294395685193,1152.3642073716737,1094.0493183073922,1243.5583027116268,1336.2721250692614,488.0512344296042,546.322450198797,469.9257889663747,355.26329526240903,379.0569617804142,473.6330687911848,556.7831930349017,1447.4718927320723,1723.903991918554,1252.7697893468933,1162.6498014841493,1058.13096768141,673.3506711549443,308.02407321748234,770.2137005765451,776.0115968450273,1817.7136721965446,1583.2648921531309,1295.2587824441723,1346.2560975747117,1386.731916355874,2170.6745893285865,2342.3347166328654,1903.9895271111475,1999.9276364380332,1860.816318985397,2223.1915632867267,2151.6430004288686,1799.998844658837,1552.9835185676782,1469.8632281240411,1377.9705945230169,2573.5195098341997,1839.217139250902
