,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.0,1068.6686330616737,771.7206726877222,780.5767810484537,779.7510620181286,1555.3650961287558,896.9564865640774,801.9165689776618,1186.9152119677033,1452.944660953614,1240.8029941138352,1546.3793610480018,2059.46710875071,1627.5972708689756,1476.3273933707083,1401.5954397250955,1621.4439080355837,1473.4226589160621,1361.1117231821802,1798.854718615039,795.6319939848019
1,1068.6686330616737,0.0,310.2650447862307,915.7310718051064,510.278380732374,1045.5954373688585,570.0468442700256,520.3083089251763,736.5273174975207,1286.9066974768127,687.0749767075891,481.81900077687527,1156.444964957771,935.134425546273,763.4063480679331,545.7277021841708,766.2634422875085,542.9502298902695,432.9689875723302,747.235858951807,1419.3309985343892
2,771.7206726877222,310.2650447862307,0.0,805.3973396065493,431.80806318813853,1040.290511480551,554.8152172752984,305.0580399304502,671.1544789290373,1169.9650589105704,665.2965163104695,791.2995238469297,1432.9213122092676,1133.2031187766022,958.6048328740758,784.9270694858825,1017.0455744727336,813.532223829968,696.7434949423051,1057.401126235961,1233.2338715077196
3,780.5767810484537,915.7310718051064,805.3973396065493,0.0,406.35943719370107,1844.9736120098478,374.9716199916647,1066.7349932953396,1470.7376067803777,1926.2728496546258,1470.5715062989834,1258.0458364617994,1474.4352522139793,966.2334029061243,858.0586409750797,902.4379769801993,1062.7044899571497,1012.2323018920754,934.540632121763,1431.8288604464703,555.5674292462329
4,779.7510620181286,510.278380732374,431.80806318813853,406.35943719370107,0.0,1465.0014834067679,142.83160543492102,725.2510774967825,1101.8106320877564,1596.5082884132587,1089.1917246162857,890.7794179060794,1281.9853499426279,857.0860369197562,699.0485683766963,632.3318072048335,844.305149725144,718.6703998425809,616.4838184582464,1099.5646561630663,919.9994319333698
5,1555.3650961287558,1045.5954373688585,1040.290511480551,1844.9736120098478,1465.0014834067679,0.0,1571.1818083671344,802.0413849500162,382.9782243462011,455.7364313121729,375.8336424067686,1183.6025113287515,1994.761124957852,1940.509601567151,1779.7338938543344,1537.756044683938,1715.3181197450601,1485.038261615895,1408.1827132043904,1398.7468911329754,2225.4305579105276
6,896.9564865640774,570.0468442700256,554.8152172752984,374.9716199916647,142.83160543492102,1571.1818083671344,0.0,855.431795918872,1217.0796179613642,1724.5580339456874,1196.652331171228,883.0921873738445,1182.0947904118175,730.8315962753663,581.4695326276494,555.471244497707,748.6730983036622,655.9925981276674,567.8014967772418,1063.9328070508577,924.0318196909623
7,801.9165689776618,520.3083089251763,305.0580399304502,1066.7349932953396,725.2510774967825,802.0413849500162,855.431795918872,0.0,419.07769977813416,871.4168125418541,449.765831479342,949.9053091928781,1676.6010338321983,1422.8906714241807,1247.960615379324,1054.2353226935602,1281.401848259299,1062.4186490141012,950.1139631139938,1225.1175060572966,1423.5428688956085
8,1186.9152119677033,736.5273174975207,671.1544789290373,1470.7376067803777,1101.8106320877564,382.9782243462011,1217.0796179613642,419.07769977813416,0.0,555.3815962738792,101.8862302729353,1003.4513033926249,1807.9730311304056,1667.2764924940568,1497.8149462476124,1269.061010878252,1472.001762903813,1239.2482779835245,1145.0171718443305,1258.7109561708705,1842.4725914534422
9,1452.944660953614,1286.9066974768127,1169.9650589105704,1926.2728496546258,1596.5082884132587,455.7364313121729,1724.5580339456874,871.4168125418541,555.3815962738792,0.0,629.0099040368522,1543.5093176644348,2354.737609633387,2220.732368188499,2050.098536182677,1823.8717209059055,2027.213051124396,1794.363399497815,1700.3133440891486,1785.7069853526111,2207.849615846865
10,1240.8029941138352,687.0749767075891,665.2965163104695,1470.5715062989834,1089.1917246162857,375.8336424067686,1196.652331171228,449.765831479342,101.8862302729353,629.0099040368522,0.0,917.0764558642904,1726.256329781441,1607.663801357021,1440.7908155129644,1206.6192637721244,1402.5828557640898,1169.5744776608958,1080.1651997479269,1167.3334511336361,1866.8851469701624
11,1546.3793610480018,481.81900077687527,791.2995238469297,1258.0458364617994,890.7794179060794,1183.6025113287515,883.0921873738445,949.9053091928781,1003.4513033926249,1543.5093176644348,917.0764558642904,0.0,813.9112277123169,831.2689061018078,708.3452154532299,471.9821857445009,567.3873279243193,369.5240720112433,364.3398921544094,275.2128636255597,1803.1633379926036
12,2059.46710875071,1156.444964957771,1432.9213122092676,1474.4352522139793,1281.9853499426279,1994.761124957852,1182.0947904118175,1676.6010338321983,1807.9730311304056,2354.737609633387,1726.256329781441,813.9112277123169,0.0,533.8786962476246,616.5779195891511,663.242367945025,438.0282015278002,619.4999733396542,736.187053710558,614.6501092599902,2005.2051585113206
13,1627.5972708689756,935.134425546273,1133.2031187766022,966.2334029061243,857.0860369197562,1940.509601567151,730.8315962753663,1422.8906714241807,1667.2764924940568,2220.732368188499,1607.663801357021,831.2689061018078,533.8786962476246,0.0,174.95694286958368,402.829687150204,276.7140643821718,468.9851491017336,532.3803836543818,801.8071478602556,1479.9740298804134
14,1476.3273933707083,763.4063480679331,958.6048328740758,858.0586409750797,699.0485683766963,1779.7338938543344,581.4695326276494,1247.960615379324,1497.8149462476124,2050.098536182677,1440.7908155129644,708.3452154532299,616.5779195891511,174.95694286958368,0.0,247.9137706524542,228.07282701252126,338.8987116057527,377.36854762784895,730.7797009350141,1394.4940989965048
15,1401.5954397250955,545.7277021841708,784.9270694858825,902.4379769801993,632.3318072048335,1537.756044683938,555.471244497707,1054.2353226935602,1269.061010878252,1823.8717209059055,1206.6192637721244,471.9821857445009,663.242367945025,402.829687150204,247.9137706524542,0.0,232.76722572302614,118.69530333548867,130.2632963033967,550.5639962925974,1457.4022849400349
16,1621.4439080355837,766.2634422875085,1017.0455744727336,1062.7044899571497,844.305149725144,1715.3181197450601,748.6730983036622,1281.401848259299,1472.001762903813,2027.213051124396,1402.5828557640898,567.3873279243193,438.0282015278002,276.7140643821718,228.07282701252126,232.76722572302614,0.0,233.01778659473624,333.47534935507747,526.6493482098978,1608.4831152493882
17,1473.4226589160621,542.9502298902695,813.532223829968,1012.2323018920754,718.6703998425809,1485.038261615895,655.9925981276674,1062.4186490141012,1239.2482779835245,1794.363399497815,1169.5744776608958,369.5240720112433,619.4999733396542,468.9851491017336,338.8987116057527,118.69530333548867,233.01778659473624,0.0,117.30108040351827,432.15525086526003,1567.7737316684054
18,1361.1117231821802,432.9689875723302,696.7434949423051,934.540632121763,616.4838184582464,1408.1827132043904,567.8014967772418,950.1139631139938,1145.0171718443305,1700.3133440891486,1080.1651997479269,364.3398921544094,736.187053710558,532.3803836543818,377.36854762784895,130.2632963033967,333.47534935507747,117.30108040351827,0.0,497.31490572238624,1489.0387881289219
19,1798.854718615039,747.235858951807,1057.401126235961,1431.8288604464703,1099.5646561630663,1398.7468911329754,1063.9328070508577,1225.1175060572966,1258.7109561708705,1785.7069853526111,1167.3334511336361,275.2128636255597,614.6501092599902,801.8071478602556,730.7797009350141,550.5639962925974,526.6493482098978,432.15525086526003,497.31490572238624,0.0,1986.3036473082025
20,795.6319939848019,1419.3309985343892,1233.2338715077196,555.5674292462329,919.9994319333698,2225.4305579105276,924.0318196909623,1423.5428688956085,1842.4725914534422,2207.849615846865,1866.8851469701624,1803.1633379926036,2005.2051585113206,1479.9740298804134,1394.4940989965048,1457.4022849400349,1608.4831152493882,1567.7737316684054,1489.0387881289219,1986.3036473082025,0.0
