,courier_id,gps_lng,gps_lat,ds,depot,order_id,gps_time
0,2925,126.5445,43.85,610,1,,
1,2925,126.52056,43.83522,610,0,1547202.0,06-10 19:30:00
2,2925,126.51567,43.81225,610,0,1785023.0,06-10 16:14:00
3,2925,126.51667,43.81462,610,0,1240617.0,06-10 14:26:00
4,2925,126.52061,43.83659,610,0,1218549.0,06-10 19:50:00
5,2925,126.51946,43.83582,610,0,1341601.0,06-10 19:12:00
6,2925,126.51763,43.82707,610,0,3372745.0,06-10 21:41:00
7,2925,126.51539,43.81406,610,0,4301213.0,06-10 15:27:00
8,2925,126.51569,43.81417,610,0,4322801.0,06-10 15:21:00
9,2925,126.51275,43.8142,610,0,4418933.0,06-10 15:35:00
10,2925,126.52019,43.82596,610,0,2816658.0,06-10 17:32:00
11,2925,126.51639,43.82541,610,0,584165.0,06-10 17:48:00
12,2925,126.51787,43.82755,610,0,3603257.0,06-10 20:59:00
13,2925,126.52445,43.83623,610,0,2738697.0,06-10 11:01:00
14,2925,126.51853,43.83319,610,0,1521065.0,06-10 12:21:00
15,2925,126.51582,43.83168,610,0,1064753.0,06-10 12:37:00
16,2925,126.51708,43.83157,610,0,517405.0,06-10 11:49:00
17,2925,126.51783,43.82731,610,0,4498080.0,06-10 22:56:00
