,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0,0.0,1290.1411625053322,2084.1037317926916,1936.8755029287547,2218.922576719405,1518.3654522386996,1409.5092872053006,1784.8364217491676,1717.9670955262613,1396.4640253936632,1904.5713774326077,1329.7550268895725,1657.1909943538417,1635.365023139297,1296.0728685031495,1142.6480041127668,1069.085527714156,460.7517896951898,611.0037135813858,235.27677812138438,369.3220642205411,357.6085913038255,2077.438077760266,2100.0501528441728,1772.4386567312852,1773.7170711381527,1906.2539725437375,1326.9312551318362,1486.3696042280487,1635.3583448154338,1696.7319070409912,1202.7893725900226,1562.598412059182,1428.9179938710581,1368.425958166853,1392.296715174752,36.81360214045873,1022.9161167170338,1306.4352643100385,1291.980557945175,1089.7922729897837,1125.3685453485286,247.52109693607918,473.5876249135196,577.0302850132985,824.919552484001,1923.0659631931187,482.03668109196695
1,1290.1411625053322,0.0,808.8905275663392,709.8116283918328,1915.3300983387992,275.498088257303,125.2841402017198,546.8704148356129,533.2329081678746,183.11210133628825,618.1201606857248,671.6489375405097,771.0533501016267,831.8602202463314,203.36064506625607,201.78314563798435,256.8253948379538,830.066731879955,700.290799883607,1199.2092453459238,1184.1064353096322,1115.436660703468,802.1642453814623,839.3083473191299,566.435651516259,607.2732755247982,618.2945801861233,667.0638453435967,506.74812933799427,613.2735240647922,632.2235975590307,276.25760451652104,293.77453321556516,146.4240568012767,101.1069416845095,181.93744197770857,1253.3646960620108,483.3474341005932,17.17903257388218,174.2892700210974,308.3065602538483,875.687971482965,1212.2078718596467,885.9222086060344,724.3388392105434,535.2771727424654,635.5875215874083,847.098956049917
2,2084.1037317926916,808.8905275663392,0.0,234.60481321885862,1955.0107124443691,566.4485990928758,684.053776628554,563.4140474187243,687.2142878909127,771.5675972743643,327.17642986597536,1255.0366469238825,1116.272645673903,1214.9180783505792,889.5264144063071,994.4064077575856,1060.307963070756,1624.117278803905,1477.2694181353809,1965.6868618455487,1925.3191999429548,1864.6288282217208,6.727127530875695,84.16730841844927,638.75183189378,717.048500925468,309.98196823986535,1252.168933955365,964.3922350128355,930.3806666330802,879.5490290851642,900.3594609653995,522.4038245437846,663.3067640003148,755.0053595186009,776.0158957976529,2047.3371402065545,1125.74047254237,794.4787647579776,876.7048330092022,1086.9024283831843,1557.0247108831843,1975.7398698933944,1647.0263306502077,1508.1937306625218,1277.1469657268815,308.0508603943603,1655.1605313068756
3,1936.8755029287547,709.8116283918328,234.60481321885862,0.0,1733.3832293932435,437.8198416554532,587.6692676361944,645.6085406996582,756.3002235082045,726.6321502501938,438.7987064849814,1260.8708667729682,1183.294479962206,1277.4188240136932,838.1715519949378,909.3467345581337,966.4394342125908,1482.1813082737083,1325.8961097329145,1800.664121117649,1749.3056865782135,1692.6912504231984,230.94125988016967,193.35420145496897,722.5697740604813,805.305391927983,419.95345753260364,1257.3333031056877,988.1543953428331,989.7357313326295,952.3711910153623,735.1145483882158,418.6829963902045,566.5117627530781,683.3423607461865,730.6207894056287,1900.434482650862,943.6724198168466,698.6097827426211,818.8985804831423,1011.8448059697109,1536.2981649145433,1809.0782633025347,1483.8832378957213,1360.4365040176785,1115.675160102202,428.20158332310547,1534.0010908803295
4,2218.922576719405,1915.3300983387992,1955.0107124443691,1733.3832293932435,0.0,1782.0675648298707,1889.468625320254,2271.8866009397534,2338.839881300741,2079.4746073591423,2134.8723520376884,2566.8833961530036,2678.9495923373797,2745.9364335534065,2117.0782297486794,2038.137145589277,2028.7556111989788,2004.4312199062279,1868.9959032091656,1984.008975363486,1851.9644713494438,1863.4843753376651,1953.2006495093194,1885.171407437095,2335.4309761074583,2409.602015716162,2118.185361672843,2562.0888687662177,2418.199747384313,2503.5361702646674,2501.866109339839,1657.6991175826442,1838.0749526095613,1883.107765681997,1988.6022490257128,2080.2211600091437,2198.982679805447,1565.0909103028544,1922.2014322543714,2088.0571549487872,2124.002484458439,2675.175646331748,1973.4779304806389,1845.0871233856287,1908.258754478242,1731.2743142733855,2131.592828469063,2169.520432344025
5,1518.3654522386996,275.498088257303,566.4485990928758,437.8198416554532,1782.0675648298707,0.0,162.06898021252698,508.8344409826893,558.6851033213208,344.10106531715485,465.8490258165064,897.7469902820659,915.2175046222712,994.4574895516824,435.3984210215374,477.16783501596524,530.3834057191452,1059.088923855442,910.8229033052784,1400.5639408627678,1365.010172015713,1302.287463996204,559.8288106028452,583.2045012779946,562.4219947811692,631.4324400056026,458.12497392784707,893.5556817329929,670.1100751680129,729.5686929832715,721.4006518769991,343.52213103245487,67.27934057007388,143.1716061006967,273.0428848378554,346.8525494331,1481.6340801403223,579.711493279722,266.2585277476257,410.8495529083583,582.8144436699577,1136.3551579564535,1411.0708403317326,1081.9165770292002,941.9741518684043,712.6670593857514,476.38811831200695,1099.8233717284227
6,1409.5092872053006,125.2841402017198,684.053776628554,587.6692676361944,1889.468625320254,162.06898021252698,0.0,473.24543061005573,486.5639590188312,195.76583206320183,508.63006955418587,742.3752783964118,790.4389986416874,862.4550743252021,274.9531812398585,321.7052559998964,381.0581849648875,948.8373534652187,812.9319006947063,1310.6635026700992,1288.784241351156,1221.9233128508688,677.3266574312811,714.0469087765289,507.5669910198628,562.1354624790533,506.8045177685293,738.0566493833394,534.1095384512994,614.9132818560518,619.6229737822478,314.7757104062284,169.59764093362278,21.300900389513178,113.72342889467912,197.55625726704562,1372.7005609907105,547.4284067055594,112.06150253125472,249.5401317788033,424.7999122205531,974.4045132858062,1322.9021484403643,994.6366883076814,839.3785945952509,634.4446384494142,524.6220300489558,971.298985787581
7,1784.8364217491676,546.8704148356129,563.4140474187243,645.6085406996582,2271.8866009397534,508.8344409826893,473.24543061005573,0.0,125.15096220565968,394.16498055994055,236.618060616891,719.6572044381386,553.1291542595969,651.5478810736723,488.79398470972853,644.7616796356514,718.142013162392,1336.0752580507092,1227.7984825827023,1723.3130331678854,1720.5518681149583,1649.6752336525303,558.5407990621036,638.2520622887228,77.43839551814398,159.85482208683504,253.44391321687388,717.5569272517174,424.08899183923916,367.7483173187691,316.5329454883515,787.9987836837537,444.7164762273844,465.52971577364957,447.90174232429155,397.92334859732534,1748.7574479675106,1019.0331148735843,530.0413527419333,493.6717172776397,697.7690547240496,1040.7988373215153,1737.9587778589246,1418.3915288261032,1245.5901576277454,1080.1862086649628,256.7871831045048,1312.261896634868
8,1717.9670955262613,533.2329081678746,687.2142878909127,756.3002235082045,2338.839881300741,558.6851033213208,486.5639590188312,125.15096220565968,0.0,358.92728632665836,361.18658633810094,599.5579435293527,431.4025828356805,528.8814665429,430.33197207670366,592.3596316547422,663.6604699006557,1277.83452297002,1181.850557692935,1671.052040477138,1677.4812132618806,1605.0403470249303,682.202674104364,760.7197304407057,62.39822851076814,75.57703404667772,377.58458344645965,597.6960885504272,305.55897888026936,243.1837106758653,196.53867525147734,795.6265610316839,500.78258385631744,484.228248740778,432.25067393329306,361.706481619998,1682.4026984627228,1016.0505053055033,517.6666036937047,441.980335352309,628.5680313436435,924.1048721593877,1686.651150321222,1373.929396846536,1195.7969175010674,1052.0663060157876,381.63625766489065,1239.9274013691615
9,1396.4640253936632,183.11210133628825,771.5675972743643,726.6321502501938,2079.4746073591423,344.10106531715485,195.76583206320183,394.16498055994055,358.92728632665836,0.0,520.0989235727012,554.2014004554433,599.6705760334619,668.3054914959233,118.09616866025034,253.83337449034576,327.3786478861041,943.8793453337498,833.729336746272,1329.2723678088798,1327.1960825932447,1255.9585583718892,765.0401420749997,818.6499653312422,399.3674650756547,430.8293567653129,525.4395353920276,550.0799065325997,339.72100603456005,433.1118723779343,449.31676040526224,458.32772774289106,323.9231831490295,207.93309940265215,91.43240397262079,4.52453216093733,1360.1059792155133,664.0927243454656,170.1379205240603,109.3299545436406,324.8275817926831,810.0448336582112,1343.84044705354,1024.6041252902266,851.4799698944912,693.7577698116501,540.4616283123479,930.8293662060336
