,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,0.0,3450.4172044877105,1944.110019229572,3111.168154904566,3761.5797195368364,2500.13759685472,2570.8529497470126,2703.3271505090142,3001.7345154516374,1310.0459140919202,2236.9977553513954,1894.343703575974,1869.527333330656,1995.308457544383,2182.9777689785797,2114.6714529878695,1938.2478137565413,354.891443777302,438.9695890828483,703.8000976582056,676.9992505229249,347.0212429074024,601.0519898290246,845.1783614136808,594.8604941678785,1421.7695219974203,582.7667517712086,693.588584604228
1,3450.4172044877105,0.0,1727.7445718323925,643.1874312737898,481.98241390039976,992.2262073003172,948.5563309652101,804.0988979373923,469.32525152146786,4630.266335784538,1547.135545010137,1705.8741741583722,1832.206210751058,1905.5544156452531,1695.967711203263,1474.1360071001152,1687.1815593723145,3571.922663182317,3063.2120659178922,3761.9365044295464,3702.3898037528534,3481.468664746172,3681.4856044844973,3791.112582705685,3604.441855541192,3231.6699904727484,3748.286306372169,3550.012756685598
2,1944.110019229572,1727.7445718323925,0.0,1677.8275602136357,2153.427401655839,753.2239491541006,781.1035119695266,924.7366164682276,1261.2690856297838,2973.370653372548,295.5574420177465,114.83201960349297,104.63244153787579,290.0995108072166,296.5528129693063,260.03064318015646,73.68665361860552,2172.1357787967486,1663.8425525547864,2455.978444963013,2401.538558264392,2094.0789986141276,2354.417394326539,2537.5460423550758,2293.00220717895,2368.3638047588483,2394.675614194246,2290.0546168900883
3,3111.168154904566,643.1874312737898,1677.8275602136357,0.0,687.0946864679738,955.591157656772,971.0947748968939,866.4843685387643,649.1133329133057,4361.997726723838,1601.2766880908093,1615.4510190068356,1777.451914966714,1924.6831964477115,1756.9248870170056,1422.407342519659,1617.1631061947064,3178.291133546245,2693.8484519281224,3324.623411991265,3265.2956905021356,3086.342183362937,3254.806177753655,3334.4506734653364,3174.815954281315,2688.7293727414094,3329.412547182082,3104.2020290807186
4,3761.5797195368364,481.98241390039976,2153.427401655839,687.0946864679738,0.0,1401.4550212335828,1374.9412944302178,1234.4103039461463,902.3984295534491,4984.879492962097,1998.9006265950168,2117.7225790204006,2257.8896543724472,2353.2883637646005,2151.3512767366647,1894.5450923606554,2105.6755672114577,3847.6027742167835,3353.8774867863704,4005.039207946256,3945.582971584303,3755.870118994791,3932.8773261877677,4018.2005969115125,3853.402592943961,3372.4153743910674,4005.801655927904,3785.9045371018806
5,2500.13759685472,992.2262073003172,753.2239491541006,955.591157656772,1401.4550212335828,0.0,90.19902949320579,203.1900977978653,523.2999732176818,3644.9275020408686,645.7189983418851,717.6804283136062,857.3511224648023,975.8000320786806,801.3398144687726,493.5378582936799,704.2244810782403,2658.126142015121,2140.113008770563,2885.7835207746166,2827.184532665026,2570.5647347059976,2795.9303789886967,2936.0477713510413,2723.434461519042,2530.882901044959,2853.8664623397945,2687.7406446915934
6,2570.8529497470126,948.5563309652101,781.1035119695266,971.0947748968939,1374.9412944302178,90.19902949320579,0.0,144.51340042141737,480.457898748859,3702.209410651525,639.4375923949605,757.8813073139182,885.7337040168729,983.5744819502934,795.4954988981875,525.6396567451478,738.6734555437562,2735.083852223825,2216.481835775204,2966.829235509984,2908.3833358913084,2648.0316810350937,2876.1317249146296,3018.8875636238754,2804.184212863336,2620.5747788011195,2933.0355353708737,2770.253721826122
7,2703.3271505090142,804.0988979373923,924.7366164682276,866.4843685387643,1234.4103039461463,203.1900977978653,144.51340042141737,0.0,336.5384415706305,3843.7334733729795,769.9944255224666,902.353378390493,1029.337963016917,1120.0805258340313,925.0230401803268,670.0410484269274,883.0859445959037,2859.937052304845,2342.25692862681,3084.509663573961,3025.7599887816878,2772.122860178829,2995.4981465233664,3132.564472052947,2922.4957559410886,2704.123970949789,3054.282470175665,2884.7724973514264
8,3001.7345154516374,469.32525152146786,1261.2690856297838,649.1133329133057,902.3984295534491,523.2999732176818,480.457898748859,336.5384415706305,0.0,4165.653742345801,1096.5357409079702,1236.8111161334944,1365.8740123807545,1451.2339692109,1249.355400319574,1005.9737626209095,1218.9530625095858,3139.3486465451865,2625.5448553290653,3346.1294051488985,3286.844447635294,3049.9626758507598,3261.399097021248,3384.5522913432337,3186.131141940296,2888.887644013266,3324.496920706646,3139.6225665007596
9,1310.0459140919202,4630.266335784538,2973.370653372548,4361.997726723838,4984.879492962097,3644.9275020408686,3702.209410651525,3843.7334733729795,4165.653742345801,0.0,3238.022215501068,2959.9513295568713,2878.1278452453826,2919.6828273532583,3139.5015002116916,3195.878721434345,2991.7538518596057,1431.5255665419122,1748.289714078414,1581.2140552114136,1608.2308020166986,1503.9139368460478,1551.4063885520177,1707.5427374167311,1612.3358191867333,2574.9060788580146,1465.8000335494312,1742.985237768205
