,0,1,2,3,4,5,6,7,8,9,10,11
0,0.0,3950.2212529933227,3754.585853650724,3396.751921195796,2586.6585989128134,4224.756968925765,3290.8184857819456,2688.5601154175456,2927.2372403973704,3003.485423563731,2406.388761310241,2639.339149842397
1,3950.2212529933227,0.0,195.73863420477693,589.4858938002841,1378.8364153739415,6367.105151495057,4727.542242550466,3380.883644582861,2848.4622462770776,2916.2588100014527,2519.445123631936,2954.0947762264404
2,3754.585853650724,195.73863420477693,0.0,411.74912656493,1185.72523528204,6215.345790335504,4583.046242386588,3234.1366067664703,2715.8156600710495,2787.169452780806,2359.5093644650665,2807.2244700256306
3,3396.751921195796,589.4858938002841,411.74912656493,0.0,810.4981504525689,6084.753615737446,4481.449094419762,3135.264980633413,2666.639489687489,2747.2123177251233,2227.697882482328,2713.05548539467
4,2586.6585989128134,1378.8364153739415,1185.72523528204,810.4981504525689,0.0,5526.066478522664,3990.913149793448,2686.8352492071012,2337.222503760099,2430.433772577311,1770.706532014458,2294.316316772623
5,4224.756968925765,6367.105151495057,6215.345790335504,6084.753615737446,5526.066478522664,0.0,1664.6634439199145,2989.461118144642,3559.7966317782566,3511.7904613132655,3861.685759232074,3414.904995195424
6,3290.8184857819456,4727.542242550466,4583.046242386588,4481.449094419762,3990.913149793448,1664.6634439199145,0.0,1349.6615034874483,1898.76093915918,1848.043746144617,2256.3743480133107,1776.162749577814
7,2688.5601154175456,3380.883644582861,3234.1366067664703,3135.264980633413,2686.8352492071012,2989.461118144642,1349.6615034874483,0.0,611.3079316030473,600.6914118416307,921.4283658890209,426.954558634942
8,2927.2372403973704,2848.4622462770776,2715.8156600710495,2666.639489687489,2337.222503760099,3559.7966317782566,1898.76093915918,611.3079316030473,0.0,97.87947296567609,648.4019838537928,310.2182134825815
9,3003.485423563731,2916.2588100014527,2787.169452780806,2747.2123177251233,2430.433772577311,3511.7904613132655,1848.043746144617,600.6914118416307,97.87947296567609,0.0,745.6759339216774,368.85782984717224
10,2406.388761310241,2519.445123631936,2359.5093644650665,2227.697882482328,1770.706532014458,3861.685759232074,2256.3743480133107,921.4283658890209,648.4019838537928,745.6759339216774,0.0,525.556943445476
11,2639.339149842397,2954.0947762264404,2807.2244700256306,2713.05548539467,2294.316316772623,3414.904995195424,1776.162749577814,426.954558634942,310.2182134825815,368.85782984717224,525.556943445476,0.0
