,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.0,1360.2212520190117,1447.0285781383718,1491.1764918276124,1515.0858127678882,1628.9577322891287,1738.7393352525828,1035.061855143312,1009.4057684789303,1167.487144688867,1452.7089617559423,1542.1879140222793,949.130559699858,526.4836124906675
1,1360.2212520190117,0.0,188.83195758384474,184.5088266128669,414.27993820835974,1115.62759527321,716.297571446207,569.0216502704341,451.81753596168033,427.53103820765335,633.2133726317824,424.5481995404396,465.18092571220666,1143.7844295350055
2,1447.0285781383718,188.83195758384474,0.0,60.6450949945681,230.49237765340422,961.2230476959662,528.1194069162794,747.8921940684429,618.1231166878644,613.8264880676468,813.9138902879873,237.79873713011787,505.05286486193546,1286.4733927472016
3,1491.1764918276124,184.5088266128669,60.6450949945681,0.0,267.0273900091345,1009.4696194433761,550.7744630203933,753.3540720792704,631.9318556368245,610.9748044737797,787.0887386182417,268.8986946500423,555.0917105128871,1312.9936124729209
4,1515.0858127678882,414.27993820835974,230.49237765340422,267.0273900091345,0.0,749.4795369940524,306.90923707796543,947.6102361572708,804.9986297122565,827.5588422716579,1044.1506335451002,27.450312911897228,573.3509542746631,1428.312585557459
5,1628.9577322891287,1115.62759527321,961.2230476959662,1009.4696194433761,749.4795369940524,0.0,590.4203536329502,1522.6811385822875,1364.8131652014315,1455.675912093754,1738.3782097365147,756.756751594541,960.4013310665301,1778.378144498693
6,1738.7393352525828,716.297571446207,528.1194069162794,550.7744630203933,306.90923707796543,590.4203536329502,0.0,1253.7364150638439,1109.0752079858537,1134.2049927021023,1337.84515636278,292.562037802729,832.685994986105,1708.0154642723292
7,1035.061855143312,569.0216502704341,747.8921940684429,753.3540720792704,947.6102361572708,1522.6811385822875,1253.7364150638439,0.0,157.86889252429833,166.69164900796608,422.723022694881,964.9125493503867,580.8687668418075,654.6071158282809
8,1009.4057684789303,451.81753596168033,618.1231166878644,631.9318556368245,804.9986297122565,1364.8131652014315,1109.0752079858537,157.86889252429833,0.0,171.14154950315825,508.34183481617544,823.9214102827225,427.1744790891347,704.1763718722098
9,1167.487144688867,427.53103820765335,613.8264880676468,610.9748044737797,827.5588422716579,1455.675912093754,1134.2049927021023,166.69164900796608,171.14154950315825,0.0,342.26197761426783,842.0031259441613,560.9322259767002,817.0121622922073
10,1452.7089617559423,633.2133726317824,813.9138902879873,787.0887386182417,1044.1506335451002,1738.3782097365147,1337.84515636278,422.723022694881,508.34183481617544,342.26197761426783,0.0,1051.3844248558414,895.2555534744512,1026.8684398215987
11,1542.1879140222793,424.5481995404396,237.79873713011787,268.8986946500423,27.450312911897228,756.756751594541,292.562037802729,964.9125493503867,823.9214102827225,842.0031259441613,1051.3844248558414,0.0,599.7225263357839,1452.2554815466394
12,949.130559699858,465.18092571220666,505.05286486193546,555.0917105128871,573.3509542746631,960.4013310665301,832.685994986105,580.8687668418075,427.1744790891347,560.9322259767002,895.2555534744512,599.7225263357839,0.0,879.3787709613601
13,526.4836124906675,1143.7844295350055,1286.4733927472016,1312.9936124729209,1428.312585557459,1778.378144498693,1708.0154642723292,654.6071158282809,704.1763718722098,817.0121622922073,1026.8684398215987,1452.2554815466394,879.3787709613601,0.0
