,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0,0.0,2455.8640855686094,2311.6038599978756,2254.1255987711684,2443.876719658229,2009.140181632354,1267.118018151427,1424.4226763475954,1469.288127487768,2002.5947845205496,1853.0762759344573,1967.2075190377452,1341.8918166017966,1784.6615629461094,1690.6003952815443,622.1169785633365,616.7051020025766,1007.6206839958081,1018.5930677741204,2430.9959933591517,2481.4741623952727,2381.308498755877,1450.0221675798343,1352.2100553834962,1897.9626054098828,1687.1020737678464,2302.0364160508148,2216.0688298883483,2427.20423555716,2414.3810807637615,2089.9547743317503,227.79085007200968,621.3054231494258,1076.1922789925254,1426.9795600323314,1597.4368102147191,2111.18599366954,1572.2558834103888,1580.4037780962071,1852.29479732475,1892.9204458287736,1145.7206646634686,1163.917914397411,3979.3557753644714
1,2455.8640855686094,0.0,1327.9534205790023,1282.6120153563484,363.3650499210891,1317.550779110449,1432.799493337518,1341.3261263638944,1095.5142431132674,916.8194834187674,1561.4744362051292,1193.4319544329248,1815.4362847890795,2069.644944660798,1420.0466373776924,1845.6840598856536,1892.952758130699,1877.9249507708946,2034.910798769904,643.6471138656871,42.12387939837321,288.53793091033407,1686.8392263764306,2068.4752640151423,1518.6292630656478,865.7751020084531,220.37908422123292,542.6037186503543,332.1849167807444,265.43477590944167,1397.816481842204,2420.734189467176,1846.1655475765847,1831.9475499486389,1350.9294582397915,1027.3621991856885,746.0932126683484,900.0130587160136,950.4882925221146,698.5458483315483,1036.198569400589,2074.616505698229,2069.6030371957436,3247.252701728575
2,2311.6038599978756,1327.9534205790023,0.0,68.49111570868007,1657.0840651597132,302.59434758004346,1969.045334592949,1987.0096790755285,1682.9482709071738,1940.3414416143532,2465.184914181599,2186.9583513407547,2434.3203945302926,2868.6273782654785,2249.561701675456,1752.7499164034186,2003.4087615014614,2301.623907492806,2465.9524388322397,712.4739801940832,1368.6891507933044,1559.1455346529674,2371.235441547962,2668.5981475490416,2448.548185932014,1588.058717864658,1130.3063166741836,799.1324079777313,1007.4923386341445,1067.5568763817694,241.17767989781947,2401.443253061195,1754.1500977949504,2295.8668430152015,2000.6737113352524,1733.8820196743172,1838.7728749458686,1161.4913839769272,1018.6723950633809,935.2757218447038,529.503485028853,2570.419915120194,2575.276256310897,4487.894665454328
3,2254.1255987711684,1282.6120153563484,68.49111570868007,0.0,1606.4123524741922,248.81814427999342,1900.5602492511412,1918.819459214743,1614.9692157400275,1877.4322304329255,2398.5075498578776,2122.4344656002936,2365.8298925188546,2800.5158872104375,2182.3695027837325,1690.763592557072,1938.4699216624076,2233.6967436574682,2398.170002178074,679.2460830691757,1323.7336664244842,1507.7621958384161,2302.881052609098,2600.1513657432056,2382.272186974196,1521.8126578768135,1081.1138395428413,748.5133277687928,966.6012659277258,1024.7868735230275,208.96572997155863,2340.8405898716196,1692.1502596253051,2227.6967644130136,1932.4865893337176,1666.74678141263,1778.2384195558923,1093.3612558322482,950.2247674213896,870.1540333136273,461.0255088458229,2502.315520615715,2507.122339075006,4428.595137414793
4,2443.876719658229,363.3650499210891,1657.0840651597132,1606.4123524741922,0.0,1608.38128300132,1295.4339640289504,1174.7912919305888,993.9243898880635,644.8340163856652,1280.462182375013,904.112821170237,1614.1162478120746,1799.0924750439103,1175.136551394754,1863.166015812856,1846.5470657217727,1735.4324912984173,1879.2639632625269,998.0940020095451,333.899898219085,101.34485107617543,1472.5974596201602,1858.3935369635199,1231.0726759643871,762.9128148356376,527.8224633348237,858.107041460703,689.6428436721612,621.0787966679966,1699.171617317647,2375.5974828143244,1863.339786261209,1680.0321230452041,1181.6014475544118,888.9433658536298,465.17718357791944,985.7781198792434,1085.76498997752,889.4319004002339,1300.2162445115887,1896.4957578948051,1888.7094452818817,2884.6395791378595
5,2009.140181632354,1317.550779110449,302.59434758004346,248.81814427999342,1608.38128300132,0.0,1729.2006761046875,1763.4029705183127,1467.7266944603105,1793.282262637364,2269.9699781827176,2020.9314125932817,2190.9533307754973,2644.0338439675097,2047.0345066763582,1455.0128835581852,1714.2763529142821,2036.111560715955,2197.7666900099953,786.5508033740748,1359.6533478710087,1507.292539995564,2139.535097749685,2417.3503591484655,2259.2525637126623,1405.6813940119416,1101.9677385140967,776.3314909630368,1030.5747792150726,1078.5231517063366,113.84100107582302,2101.185287327298,1456.4389104166225,2035.3046676182132,1777.0912755299069,1535.9252533866513,1714.8177350767698,948.8169852454124,794.1274751066319,783.2222772675013,331.2834834974447,2307.7290709246513,2313.683964770274,4363.023188935188
6,1267.118018151427,1432.799493337518,1969.045334592949,1900.5602492511412,1295.4339640289504,1729.2006761046875,0.0,157.4579754516838,345.86303154754097,751.2240910156374,684.43913569113,703.3980923532357,465.67959522344876,925.217404230078,469.383590071408,846.2015602664052,655.3957357314669,445.75897224210064,602.7872103702738,1699.8106255854875,1443.6146931124836,1261.3819739967362,416.02357099488495,708.3500679463565,709.0223032826818,567.1844294367339,1361.3262889035584,1449.880978210224,1547.9681570546709,1505.8316550053237,1842.2026466702575,1142.0763817746101,845.373262824963,399.9046417949609,161.06415092891285,410.46023803193543,886.4518118033014,818.1002458069202,950.8552393918129,1105.8408123177023,1439.551794181843,657.2367847228527,655.6736279024047,2927.3609828497033
7,1424.4226763475954,1341.3261263638944,1987.0096790755285,1918.819459214743,1174.7912919305888,1763.4029705183127,157.4579754516838,0.0,308.2532271558717,602.9155287072432,564.0878837866003,546.4977762814788,487.3339176124296,882.0777144301355,336.9709869922473,993.1612748606618,812.7567474144361,562.7884768986437,704.7849471318887,1661.98161920059,1348.3885133165218,1149.1542942954545,389.6553594024011,742.2003929978177,579.8786238005075,488.710327365837,1290.9281025933458,1413.4264617120798,1485.4081734097706,1438.2482096486438,1877.169331398727,1296.6269046313014,992.4192539891528,505.35806834308585,13.698172993527876,317.4053650578307,747.8680019676793,825.597003415944,971.8125369967173,1090.3189502689356,1459.4732358243034,733.4943358819393,728.2828148750292,2804.2399833096374
8,1469.288127487768,1095.5142431132674,1682.9482709071738,1614.9692157400275,993.9243898880635,1467.7266944603105,345.86303154754097,308.2532271558717,0.0,565.6354680122141,812.3322432677625,653.0559913966922,786.967118171685,1186.1856095931703,583.7816127335715,936.7123085684417,859.5438128769337,785.2632454702805,946.551882146267,1361.1659988643526,1108.954805754834,946.8079958406187,697.8264258309418,1039.0844421000509,810.8187866103863,234.6446496206804,1015.9380686051642,1111.6474552178358,1202.1547618589211,1160.0649809429228,1581.5527599417333,1384.9914389445798,936.449207372549,744.3170346313746,321.62739157224513,138.65478901130408,645.8009760988111,522.2212087682511,673.6219929689266,782.247043933084,1157.4196857867869,1002.5879378322593,1000.5077616419516,3010.3743346874066
9,2002.5947845205496,916.8194834187674,1940.3414416143532,1877.4322304329255,644.8340163856652,1793.282262637364,751.2240910156374,602.9155287072432,565.6354680122141,0.0,645.5061469272666,278.42952565441834,986.1986668139057,1159.2836099596468,531.6866786555829,1499.6377107153448,1385.8999854970473,1156.6460311895094,1282.6200219552593,1423.3300387820282,907.9142717485205,656.1549493330074,838.9902707342471,1222.629542948262,601.8104785787277,437.8614746204562,959.266779682922,1204.3490677499346,1164.599359417645,1101.768492260245,1902.2437453077523,1891.0265794451434,1499.3004639407118,1093.3270569823221,605.2406173521831,426.9907689886189,179.75868177134953,898.7258977639758,1053.5587278013697,1013.355909728874,1462.1792058749274,1280.287005738886,1270.5395528192257,2572.3162507729485
