,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0,0.0,976.9301683284408,3448.222639260145,3510.3627097186004,2908.8369575035335,3725.8333376272008,3582.3117373796,2998.8402568371625,2273.4817365156327,2233.6265934095863,2166.3392964457175,2270.889285226096,2201.3437396564595,2312.3122070531977,2169.2308547067737,1901.330984140744,2037.4020115748892,2136.6953678304976,1987.4623075141915,1846.5571171230945,1968.341607311935,2170.857781064938,2180.480525153319,2085.529483700949,905.482746270507,568.0854752453035,438.74214783419745,457.94508757368976,279.0805431270257,504.30462188638734,506.76079926473585,367.8802610845383,329.03644040889395,544.3726886228808,637.1647138137432,719.9861438314864,712.0601737756213,787.5872189875519,313.91524894461844,508.76120987106344,1315.5082237942304,949.2824853950107
1,976.9301683284408,0.0,4266.668932984691,4364.345070790694,3802.3445408337343,4623.985800737968,4483.767577836812,3932.234742463117,3171.931634060388,3134.696012697995,3085.9360153172584,3188.0404067928885,3171.376374460624,3257.8890207986337,3099.9564597183994,2866.173781336202,3009.0482491997554,3098.0737951544534,2962.3836645688116,2823.224897629459,2943.6507469815206,3147.044903610603,3157.4105643939197,3061.934923474901,737.5295634515775,1000.4685046804777,1279.1432451253286,1283.3793610071727,1160.8253664466565,1184.678564372328,1144.4116725199974,1102.5841700240114,907.5533886063205,807.752700663562,801.9063887698038,671.6809560317472,721.7374494438296,748.2894927479298,703.195564636276,607.717824454267,1050.3553823472873,53.095345250136404
2,3448.222639260145,4266.668932984691,0.0,284.5593623791037,764.4191618431607,760.132122510657,733.7390981910921,1079.4005807036128,3224.326660712451,3199.5972078376108,3056.1426508313243,3087.6279432281044,2467.99833718087,2829.578657003743,2965.209324709865,2607.2375316511625,2454.994709741268,2629.4022764633987,2078.4234442763877,2322.5683955854015,2360.3910542800586,2068.795396036117,2162.4308558617367,2269.9503249547647,3666.882272288691,3269.454737726935,3033.715926941738,3022.078520223142,3182.988526563354,3087.3965498150005,3124.658193383302,3187.2326194399448,3375.3917284835356,3462.0471252968605,3483.4447861180515,3634.4298693589144,3584.0897863967016,3589.6898016028613,3607.5606982607105,3659.9625996602367,4732.343873970278,4263.849362626494
3,3510.3627097186004,4364.345070790694,284.5593623791037,0.0,668.6410216478869,477.5352616512915,451.4986462798818,894.2384464181004,3094.820521358814,3072.987844465462,2933.3410416539177,2956.213125873542,2342.5024728278813,2691.9786367832544,2841.352754276495,2511.065827501115,2347.596631367394,2508.680590407561,1994.7635936406762,2242.8945768558997,2263.927243531531,1959.578450496869,2047.5598848038433,2162.7251253054733,3793.780676147337,3375.243242083899,3109.4682056275974,3099.9001391069874,3253.2104172362665,3179.9695456875224,3219.966334376082,3271.502195330355,3463.277593026896,3566.4517111619098,3594.5683278721062,3748.4900565162416,3698.8868109327877,3709.953828691893,3690.1011218141616,3756.652794230333,4771.78190023508,4358.239631022063
4,2908.8369575035335,3802.3445408337343,764.4191618431607,668.6410216478869,0.0,821.6421430089274,682.5538149241196,408.89328217364755,2459.995775072047,2435.4707190317727,2292.4145374466843,2323.2173362200597,1703.7263528393028,2065.4563760263754,2201.3003391035777,1851.7626835128497,1694.5011404391075,1865.751073558904,1329.5337388208486,1576.924655791079,1604.3938081703207,1307.1052940840805,1399.4234615767957,1509.243142401399,3283.949869020347,2834.8540325973518,2528.6606531839234,2521.9695549195662,2663.673547380361,2621.8350730114603,2665.378437938719,2700.2895400306584,2894.974561222181,3021.5302898555788,3060.068281008712,3217.065482405634,3169.237745694279,3189.4408510240737,3112.320791285786,3198.057746566679,4141.723375321132,3791.6190103590015
5,3725.8333376272008,4623.985800737968,760.132122510657,477.5352616512915,821.6421430089274,0.0,146.3734718224646,812.5760667735607,2996.4972066605583,2980.577228120418,2850.8336202188943,2856.834561701971,2269.8248551950915,2586.3101220627605,2758.762098614489,2488.076730686496,2308.9090152801855,2440.1756839627787,2012.504122615118,2257.911366715633,2248.119886798291,1932.3987377509022,2005.9003440362649,2130.7940679938324,4098.499655049885,3654.6570583621033,3349.8143353091277,3343.3335865523754,3483.663268398107,3443.198800765947,3486.5349789866445,3521.8842133008843,3716.60050062478,3842.0320678733165,3879.238900372495,4035.9000103591784,3987.7320585782772,4006.2451878406923,3933.4166619421835,4019.606805383465,4941.532551405837,4613.181986844361
6,3582.3117373796,4483.767577836812,733.7390981910921,451.4986462798818,682.5538149241196,146.3734718224646,0.0,670.4104029333445,2866.2345157685545,2849.4235827554503,2718.0902765150186,2726.5104943282477,2134.689566684197,2456.442187022642,2625.8817336777906,2347.9577292880085,2170.003255009067,2304.8840694235346,1868.570654454663,2114.4977561083333,2106.974802897543,1791.589859237445,1866.634722198782,1990.8686681746078,3964.41095851047,3517.3451984252833,3208.4960970537504,3202.306625583071,3341.392413566659,3304.127502794958,3347.8057361945826,3381.3847707043406,3576.2508812838873,3704.0834941101157,3742.426634494065,3899.335702623216,3851.3999943312765,3870.954687089591,3791.969525230044,3880.066399993564,4795.60159573061,4472.493277484964
7,2998.8402568371625,3932.234742463117,1079.4005807036128,894.2384464181004,408.89328217364755,812.5760667735607,670.4104029333445,0.0,2216.818544319409,2197.5149853239022,2062.179649211697,2077.3508508026844,1474.1228518587013,1809.7256449060253,1969.8334929175953,1678.1953349241821,1501.7148547469353,1643.4980307569542,1201.1164453650188,1445.6719642805094,1436.6356196383674,1121.4498274523985,1198.0846422996983,1321.4111822860757,3471.2735142552556,2999.8645806485483,2653.6833985745284,2650.7487547954292,2774.680345845102,2771.8784050150707,2818.493350377402,2833.8637117639946,3028.7177784752193,3179.0322588240524,3227.4904557945897,3385.3471278280936,3339.857142863148,3368.3691028684157,3231.4353130509185,3338.4999620374615,4170.615600499116,3916.335625762423
8,2273.4817365156327,3171.931634060388,3224.326660712451,3094.820521358814,2459.995775072047,2996.4972066605583,2866.2345157685545,2216.818544319409,0.0,42.77911952229282,183.7154881913318,139.7276172320504,756.3766025691607,410.33224684149513,265.1603698092819,702.1224479255842,794.7605397542653,599.1798232622363,1207.8552410488257,1013.2608758600375,914.7436815041564,1163.8749951377388,1066.0502208972946,971.4580374219363,3145.7579555444795,2686.769791221307,2260.4300232125356,2278.823910415936,2252.840284535024,2461.959488616289,2506.6211935999495,2409.5890738129688,2532.3242118736916,2765.1816104753902,2854.8464503002033,2972.55266911577,2952.961541627857,3021.2800570894087,2586.9845291314996,2781.0496159898607,2825.086064278281,3130.2128588404144
9,2233.6265934095863,3134.696012697995,3199.5972078376108,3072.987844465462,2435.4707190317727,2980.577228120418,2849.4235827554503,2197.5149853239022,42.77911952229282,0.0,148.83638977541312,128.46767978665818,731.9303875600193,397.1508891244224,235.47455727416124,665.037500007241,763.3684273559048,571.5607029999281,1175.26405483772,977.1179017948892,881.4594476445995,1136.2001626793244,1039.2060586390285,941.8948479779054,3104.6381604295448,2644.950695922268,2218.3143688936116,2236.6506387848613,2211.367036809885,2419.810806904621,2464.542586540577,2367.881238145114,2491.284505398658,2724.037410334768,2813.5947897037995,2931.7391760851106,2911.9480099498464,2980.1203360825452,2547.2275335345544,2740.9720217226013,2796.8478144117285,3093.201072040954
