,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.0,2455.2354959420327,2439.3034608100593,2169.6721164867736,2138.471647354065,1813.381095336775,2529.7884183513725,1253.4884447914412,1281.2608244914286,1901.6927664419904,1668.689275274266,1534.2312484909485,1822.5940575715833,1945.5387330885121,1510.7345065859918,1384.2558212297026,1385.9262053044267,1356.977733178379,1082.3570283958154,3959.6986630419365,163.9994217531783,146.45570021030622,579.6465034943797,370.41738490018605,696.0481307098404,835.7851756551661,777.4336835473629,902.6313363716756,1148.4278714461182,1094.1809099655254
1,2455.2354959420327,0.0,154.8853412425538,1645.3509596342906,1480.5295835007166,854.9158554639213,1057.2945356109167,1274.5432395868324,1245.012655321874,1329.2923877639225,1206.2248485987636,1173.5049430873346,1016.6741935840975,1039.8467380395814,1938.0225608816281,1797.1389546861528,2078.5959423306654,1527.726519941539,1977.1334612028968,2901.0520750148103,2309.713067925403,2363.09778422745,2170.683222873668,2084.8785014193263,1769.7052498082003,1753.9342935568554,1836.9251138463324,1681.566682068741,1744.4625578730386,1533.7205150789205
2,2439.3034608100593,154.8853412425538,0.0,1503.0848153624609,1338.638115840508,934.4286403607831,902.4178265534133,1299.7909608724744,1270.878197023241,1438.452042356441,1290.2251062739845,1237.6291058361826,1110.2786835699058,1148.6701883470105,2020.528360512886,1870.2157299037053,2152.4873502600262,1592.0620293321342,2029.7348171846083,3055.77031933297,2289.186152672227,2354.6681816898918,2189.234263505963,2070.268638347251,1764.6172366760682,1773.8187674649553,1856.9414656004294,1703.2292350423254,1797.0443346393267,1567.4837068272213
3,2169.6721164867736,1645.3509596342906,1503.0848153624609,0.0,164.91736461482975,1910.6321688451794,768.774512187329,1777.3420649374539,1766.9942144180725,2447.6901345983265,2165.05450191692,2001.8796130380053,2100.582771332304,2220.21427638088,2712.664766889673,2515.67614904786,2748.963862767978,2239.946818854072,2472.309177771118,4447.502072505733,2011.3440930424101,2176.583643787243,2299.9038334262223,1910.809275079276,1797.9043972360394,2016.1204910460833,2073.109251810677,1984.652337698052,2297.2111915072683,1993.5615110368237
4,2138.471647354065,1480.5295835007166,1338.638115840508,164.91736461482975,0.0,1762.0785733106259,635.5699093858448,1657.7551633226951,1645.596871583171,2304.4946899478314,2026.5396674395358,1867.4791042161373,1954.3082211271274,2071.0822399269964,2594.831958261107,2398.9645295697815,2639.4071049643007,2118.5430998451047,2372.033809856448,4287.744749424801,1977.29291585634,2134.455168161362,2228.354187199057,1859.4460864632476,1720.89616180485,1924.5363563289156,1985.579702403719,1888.4742062959717,2188.792230745925,1884.622689653611
5,1813.381095336775,854.9158554639213,934.4286403607831,1910.6321688451794,1762.0785733106259,0.0,1624.9297278451093,561.2447256222733,534.6647770653034,559.1491455799206,356.06731853905706,332.6208621545527,200.16081588379052,309.7640991692642,1086.360276470482,942.293629556218,1223.682530514052,679.0398718821043,1139.7042207877575,2592.7674408849143,1694.9473652826646,1694.395502199233,1411.979719550677,1457.5690357586627,1125.552920548246,1009.9029738623165,1087.5456123753197,935.9626294202203,910.218001011255,756.3120042474407
6,2529.7884183513725,1057.2945356109167,902.4178265534133,768.774512187329,635.5699093858448,1624.9297278451093,0.0,1730.9237566938887,1709.6327253761076,2182.4819415998863,1954.2095815810583,1834.1278399058842,1824.6418040581634,1909.2068131405733,2627.7209900977164,2445.3761862723977,2714.8551243372594,2151.48844844021,2502.604658421806,3957.068778690779,2365.9104746611592,2493.65909021292,2484.6464231063696,2200.870319279251,1981.6241187847495,2114.9909787538963,2189.8335396696066,2061.010320393051,2287.810074419092,1997.4909979672361
7,1253.4884447914412,1274.5432395868324,1299.7909608724744,1777.3420649374539,1657.7551633226951,561.2447256222733,1730.9237566938887,0.0,29.723324394581894,817.6849009738545,516.7630194204809,336.83389907259567,604.9694152292094,743.995446516287,937.1073543124951,741.8394661644404,993.8100894321258,462.9448288448191,774.6204418490636,2987.109683903326,1133.7232899192377,1137.8888446994588,896.7172149044083,896.3389069601227,564.4693358326317,480.2312536855607,562.9250819508666,407.24618005295616,556.9819051073682,275.4252577322342
8,1281.2608244914286,1245.012655321874,1270.878197023241,1766.9942144180725,1645.596871583171,534.6647770653034,1709.6327253761076,29.723324394581894,0.0,807.4753644604359,504.5343108910922,322.3939209339396,584.4053908158363,724.5301293529355,950.1406739191609,756.004128884396,1011.5482741197899,473.14784939118175,798.2838488014079,2975.762933705037,1160.3990584294693,1166.3751707993686,926.3783230460863,923.0507873634591,590.9154080558584,509.9284686867449,592.5978387181306,436.89241786208316,578.3370392456087,301.94091768110036
9,1901.6927664419904,1329.2923877639225,1438.452042356441,2447.6901345983265,2304.4946899478314,559.1491455799206,2182.4819415998863,817.6849009738545,807.4753644604359,0.0,305.6755024038739,489.8714433950297,359.0315792654594,289.92861304850624,698.0657683054674,644.5738834606229,878.4638266622618,546.0188400473181,949.6861378659839,2169.8831497383144,1822.765740762065,1762.3148135081324,1381.6092047812515,1597.7297845112687,1297.293923625527,1072.2267865627423,1124.4898318325295,1013.3609696947694,779.4564232868382,829.66208200702
10,1668.689275274266,1206.2248485987636,1290.2251062739845,2165.05450191692,2026.5396674395358,356.06731853905706,1954.2095815810583,516.7630194204809,504.5343108910922,305.6755024038739,0.0,184.32142733307032,204.5321721653039,285.19347189267154,731.9036004726622,598.9534006503085,876.7543156909718,371.6544700684408,836.2693488732094,2471.260514965603,1574.6624376307811,1535.5601540737423,1191.162285659672,1342.678327318241,1027.3806127181556,833.2028807132813,897.4421944195818,766.3922413157777,621.9441765858595,575.2076833754363
