,courier_id,gps_time,gps_lng,gps_lat,ds,depot,order_id
0,161,06-14 10:29:00,126.544,43.85,614,1,
1,161,06-14 10:31:00,126.545,43.85,614,1,
2,161,06-14 14:42:00,126.558,43.85,614,1,
3,161,06-14 16:56:00,126.53721,43.8479,614,0,2140177.0
4,161,06-14 17:23:00,126.53928,43.85007,614,0,1394651.0
5,161,06-14 16:26:00,126.54258,43.84819,614,0,2137465.0
6,161,06-14 16:40:00,126.53907,43.84899,614,0,1793625.0
7,161,06-14 16:00:00,126.54824,43.8503,614,0,1860870.0
8,161,06-14 16:16:00,126.54709,43.85182,614,0,1295278.0
9,161,06-14 15:15:00,126.55551,43.85312,614,0,2598901.0
10,161,06-14 18:17:00,126.56363,43.85592,614,0,978733.0
11,161,06-14 14:20:00,126.56032,43.85335,614,0,3553505.0
12,161,06-14 13:01:00,126.56457,43.85426,614,0,4332784.0
13,161,06-14 14:06:00,126.56071,43.85052,614,0,647413.0
14,161,06-14 12:55:00,126.56601,43.85329,614,0,4045080.0
15,161,06-14 13:49:00,126.56583,43.85734,614,0,4011821.0
16,161,06-14 11:41:00,126.56239,43.84605,614,0,4200164.0
17,161,06-14 11:48:00,126.56151,43.84611,614,0,4155135.0
18,161,06-14 11:55:00,126.56207,43.84907,614,0,416582.0
19,161,06-14 12:09:00,126.566,43.84911,614,0,556609.0
20,161,06-14 12:19:00,126.56653,43.849,614,0,4458191.0
21,161,06-14 12:28:00,126.56319,43.84981,614,0,4076737.0
22,161,06-14 18:30:00,126.56154,43.84891,614,0,2836168.0
23,161,06-14 20:30:00,126.51742,43.89235,614,0,1196735.0
24,161,06-14 18:38:00,126.56385,43.84578,614,0,4235080.0
25,161,06-14 18:47:00,126.55769,43.84992,614,0,2638399.0
